concept,question,answer
bacteria,Beta-lactam antibiotics inhibit which bacterial proteins to prevent cross-linking?,Penicillin-binding proteins
bacteria,What channel-forming proteins in Gram-negative outer membranes are called?,Porins
bacteria,What triggers quorum sensing in bacteria?,High cell density
bacteria,Which molecules do gram-negative bacteria commonly use in quorum sensing?,AHL autoinducers
bacteria,"In Gram-positive bacteria, which signaling molecules are typically used in quorum sensing?",peptide pheromones
bacteria,What role does quorum sensing play in bacterial biofilm formation?,Regulates biofilm formation
bacteria,Name a common autoinducer used by Gram-negative bacteria in quorum sensing.,AHL
bacteria,Which enzyme degrades quorum-sensing signals in bacteria?,AHL lactonase
bacteria,What is the term for bacterial communication that coordinates group behavior via autoinducers?,Quorum sensing
bacteria,What signaling molecule class dominates Gram-negative quorum sensing?,AHL signals
bacteria,What receptor type do Gram-negative quorum-sensing systems commonly use?,two-component receptors
bacteria,Can quorum sensing influence virulence factor expression in bacteria?,"Yes, virulence factors"
bacteria,What effect does quorum sensing have on bacterial biofilm development?,Controls biofilm formation
bacteria,What happens if quorum sensing is disrupted in a biofilm?,Loss of coordinated behavior
bacteria,Which molecule class is typical for Gram-negative quorum sensing?,AHL signals
bacteria,What term describes signaling between closely related bacterial cells?,Intraspecies signaling
bacteria,Name a Gram-positive quorum-sensing molecule type.,peptide pheromone
bacteria,How does quorum sensing affect antibiotic resistance traits in bacteria?,Coordinated resistance expression
bacteria,Which receptor type detects autoinducers in Gram-negative bacteria?,LuxR-type receptors
bacteria,Is quorum sensing limited to pathogenic bacteria?,"No, many non-pathogenic bacteria"
bacteria,Which bacterium causes tuberculosis?,Mycobacterium tuberculosis
bacteria,Which bacterium causes tetanus?,Clostridium tetani
bacteria,Which bacterium causes cholera?,Vibrio cholerae
bacteria,Which bacterium causes the plague?,Yersinia pestis
bacteria,Which bacterium causes strep throat?,Streptococcus pyogenes
bacteria,Which bacterium is a leading cause of bacterial meningitis in adults?,Neisseria meningitidis
bacteria,Which bacterium forms dental biofilm linked to cavities?,Streptococcus mutans
bacteria,Which bacterium causes diphtheria?,Corynebacterium diphtheriae
bacteria,Which bacterium causes Lyme disease?,Borrelia burgdorferi
bacteria,Which bacterium causes whooping cough?,Bordetella pertussis
bacteria,Which bacterium commonly causes gastroenteritis from undercooked poultry?,Salmonella enterica
bacteria,Which bacterium causes gonorrhea?,Neisseria gonorrhoeae
bacteria,Which bacterium causes syphilis?,Treponema pallidum
bacteria,Which bacterium causes peptic ulcers?,Helicobacter pylori
bacteria,Which bacterium forms biofilms on medical devices causing infections?,Staphylococcus epidermidis
bacteria,Which bacterium causes skin infections with golden crusts?,Staphylococcus aureus
bacteria,Which bacterium is a common cause of urinary tract infections in women?,Escherichia coli
bacteria,Which bacterium causes dysentery traveler's diarrhea?,Shigella dysenteriae
bacteria,Which bacterium causes typhoid fever?,Salmonella Typhi
bacteria,Which bacterium is known for antibiotic-associated diarrhea in hospitals?,Clostridioides difficile
bacteria,Bacterial metabolism using O2 as the final electron acceptor?,Aerobic respiration.
bacteria,Bacterial process using nitrate as final electron acceptor?,Denitrification.
bacteria,Bacteria that convert glucose into lactic acid?,Lactic acid fermentation.
bacteria,Bacteria producing ethanol from pyruvate under anaerobic conditions?,Ethanol fermentation.
bacteria,Bacterial metabolism that fixes CO2 using light and releases O2?,Oxygenic photosynthesis.
bacteria,Bacterial metabolism that performs photosynthesis without releasing O2?,Anoxygenic photosynthesis.
bacteria,Bacteria energy from inorganic electron donors such as H2 or NH3?,Chemolithotrophy.
bacteria,Bacteria energy from organic electron donors?,Chemoorganotrophy.
bacteria,Bacteria that rely on organic carbon for growth?,Heterotrophy.
bacteria,Bacteria that fix CO2 for biomass?,Autotrophy.
bacteria,Bacteria that require low oxygen levels to grow?,Microaerophiles.
bacteria,Bacteria that can grow with or without oxygen?,Facultative anaerobes.
bacteria,Bacteria that must use oxygen for metabolism?,Obligate aerobes.
bacteria,Bacteria that cannot tolerate oxygen at all?,Obligate anaerobes.
bacteria,Bacteria that fix CO2 using light and inorganic electrons?,Photoautotrophy.
bacteria,Bacteria that use light with organic carbon as energy source?,Photoheterotrophy.
bacteria,Bacteria that oxidize reduced sulfur compounds for energy?,Sulfur oxidation.
bacteria,Bacteria that reduce sulfate to sulfide?,Sulfate reduction.
bacteria,Bacteria that oxidize ammonia to nitrite and nitrate?,Nitrification.
bacteria,Bacteria that perform anaerobic ammonium oxidation to produce N2 gas?,Anammox.
bacteria,What oxygen requirement defines aerobic bacteria?,Require oxygen.
bacteria,What oxygen requirement defines anaerobic bacteria?,Do not require oxygen.
bacteria,What is the primary energy pathway of aerobic bacteria?,Oxidative phosphorylation.
bacteria,What energy pathway is common in anaerobic bacteria?,Fermentation.
bacteria,Which environment favors aerobic bacteria?,Oxygen-rich environments.
bacteria,Which environment favors anaerobic bacteria?,Oxygen-free environments.
bacteria,What term describes bacteria that grow with or without oxygen?,Facultative anaerobes.
bacteria,Name a type of bacterium that requires oxygen for growth.,Obligate aerobe.
bacteria,Name a bacterium that cannot tolerate oxygen and is harmed by it.,Obligate anaerobe.
bacteria,Are aerobic bacteria gram-positive or gram-negative?,Both.
bacteria,Name a bacterium class traditionally anaerobic.,Clostridium.
bacteria,What respiratory chain is used by aerobic bacteria?,Electron transport chain.
bacteria,What term describes bacteria that require low oxygen levels?,Microaerophiles.
bacteria,Which bacteria thrive in air-rich niches?,Aerobic bacteria.
bacteria,What is a hallmark of aerobically respiring bacteria's metabolism?,Aerobic respiration.
bacteria,Which bacteria can switch between respiration and fermentation?,Facultative anaerobes.
bacteria,What bioenergetic advantage do aerobic bacteria have over strict anaerobes?,Higher ATP yield.
bacteria,What is the typical diameter range of a bacterial cell?,0.2–2 μm
bacteria,How long is a common rod-shaped bacterium such as E. coli?,About 2 μm
bacteria,What is the typical width of cocci bacteria?,About 0.5 μm
bacteria,Which unit is standard for measuring bacterial size?,Micrometers (μm)
bacteria,Are plasmids larger or smaller than the bacterial chromosome?,Smaller
bacteria,What is the maximum typical length of many bacteria?,About 5 μm
bacteria,Which bacterial shape is usually elongated?,Bacilli
bacteria,Name a very small bacterium around 0.2 μm in diameter.,Mycoplasma
bacteria,What is the smallest known free-living bacterium?,Mycoplasma genitalium
bacteria,Do bacteria vary widely in size?,"Yes, widely"
bacteria,Which extremely large bacterium can reach millimeter-scale sizes?,Thiomargarita namibiensis
bacteria,What is the typical size range for most bacteria under light microscopy?,0.5–5 μm
bacteria,Which bacterium is commonly cited as a ~2 μm long rod?,Escherichia coli
bacteria,What is the common width of many Gram-negative rods?,0.5–0.8 μm
bacteria,Name a bacterium commonly used as a 1 μm-scale size reference.,Staphylococcus
bacteria,Which giant bacterium is often highlighted for being nearly visible?,Thiomargarita namibiensis
bacteria,Can a bacterium have a diameter smaller than 0.3 μm?,Yes
