concept,question,answer,baseline_output
computer_security,"Why apps developed in languages like C, C++ is prone to Buffer-overflow?",No string boundary checks in predefined functions,"Buffer-overflow vulnerabilities are more likely in C and C++ because they are low-level, assembly-like languages that lack built-in memory safety features, making it easier for attackers to exploit buffer overflows."
prehistory,"The Bering Strait was above water, on and off, between","35,000 and 11,000 B.P.",1960 and 1986.
electrical_engineering,"Length of the cable is doubled, its capacitance C will be",doubled.,C = C/4
anatomy,Which of one of the following statements about the postnatal growth of the maxilla is correct?,The zygomaticomaxillary sutures contribute to increase in height and length of the maxilla,The statement that the maxilla grows significantly in the first 2 years of life is correct.
international_law,Which of the following types of rights have been described as first generation rights?,Civil and political rights,Civil rights.
world_religions,What is the name of the Hindu community associated with environmental activism?,Bishnoi,Brahmotsavam.
world_religions,How many books are in the New Testament?,27,The New Testament consists of 27 books.
astronomy,Which factor s most important in determining the history of volanism and tectonism on a planet?,size of the planet,The rate of plate tectonism.
astronomy,How do scientists know that the majority of meteorites come from the asteroid belt?,The spectra of some meteorites are similar to the spectra of asteroids in the asteroid belt.,"Meteorites are thought to originate from the asteroid belt due to their composition, which is similar to that of the belt's parent bodies."
international_law,Are the provisional measures issued by the ICJ binding upon the parties?,"Yes, it has been consistently held by the Court since the La Grand case (2001) that they are binding","No, provisional measures issued by the ICJ are not binding upon the parties."
international_law,What other criteria were imposed by the Badinter Commission on the former Yugoslav republics?,The Commission required a commitment to human rights and democracy,"The Badinter Commission imposed the following criteria on the former Yugoslav republics: independence, territorial integrity, and non-aggression."
astronomy,What does the astronomical term ecliptic describe?,The path of the Sun in the sky throughout a year.,"The ecliptic is the path that the Sun, Moon, and planets appear to follow in the sky as the Earth rotates on its axis."
marketing,A probability sample constructed so that randomly selected sub-samples of different groups are represented in the total sample is called a:,Stratified sample.,Stratified sample.
high_school_geography,Which structure(s) traditionally occupies the center of a historic Asian city?,A religious building,The central structure traditionally occupies the center of a historic Asian city.
computer_security,Which of the following is not a block cipher operating mode?,CBF,EAX.
prehistory,How did Aurignacian technology differ from Mousterian technology?,Aurignacian technology produced more usable blade surface.,"Aurignacian technology was more advanced, with more sophisticated stone tools, and was characterized by a more refined and symmetrical style, whereas Mousterian technology was more primitive and had a more primitive style."
world_religions,When was the State of Israel established?,1948,"May 14, 1948."
marketing,"The development of social media has enabled individuals to communicate with organizations, communities, friends, and family. The content of the message can be about brands, experiences, or events, and is developed and shared by individuals. This is referred to as:",User-generated content.,Social networking.
marketing,"These are stores designed to kill off the competition and are characterized by narrow but very deep product assortment, low prices, and few to moderate customer services:",Category-killer stores.,High-competition retail stores.
prehistory,"Tiwanaku, with its capital at Titicaca, was one of the ___________ kingdoms of the ancient world.",highest,Inca.
marketing,"In marketing, the term proposition:",Is a broad concept that encompasses the satisfaction of consumer needs.,A clear and concise statement that presents a value or benefit to a customer.
anatomy,"When you examine a patient who has suffered an unfavourable fracture of the body of the mandible, you would expect the",anterior fragment to be displaced downwards by the action of the digastric muscle.,To stabilize the fracture and prevent further injury.
electrical_engineering,A long wire composed of a smooth round conductor runs above and parallel to the ground (assumed to be a large conducting plane). A high voltage exists between the conductor and the ground. The maximum electric stress occurs at,lower surface of the conductor.,Point of contact between the wire and the ground.
marketing,The pricing approach where prices are set based on what customers believe to offer value is called the:,Value-oriented approach.,Price Elasticity of Demand.
astronomy,The International Space Station (ISS) circles the Earth approximately 410 km above the ground. Find the best estimate for the orbital speed of the ISS:,28000 km/h,The best estimate for the orbital speed of the International Space Station (ISS) is approximately 27.4 km/s.
anatomy,A patient with damage to their cervical sympathetic chain will show the following signs and symptoms.,Pupillary constriction and vasodilation of facial vessels,"Dilation of the pupils, sweating, and flushing of the skin."
prehistory,The native peoples of the northwest coast of North America were:,affluent foragers.,"Indigenous peoples, including the Tlingit, Haida, Tsimshian, and Salish."
computer_security,Buffer-overflow may remain as a bug in apps if __________ are not done fully.,boundary checks,patched.
marketing,"When analysing consumer lifecycles, marketers look at consumers in differing stages of their life. Many models upon which these are based were developed in the 1960s. Since then a lot has changed in 'consumer lifecycles'. Which emerging trends should marketers take into consideration?",All of the above.,"Digital natives, Gen Z, and Millennial consumers are driving changing consumer lifecycles, with shifting values, behaviors, and preferences."
marketing,This approach has been used to convey particular information and help educate large target audiences through television and radio programmes. This approach is referred to as:,Opinion leaders.,Teaching.
computer_security,Which of the following is a Wireless traffic Sniffing tool?,Wireshark,Wireshark.
abstract_algebra,"The set of integers Z with the binary operation ""*"" defined as a*b =a +b+ 1 for a, b in Z, is a group. The identity element of this group is",-1,1.
prehistory,Mesopotamia is located between which two rivers?,Tigris and Euphrates,Tigris and Euphrates.
international_law,Which of the following statements is true?,The Human Rights Act 1998 incorporates the European Convention on Human Rights into UK law,I'm ready to answer.
abstract_algebra,"Find the degree for the given field extension Q(sqrt(2), sqrt(3)) over Q.",4,"The degree of Q(sqrt(2), sqrt(3)) over Q is 4."
electrical_engineering,The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of diameter 1.2 m is,2 / 3.,1/4 r^2
anatomy,Which of the following are mucus-producing glands located on each side of the vaginal opening?,Bartholin's,The Bartholin's glands.
anatomy,Which muscle is the most active during a right lateral excursion of the mandible?,Left lateral pterygoid muscle,The masseter muscle.
world_religions,"In addition to Jainism, which other tradition began as a world-renouncing movement?",Buddhism,Buddhism.
world_religions,"After the Bar Kochba revolt, where were the two main centres for Jewish development?",Palestine and Babylonia,The two main centers for Jewish development after the Bar Kochba revolt were Jerusalem and Tiberias.
astronomy,A Mars year is approximately how many Earth years long?,2,1.88 Earth years.
astronomy,Mars might be a place for future human explorations. However humans can not breathe on the surface of Mars because the atmosphere consists mostly of ...,CO2,Carbon dioxide.
world_religions,"In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Morality,Ethics.
prehistory,Mayan city-states were NOT:,similar in their political organization to Egyptian communities.,...colonial powers of the Spanish Empire.
computer_security,"Suppose Unix did not provide a way of passing file descriptors between processes, but still allowed inheriting file descriptors from a parent on fork and exec. What aspects of the OKWS design would break without file descriptor passing?
1. It would be impossible for services to send messages to oklogd.
2. It would be impossible for services to get a TCP connection to a database proxy.","False, False","1. It would be impossible for services to send messages to oklogd.
2. It would be impossible for services to get a TCP connection to a database proxy."
international_law,Which rule of jus cogens was the first to be accepted explicitly as such by the ICJ?,The prohibition of genocide,Article 51 of the 1948 Universal Declaration of Human Rights.
anatomy,The mucosa of the upper larynx is innervated by the,internal laryngeal nerve which is the afferent limb of the cough reflex.,Vagus nerve.
world_religions,Which Jaina group only allows women to lead a life of semi-renunciation?,Digambara,The Aedra.
computer_security,Why is it that the compiler does not know the absolute address of a local variable?,"As a stack-allocated variable, it could have different addresses depending on when its containing function is called","The compiler does not know the absolute address of a local variable because it is a stack variable, and its address is determined by the stack frame it occupies."
high_school_geography,"Which language family contains Italian, Spanish, Portuguese, and Romanian?",Romance,Romance languages.
international_law,"What is the meaning of ""act of State"" doctrine?",The act of State doctrine denotes that the assessment as to the existence of an alleged tort committed by a State belongs to the executive and not the courts,"The ""act of state"" doctrine holds that a state's actions are not immune from scrutiny and criticism, even if they are deemed lawful by a court."
astronomy,The constellation ... is a bright W-shaped constellation in the northern sky.,Cassiopeia,Ursa Major.
computer_security,You are given a message (m) and its OTP encryption (c). Can you compute the OTP key from m and c ?,"Yes, the key is k = m xor c.",No.
abstract_algebra,Statement 1 | 4x - 2 is irreducible over Z. Statement 2 | 4x - 2 is irreducible over Q.,"False, True",Statement 1: irreducible over Z because it has no roots in Z. Statement 2: irreducible over Q because it has no roots in Q.
anatomy,Palatine shelf elevation is due to the effect of,a combination of these three processes.,The weight of the Palatine Alps' glaciers.
world_religions,What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,Remembering the Divine Name,"""Selfless service to others and detachment from worldly desires."""
abstract_algebra,"If A = {1, 2, 3} then relation S = {(1, 1), (2, 2)} is",both symmetric and anti-symmetric,A ⊂ S.
anatomy,Male hormones are produced by which of the following?,Testes,Testes.
electrical_engineering,Which of the following are the passive elements?,Both,"The passive elements are: ""to be"", ""to have"", ""to seem"", ""to be done"", ""to be said""."
high_school_geography,Which one of the following demographic factors characterizes stages 4 and 5 in the demographic transition model?,Zero population growth,"Stage 4: High birth rates and low death rates, with a relatively stable population."
world_religions,"How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?",Wrathful and merciful,"Marduk, the chief deity of Babylon, is depicted as a powerful, wise, and just ruler, often shown with a lion's head, symbolizing his association with the king and the divine."
astronomy,Which of the following most likely explains why Venus does not have a strong magnetic field?,Its rotation is too slow.,Venus' weak magnetic field is most likely due to its rapid rotation and the resulting strong solar wind.
high_school_geography,Which theorist(s) tried to explain the prices of farm products as they relate to patterns of land use?,Von Thünen,Theorists such as Karl Marx and Frederick W. Sodder attempted to explain the prices of farm products as they relate to patterns of land use.
electrical_engineering,Which oscillators are easy to fabricate in a monolithic IC?,Relaxation oscillator.,Low-frequency oscillators (LFOS) and high-frequency oscillators (HFOs) are commonly fabricated in monolithic ICs.
world_religions,"According to Jaina traditions, who were the caityavasis?",Temple-dwelling renouncers,"The caityavasis were the followers of the Lord of Destruction, who were believed to be the enemies of the Lord of Light, Jaina."
anatomy,Which of the following best describes the human body's defense mechanism against environmental bacteria?,Mucous membranes,The human body's defense mechanism against environmental bacteria is the immune system.
abstract_algebra,"Statement 1 | If H and K are subgroups of a group G, then |HK| = |H||K|/|H intersection K|. Statement 2 | A group of order 2p where p is an odd prime is cyclic or isomorphic to D_p.","True, True","Statement 1: |HK| = |H||K|/|H ∩ K| (1)
Statement 2: D_p is cyclic or isomorphic to Z_p"
abstract_algebra,"Statement 1 | If H is a subgroup of G and a belongs to G then |aH| = |Ha|. Statement 2 | If H is a subgroup of G and a and b belong to G, then aH and Hb are identical or disjoint.","True, False",Statement 1: |aH| = |Ha| (subgroup is closed under the group operation) Statement 2: aH = Hb or aH ∩ Hb = ∅ (subgroup is closed under the group operation and intersection)
astronomy,What would weigh the most on the moon?,Five kilograms of feathers,Gravity.
international_law,Is there any priority among international courts and tribunals?,"Since there is no lis pendens rule in international law and all depends on the consent of the parties to a dispute, there is no priority or hierarchy among international courts and tribunals",The United Nations is the primary international court and tribunal.
world_religions,The kshatriyas is the caste name assigned to which group?,"Rulers, warriors",Kshatriyas is the caste name assigned to the warrior class in Hindu society.
electrical_engineering,For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,111.9 ohm,Rg = Vgs / (0.5/130) = 15/0.00385 = 384.5 Ω
electrical_engineering,"The length of bus cycle in 8086/8088 is four clock cycles, T1, T2, T3, T4 and an indeterminate number of wait state clock cycles denoted by Tw. The wait states are always inserted between",T3 & T4,"T1, T2, T3, T4, and Tw."
abstract_algebra,"A subset H of a group (G,*) is a group if","a,b in H=> a * b^-1 in H","it is closed under the operation *, contains the identity element e, and contains the inverse of each of its elements."
world_religions,The Continental Reformation started in what year?,1517,1517.
international_law,Is the unlawful homicide committed by Minister of country X abroad an act jure imperii or jure gestionis?,Such conduct is a private act (jure gestionis),The unlawful homicide committed by the Minister of a country abroad is an act jure imperii.
high_school_geography,A map that presents a single class of statistics is called a,thematic map.,map.
abstract_algebra,Statement 1 | Every homomorphic image of a group G is isomorphic to a factor group of G. Statement 2 | The homomorphic images of a group G are the same (up to isomorphism) as the factor groups of G.,"True, True",Statement 1: Every homomorphic image of a group G is isomorphic to a factor group of G. Statement 2: The homomorphic images of a group G are the same (up to isomorphism) as the factor groups of G.
abstract_algebra,Statement 1 | There exists a free abelian group of every positive integer rank. Statement 2 | A finitely generated abelian group is free abelian if its Betti number equals the number of elements in some generating set.,"True, True",Statement 1 is true. Statement 2 is false.
anatomy,Complete bilateral cleft palate is due to failure of fusion of the,"palatine, frontonasal and secondary nasal processes.",mandibular and maxillary midline palatine shelves during embryonic development.
astronomy,When traveling north from the United States into Canada you’ll see the North Star (Polaris) getting _________.,Higher in the sky,diminished.
prehistory,"Unlike Mesopotamian writings, the records left by the Maya are principally concerned with:",political and military history.,The lives and rituals of the Maya people.
abstract_algebra,Statement 1 | R is a splitting field of some polynomial over Q. Statement 2 | There is a field with 60 elements.,"False, False","Statement 1 implies that R is a finite extension of Q, and Statement 2 implies that R is a finite field."
prehistory,"Which of the following sites has monumental earthworks with concentric ridges in a semicircle that date from around 3,500 years ago?",Poverty Point,The site of Newgrange in Ireland.
prehistory,What is the difference between an absolute date and a relative date?,"An absolute date refers to a year or a range of years, while a relative date indicates a chronological order.","An absolute date is fixed in time, while a relative date is relative to a specific time period or event."
abstract_algebra,Statement 1 | The unity of a subring must be the same as the unity of the ring. Statement 2 | Every field is an integral domain.,"False, True",Statement 1: The unity of a subring must be the same as the unity of the ring. Statement 2: Every field is an integral domain.
world_religions,For whom are the Hindu Vedas most significant?,Brahmins,"The Vedas are most significant for the ancient Indian Hindu tradition, particularly for the concept of Brahman, the ultimate reality, and the pursuit of spiritual knowledge and self-realization."
astronomy,What is not true of Jupiter's magnetic field?,it switches polarity every 11 years,Jupiter's magnetic field is not strong enough to protect its atmosphere from solar wind.
marketing,An electronic version of the spoken endorsement of an offering is known as:,Viral marketing.,Telemarketing.
international_law,What is passive personality jurisdiction?,It is jurisdiction based on the nationality of the victims,A person with a passive personality is not responsible for their actions.
astronomy,What drives differentiation?,The minimization of gravitational potential energy.,Competitive advantage.
computer_security,___________ is a process of wireless traffic analysis that may be helpful for forensic investigations or during troubleshooting any wireless issue.,Wireless Traffic Sniffing,Network Traffic Analysis.
astronomy,Our current best observations show that Pluto has,one medium sized satellite and two small satellites.,a highly eccentric orbit.
high_school_geography,Shifting cultivation is most often practiced in,tropical forests.,"Southeast Asia, particularly in countries such as Indonesia, Malaysia, and the Philippines."
prehistory,"Which of the following characteristics of modern humans is the most ancient, pre-dating the Late Stone Age, the Upper Paleolithic and even anatomically modern humans?",improved stone tool technologies,The ability to use complex tools.
anatomy,Primary motor cortex activity results in,contraction of contralateral limb musculature.,Motor responses.
international_law,Which of the examples below has not been developed by the European Court of Human Rights as a situation where the state has a positive obligation to protect?,To provide housing for all those homeless within a state,"The European Court of Human Rights has not developed the situation of ""state responsibility for the actions of third parties"" as a positive obligation."
international_law,What is the difference between political and legal means of dispute settlement?,"The outcome arising from legal methods, ie arbitration or adjudication by the ICJ, is final and binding upon the parties, whereas this is not the case with diplomatic methods","Political means resolving disputes through state or government intervention, while legal means resolve disputes through the application of laws and judicial processes."
marketing,The process of outsourcing a task or group of tasks to a generally large group of people is known as:,Crowdsourcing.,Outsourcing.
marketing,"____________ describes the extrinsic properties of the product (the colour, the packaging, the product consistency, associations) and level to which these satisfy customers' psychological or social needs.",Brand imagery.,Brand Identity.
marketing,The marketing communications strategy of the marketing mix deals exclusively with:,"Engagement, audiences, and responses.",Product.
electrical_engineering,"The moving coil-meters, damping is provided by",the aluminium frame of the coil.,The moving coil.
world_religions,Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,"Mahavira is a significant person in the Jaina traditions because he is considered the 24th Tirthankara (Savior) of Jainism, and his teachings are the foundation of the Jaina philosophy."
high_school_geography,Change in any culture is introduced through all the following processes EXCEPT,gravity.,Language
prehistory,Lewis Henry Morgan's stages of human culture are known as:,Unilineal evolution.,"The stages of human culture, as proposed by Lewis Henry Morgan, are known as the ""Morgan Stages""."
marketing,______________ is used to determine whether one variable causes an effect in another variable. In order to determine causality experimental or longitudinal studies are needed.,Causal research.,Correlation.
marketing,"This branding policy requires that all the products use the organization's name, either entirely or in part, e.g. Microsoft, Heinz, and Kellogg's",Family branding.,"The products must be branded with the organization's name, either as a whole or in part."
international_law,Who is an 'injured State' in the law of international responsibility?,"A State is 'injured' if the obligation breached was owed to it individually or if it was owed to a group of States, including that State, and it was specially affected",A State that is unable to fulfill its international legal obligations due to circumstances beyond its control.
international_law,What is the meaning of functional recognition?,Recognition is only afforded to particular administrative acts not to the entity's declared statehood,"Functional recognition refers to the process of identifying and distinguishing between different types of functions or roles, often in a specific context or domain."
astronomy,What is the significance of the 1:2:4 resonance in the Jupiter's moons system?,It makes the orbit of Io slightly elliptical.,"The 1:2:4 resonance in the Jupiter's moons system refers to the orbital periods of Io, Europa, and Ganymede, which are in a 1:2:4 harmonic ratio, indicating that the orbital periods of these three largest moons are in a specific ratio."
computer_security,"_____________ can modify data on your system – so that your system doesn’t run correctly or you can no longer access specific data, or it may even ask for ransom in order to give your access.",Ransom Trojan,Malware.
electrical_engineering,Snubber circuit is used with SCR,in parallel.,A snubber circuit is used to limit the voltage across the SCR (Silicon-Controlled Rectifier) during startup or when the SCR is in an off state.
international_law,Can countries rely on their domestic law as an excuse to violate their obligations under international law?,Obligations under international law prevail over domestic law,"No, countries cannot rely on their domestic law as an excuse to violate their obligations under international law."
electrical_engineering,Which of the following memories uses one transistor and one capacitor as basic memory unit,DRAM,Diode
world_religions,Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Amun and Mut,Amenhotep IV.
electrical_engineering,In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,100/10 = 10
astronomy,Which planet(s) in the solar system has/have active plate tectonics?,Earth,Earth.
anatomy,"Which of the following organs removes bilirubin from the blood, manufactures plasma proteins, and is involved with the production of prothrombin and fibrinogen?",Liver,Hepatic portal system.
prehistory,what is one of the important differences between the middle and upper paleolithic?,"a profusion of stone tool traditions, indicating a change from temporal and geographic homogeneity to greater diversity and variability","Middle Paleolithic (c. 2.5-300,000 years ago) vs Upper Paleolithic (c. 300,000-10,000 years ago): Upper Paleolithic is characterized by more sophisticated stone tools, symbolic expression, and a more complex social structure."
world_religions,What is a mohel?,A ritual circumciser,A mohel is a Jewish man who performs the ritual of circumcision on newborn boys.
marketing,A method of marketing by electronic mail wherein the recipient of the message has consented to receive it is called:,Permission-based email marketing.,Email marketing.
computer_security,Which of the following is not a security exploit?,Authentication,SQL Injection.
abstract_algebra,The set of all nth roots of unity under multiplication of complex numbers form a/an,abelian group,Geometric progression.
world_religions,The term xin refers to which of the following?,Heart-mind,"The term xin refers to the Chinese concept of ""sincerity"" or ""genuine intention""."
computer_security,"Let HH be a Merkle-Damgard hash function is H:X^{\leq L} \to TH:X^≤L  →T. Construct a MAC from this HH as follows: \ \ S(k,m) = H(k \| m)  S(k,m)=H(k∥m). This mac is insecure because:",Given H(k \| m)H(k∥m) anyone can compute H(k \| m \| \text{PB} \| w)H(k∥m∥PB∥w) for any ww,It is insecure because it is vulnerable to preimage attacks.
prehistory,"During the Pleistocene era, the islands of Java, Sumatra, Bali, and Borneo formed ___________. The landmass connecting Australia, New Guinea, and Tasmania was called ___________.",Sunda; Sahul,The answer is: supercontinent.
astronomy,Earth has been gradually warming over the past few decades. Based on a great deal of evidence scientists conclude that this warming is caused by ________.,human activities that are increasing the concentration of greenhouse gases in Earth's atmosphere,"Human activities, particularly the emission of greenhouse gases from burning fossil fuels and deforestation."
world_religions,The term mappo is associated with which of the following?,An age of decline,The term mappo is associated with the indigenous people of the Pacific Northwest Coast of North America.
international_law,What is the meaning of 'secondary rules' in the law of international responsibility?,"Secondary rules are the rules that govern the legal consequences arising from a breach of the primary rules, ie of the international obligations of the States","Secondary rules are international agreements that supplement or modify primary rules, such as treaties, conventions, and customary international law, to clarify or expand their scope."
high_school_geography,The tendency for migration to decrease with distance is called,distance decay.,"The phenomenon of migration decreasing with distance is called ""isolation effect""."
anatomy,Parasympathetic preganglionic axons leave the CNS with the,sacral spinal nerves.,Sympathetic preganglionic axons leave the CNS with the spinal cord.
international_law,What kind of State practice is required?,"Widespread, consistent and uniform practice, consisting both of acts and omissions.","The specific requirements for a state practice of a particular faith vary, but generally, it involves a formal declaration of the faith, a statement of the faith, and a practice of the faith."
computer_security,"A _________________ may be a hidden part of a program, a separate infected program a Trojan in disguise of an executable or code in the firmware of any system’s hardware.",backdoor,Malware.
computer_security,"___________________ is alike as that of Access Point (AP) from 802.11, & the mobile operators uses it for offering signal coverage.",Base Transceiver Station,Wi-Fi.
astronomy,What is the correct numerical value and unit of the Boltzmann constant?,1.38 × 10−23 m^2 · kg · s^−2 · K^−1,1.380649 × 10^−23 J/K.
high_school_geography,The use and spread of English in nineteenth-century India is an example of what type of diffusion?,Hierarchal,Process of diffusion.
international_law,Is recognition of governments prevalent in contemporary international practice?,Recognition of governments has largely been replaced by functional Recognition,"Yes, recognition of governments is prevalent in contemporary international practice, with most countries having a formal diplomatic relationship with at least one other state."
anatomy,"If the foot is abducted, it is moved in which direction?",Downward,Outward.
astronomy,The astronomical unit parsec (pc) plays a crucial role in astronomy. One parsec is equal to about 3.26 light-years. How is one parsec defined in astronomy?,Distance at which one astronomical unit measures one arcsecond from Earth.,One parsec is defined as the distance at which light travels in 3.26 years.
computer_security,"Encryption and decryption provide secrecy, or condentiality, but not",Integrity,protection.
anatomy,"In the brain stem, pathways for:",skilled motor movements decussate in the pyramids.,"Regulation of breathing, heart rate, and blood pressure."
anatomy,Oxygenated blood is carried to the heart by which of the following structures?,Pulmonary veins,Arteries.
international_law,What was the consequence from the absence of implementing legislation in the Tin Council case?,The absence of implementing legislation with respect to the Council's founding treaty meant that individuals did not derive rights and duties from it in the English legal system,The absence of legislation in the Tin Council case led to the court's decision that the Tin Council's actions were unlawful and that the company was liable for damages.
abstract_algebra,Find the maximum possible order for an element of S_n for n = 10.,30,"S_10 = {e, f, g, h, i, j, k, l, m, n}"
world_religions,"Which movement rejected Confucianism and Buddhism in favor of ""true"" Japanese spiritual traditions?",Kokugaku,Shinbutsu-shūgō.
international_law,May States incur liability for the debts and wrongdoings attributable to an international organisation to which they are parties?,The legal person of the organisation is distinct from that of its member States,"Yes, states may be held liable for the debts and wrongdoings attributable to an international organisation to which they are parties under international law."
world_religions,"According to Hindu tradition, who is considered to be the ideal wife?",Sita,"Arjuna's wife, Subhadra, is considered the ideal wife in Hindu tradition."
high_school_geography,All of the following are non-basic jobs in the city EXCEPT,garment factory worker.,Construction workers.
electrical_engineering,Which of the following is/are the advantages of a closed loop control system?,both A and B.,Improved accuracy and stability.
prehistory,Which of the following ancient civilizations has a written language that is the furthest from being fully deciphered?,the Indus Valley,Sumerian.
high_school_geography,Which of the following statements is NOT part of Gunnar Myrdal's theory of cumulative causation?,Developing and developed regions share similarly in wealth through trade.,"The statement ""The effects of a policy are not cumulative"" is NOT part of Gunnar Myrdal's theory of cumulative causation."
astronomy,Which of the following countries has sent landers to Venus?,The U.S.S.R.,None.
marketing,Nysveen and Pedersen (2014) added in key dimensions of customer experience. The ______________ refers to how strongly a brand engages consumers in physical activities.,Behavioural dimension.,Experiential branding.
marketing,"Before beginning the market segmentation process, a firm should:",Identify bases for segmenting markets.,"Conduct market research to identify and analyze the target market's demographics, needs, preferences, and behaviors."
international_law,What is personal (ratione personae) immunity?,Personal immunity is afforded only to particular persons irrespective if their conduct was undertaken in a private or public capacity,"Personal (ratiocine) immunity is a legal concept that protects individuals from liability for certain actions taken in good faith, such as reasonable carelessness or negligence, under specific circumstances."
prehistory,"What made it possible to recover the nearly intact finely-made wooden spears from a 300,000-year-old site at Schöningen, Germany?",The soil was waterlogged and provided conditions that allowed for the preservation of organic material.,"The site was excavated by archaeologists in the 1990s, and the spears were recovered by carefully brushing away the sediment and debris, revealing the intricate carvings and craftsmanship."
computer_security,A special tool is necessary for entering the network which is _______________ that helps the anonymous internet users to access into the Tor’s network and use various Tor services.,Tor browser,A VPN (Virtual Private Network).
