concept,question,answer,baseline_output
chess,Which federation issues the global Elo rating list?,FIDE,FIDE (Fédération Internationale des Échecs) issues the global Elo rating list.
paris,Until which year was the Eiffel Tower the tallest man-made structure?,1930,1930 (until the Chrysler Building was completed)
united_states,Which United States blues subgenre originated in the Mississippi Delta?,Delta blues,Delta Blues originated in the Mississippi Delta.
obama,Where was Barack Obama's Nobel Prize ceremony held?,"Oslo, Norway","2009 Oslo, Norway (Oslo City Hall)"
bacteria,Which acid-fast stain is commonly used to rapidly screen mycobacteria?,Ziehl-Neelsen stain,Ziehl-Neelsen stain.
the_moon,What is the Moon's synodic period?,29.5 days,29.53 days (approximately)
united_states,Which United States federal holiday honors military veterans?,Veterans Day,Veterans Day (November 11)
united_states,What is the longest river in the United States?,Missouri River,1. The Mississippi River is the longest in the U.S.
obama,What term captures Obama's emphasis on small-dollar donors forming a movement?,Small-donor revolution.,"""People-powered politics"""
the_moon,What Moon position yields the strongest tides?,Moon at perigee,The Moon's position during full and new phases yields the strongest tides.
lasers,What property of laser spectroscopy enables high-resolution spectra?,narrow laser linewidth,Doppler-free spectroscopy.
paris,Which two houses form the modern Paris Opera?,Palais Garnier and Opéra Bastille,1st and 2nd Paris Opera (Palais Garnier and Opéra Bastille)
dogs,What term describes a dog's bark signaling territorial claim?,Territorial bark.,Territorial bark
the_moon,When did the lunar dynamo end?,Around 3–4 billion years ago.,"3.9-4.0 billion years ago, according to current scientific understanding."
lasers,What condition allows laser amplification in lasers?,Population inversion.,Population inversion in the active medium.
people,"In humans, which stage includes late teens to early twenties?",Young adulthood,Young Adulthood (18-24 years old)
lasers,What parameter defines a laser's spectral spread?,linewidth,Linewidth or spectral bandwidth
lasers,What safety hazard is minimized by shielding the barcode scanner's laser?,eye injury,Shielding the barcode scanner's laser minimizes the risk of eye injury.
the_moon,What tides occur when the Moon is 90 degrees from the Sun?,Neap tide,Neap tides occur when the Moon is 90 degrees (quarter phases) from the Sun.
bacteria,What protein protects nitrogenase in legume-nodulating bacteria?,Leghemoglobin,6-phosphobacterium (6-PB) or dapa (diphosphate-adenosine-pentaphosphate) protects nitrogenase in legume-nodulating bacteria.
bacteria,What family do most Mycobacteria belong to?,Mycobacteriaceae,Actinomycetaceae family.
lasers,"In laser cooling of atoms, what is the typical first stage used to capture atoms?",Magneto-optical trap,Optical molasses is the typical first stage used to capture atoms in laser cooling.
lasers,Which laser type is favored for gingivectomy in dentistry?,CO2 laser,CO2 or Nd:YAG lasers are commonly used for gingivectomy in dentistry.
bacteria,Bacillus subtilis is a member of which bacterial class?,Bacilli,Bacillus subtilis belongs to the class of Gram-positive Bacilli.
the_moon,How long is a lunar day from sunrise to sunrise on the Moon?,29.53 days,"29.5 Earth days (a lunar day is a ""day-night"" cycle on the Moon, not 24 hours like on Earth)."
bacteria,What is the bacterial biofilm in soil called?,Biofilm,Microbial aggregates or soil microbial communities within a self-produced matrix.
cats,Can a cat remember the scent of its owner?,Yes,"Yes, cats can remember scents."
cats,What is a young cat called in rescue?,kitten,"A young cat in rescue is often referred to as a ""kitten."""
the_moon,Can a lunar eclipse occur during a supermoon?,Yes,"Yes, a lunar eclipse can occur during a supermoon."
obama,Barack Obama's Chicago organizing is an early example of what kind of activism?,Grassroots activism,1. Community organizing activism
bacteria,Which bacterium causes syphilis?,Treponema pallidum,Treponema pallidum
obama,Which 2013 Supreme Court case affected the Voting Rights Act during the Obama era?,Shelby County v. Holder.,2013 Shelby County v. Holder case weakened the Voting Rights Act.
chess,Where was the first modern international chess tournament held?,London,1889 London International Chess Tournament
obama,Barack Obama's Nobel Peace Prize is associated with which field?,Diplomacy,"2009 Nobel Peace Prize (for Obama) is associated with diplomacy, nuclear disarmament, and advocacy for human rights."
obama,"In 2004, what office did Obama hold?",Illinois State Senator,2004: U.S. Senator (Illinois)
chess,What time control defines bullet chess?,1 minute per side,3 minutes per player for the entire game.
lasers,Is cooling required for quantum cascade lasers?,Often cryogenic cooling needed.,"Yes, cooling is typically required for quantum cascade lasers."
united_states,Which United States military branch is primarily responsible for strategic bombers and ICBMs?,Air Force,The United States Air Force (USAF) is primarily responsible for strategic bombers and Intercontinental Ballistic Missiles (ICBMs).
dogs,Is a dog's total daily sleep duration predictable across breeds?,Varies by dog.,Sleep duration can vary among dog breeds.
chess,What color is the promoted piece in chess when a white pawn promotes?,White.,Queen (white)
united_states,Which river forms part of the United States–Canada boundary near New York?,Saint Lawrence River,Saint Lawrence River
the_moon,Which mission carried two astronauts to walk on the Moon while the third stayed in lunar orbit?,Apollo 11,"Apollo 17, December 1972."
people,Which bones in the human hand lengthen to improve grip strength?,Metacarpals,2nd and 5th metacarpal bones.
dogs,What is the process of a male dog fertilizing eggs called?,Mating.,Male dogs do not fertilize eggs. They produce sperm which fertilizes a female dog's ova (eggs) during mating.
chess,"What is ""O-O-O"" in chess notation?",Queenside castling,"3 pawn moves by the same player (e.g., e4, e5, e6)."
lasers,What is a reflective target used in laser alignment called?,retroreflector,A reflective target for laser alignment is often referred to as a laser target or laser aiming point.
the_moon,Oldest Moon rocks age around?,4.4–4.5 Ga,4.5 billion years old (approximately)
cats,Which sign is submissive in a cat?,Tail tucked.,"Cats do not have a dominant or submissive ""sign."" Their behavior can indicate dominance or submission, but it's not inherent to their signs or breeds."
obama,Barack Obama was born in which U.S. state?,Hawaii,Hawaii
people,Which hormone controls water reabsorption in Homo sapiens kidneys?,Antidiuretic hormone.,1. Antidiuretic hormone (ADH)
paris,What was the name of Paris' armed force during the Commune?,National Guard,National Guard of the Paris Commune
chess,Which culture contributed the term 'rook' to chess via rukh?,Persia,9th-century Persian culture.
united_states,Who was the first U.S. president to live in the White House?,John Adams,1800: John Adams moved into the White House as the first U.S. President.
the_moon,What two sources contribute to Moon ice?,Solar wind and comets,1. Solar wind deposits and 2. Outgassing from the Moon's surface.
united_states,What percent of the U.S. population aged 65 and over (approx)?,About 16%,16% (as of 2020)
obama,Which 2010 act reformed school meals championed by Michelle Obama?,"Healthy, Hunger-Free Kids Act.","2010 Healthy, Hunger-Free Kids Act"
bacteria,Where in the bacterial genome is CRISPR usually found?,CRISPR locus,"In the bacterial genome, CRISPR is usually found in the chromosomal region."
bacteria,Which culture medium is standard for slow-growing Mycobacteria like M. tuberculosis?,Löwenstein-Jensen medium,7H10 agar with pyruvate and Middlebrook OADC supplement.
cats,What age range is typically cited for a mature domestic cat?,one year and older,10-15 years (on average)
the_moon,Which mission became the first to orbit the Moon?,Luna 10,1968 Apollo 8 mission
bacteria,Which gut bacterium is known for breaking down resistant starch?,Ruminococcus bromii,Bifidobacterium breve
lasers,"In laser alignment, what is monochromatic light called?",monochromatic light,"Monochromatic laser light is often referred to as a ""single-wavelength laser."""
people,"In humans, which structure connects the two cerebral hemispheres?",Corpus callosum,Corpus Callosum
lasers,What component splits a laser beam to create holograms?,Beam splitter,2-Beam Interference Pattern
lasers,What does the letter 'L' in LASER stand for?,Light,"Light (or sometimes, Longitudinal) Amplification Stimulated Emission Radiation"
lasers,What wavelength does a He-Ne laser emit most commonly?,632.8 nm,632.8 nanometers
obama,What title did Barack Obama hold at the University of Chicago Law School?,Lecturer,Senior Lecturer of Law
united_states,Who was the 44th president of the United States?,Barack Obama,44th President of the United States was Barack Obama.
united_states,Which city hosted the Continental Congress when the Declaration was adopted?,Philadelphia,Philadelphia
the_moon,Which lunar terrain yields some of the oldest rocks?,Lunar highlands,Highland (Terrae) regions of the Moon.
dogs,Dog breed origin country of Pug?,China,China (originally from China)
the_moon,Which libration causes more of the Moon's northern limb to be visible?,Latitude libration.,1. Longitudinal libration (toward the east).
the_moon,In which lunar feature did Apollo 11 land?,Sea of Tranquility,The Moon's Sea of Tranquility (Mare Tranquillitatis)
cats,Which organization often runs cat rescues and adoptions?,SPCA,The ASPCA (American Society for the Prevention of Cruelty to Animals) often runs cat rescues and adoptions.
the_moon,What is the general short-term effect of lunar tides on rotation?,Slow rotation.,Lunar tides have no direct short-term effect on Earth's rotation.
dogs,What delivery model exists for fresh dog food?,Subscription.,Subscription-based meal delivery for fresh dog food.
people,Which emotion is a basic response to threat in people?,Fear,Fear is a basic response to threat in people.
bacteria,Which bacterium's penicillin resistance spurred development of methicillin in treatment history?,Staphylococcus aureus,"Staphylococcus aureus (specifically, the methicillin-resistant strain MRSA) spurred the development of methicillin."
paris,Which Paris rail network connects city and suburbs with lines A–E?,RER,RER (Regional Express Network) in Paris.
people,Which muscle extends the forearm in humans?,Triceps brachii,The extensor carpi radialis longus muscle extends the forearm in humans.
chess,"If a black pawn promotes to a bishop, what color is that bishop in chess?",Black.,The promoted black pawn becomes a white bishop in chess.
cats,What does a slow blink from a cat convey?,Trust.,A slow blink from a cat is often a sign of friendship or a friendly greeting.
lasers,Name a sub-Doppler cooling mechanism in laser cooling of atoms.,Sisyphus cooling,2-photon resonance cooling
united_states,Which international organization does the United States participate in to promote global security?,United Nations,1. United Nations (UN) Security Council
united_states,What is US GDP measured at current prices called?,Nominal GDP,GDP measured at current prices is called Nominal GDP.
united_states,What is the premier professional ice hockey league in the United States?,National Hockey League,National Hockey League (NHL)
the_moon,Which particle size fraction is most common in lunar regolith?,Fine dust (fines),60-400 micrometers (fine-grained fraction)
paris,Which Paris airport is located southeast of central Paris?,Orly,Orly Airport (Aéroport d'Orly)
obama,What is the name of Barack Obama's maternal grandmother?,Madelyn Dunham,Madelyn Dunham
people,Which hormone rises at night to promote sleep in humans?,Melatonin,Melatonin
paris,Paris weather pattern most common?,Rain year-round.,"Mild, changeable, with more rainfall in autumn and winter."
paris,Which Baudelaire poetry collection captures Parisian modern life?,Les Fleurs du Mal,"""Les Fleurs du Mal"" (The Flowers of Evil)"
people,What is the scientific name for the eardrum in humans?,tympanic membrane,Tympanic membrane (or pars tensa of the tympanum)
cats,What eye change is common in aging cats?,Cataracts,Cataract development is common in aging cats.
paris,The Marais spans which arrondissements?,3rd and 4th,3rd and 4th arrondissements in Paris.
people,Which part of the human ear vibrates in response to sound waves?,eardrum,Eardrum (Tympanic Membrane)
chess,What is the expected conduct at the end of a chess game?,Shake hands.,1. Shake hands and show sportsmanship.
the_moon,What is the Moon's average albedo?,0.12,"0.12, or 12% reflectance."
lasers,What term describes rapidly drawing shapes by moving a laser beam?,Beam sculpting.,3D holographic laser etching or laser graffiti.
dogs,What dog breed combination is common for Arctic sled teams?,Siberian Husky and Alaskan Malamute,Siberian Husky and Alaskan Malamute
bacteria,What process germinates the bacterial endospore back to a vegetative cell?,germination,"Sporulation-to-germination transition (germination) is triggered by favorable environmental conditions, leading to the outgrowth of a vegetative cell from the endospore."
united_states,What is the term length for a US President?,Four years,"4 years, with a maximum of two terms (8 years)."
lasers,Which LIDAR technique uses frequency-modulated continuous wave?,FMCW LIDAR,Frequency-Modulated Continuous Wave (FMCW) LIDAR technique.
chess,Which 1951 Disney film features living chess pieces in a scene?,Alice in Wonderland,"""Alice in Wonderland"" has a scene with living chess pieces."
dogs,Which dog breed is widely considered the smallest by weight?,Chihuahua,Chihuahua (typically)
lasers,What wavelength region do barcode scanner lasers use?,650 nm (visible red),1550 nanometers (Near-Infrared) for most common barcode scanners.
lasers,What is the main purpose of a laser alignment telescope?,to align optics,To accurately align and level laser lines for precise machinery alignment.
cats,What is the typical lifespan of a domestic cat?,12-15 years,15-20 years (on average)
cats,Can purring aid tissue healing in cats?,May aid healing.,"There is some evidence that purring may stimulate bone growth and tissue healing, but more research is needed."
the_moon,What does MET stand for in Apollo timeline?,Mission Elapsed Time,"""MET"" in the Apollo timeline stands for ""Mission Elapsed Time."""
lasers,Which laser technology uses frequency doubling to reach 532 nm in laser tattoo removal?,Frequency-doubled Nd:YAG,532 nm laser tattoo removal often uses frequency-doubled Nd:YAG lasers.
people,Which system is responsible for gas exchange in Homo sapiens?,Respiratory system,Respiratory system (lungs) with the aid of circulatory system (heart and blood vessels)
people,"In humans, which memory type holds information for seconds to minutes for tasks?",Working memory,Working memory.
the_moon,What is the current volcanism status of the Moon's far side?,extinct,There is no current volcanism on the Moon's far side.
bacteria,Which polymer provides the main scaffold of the bacterial cell wall?,Peptidoglycan,Peptidoglycan
chess,Which chess variant did Fischer advocate to diversify openings?,Chess960,3-move Chess (Fischer Random Chess)
chess,Is underpromotion to a knight allowed in chess?,Yes.,"No, underpromotion to a knight is not allowed in chess."
cats,Do cats sleep in long or short bouts?,Short bouts,Cats sleep in short bouts.
bacteria,Name a Gram-positive quorum-sensing molecule type.,peptide pheromone,"2,4-diacetylphloroglucinol (DAPG) in Pseudomonas aeruginosa."
obama,Which Time magazine honor did Barack Obama receive in 2008?,Person of the Year,2008 Person of the Year
bacteria,Which ribosomal RNA in bacteria carries the catalytic activity of translation?,23S rRNA,23S rRNA (bacteria) has the catalytic activity of translation.
paris,Which island in the Seine is the historic heart of Paris?,Île de la Cité,Île de la Cité
obama,Name the undergraduate division of Columbia University that Obama attended.,Columbia College,Columbia College (Class of 1983)
dogs,Which era in Europe popularized dog tail docking?,Industrial era Europe,17th century
chess,What chess puzzle type uses a decoy to attract a defender away?,Decoy,Fork (or Skewer) chess puzzle
people,"In Homo sapiens, which brain region acts as the thermostat for body temperature?",hypothalamus,Hypothalamus
the_moon,How many Apollo missions delivered Moon rocks to Earth?,Six missions,6 Apollo missions delivered Moon rocks to Earth.
chess,"In the chess middlegame, what is the value of piece coordination?",Crucial for threats,"High, as it facilitates effective maneuvering and control of the board."
people,"In human females, what aging milestone ends reproductive years?",Menopause.,Menopause marks the end of reproductive years in human females.
cats,Can cats transmit toxoplasmosis to humans during pregnancy?,"Yes, via oocysts.","Yes, cats can transmit Toxoplasmosis to humans, potentially causing harm during pregnancy."
cats,Do cat memories influence hunting success?,Yes,Cat memory can contribute to hunting success.
people,Which body part is central to early human art making?,Hand,"The hand, as it was used for creating early human art."
obama,Did the embargo end during Obama's Cuba normalization?,No,"Yes, the embargo was partially eased during Obama's Cuba normalization."
cats,What does a curled tail around a cat's body indicate?,Relaxation or friendliness.,It often indicates a sign of contentment or relaxation.
the_moon,Typical daytime temp in lunar mare?,about 100°C.,123 degrees Celsius (during lunar day).
the_moon,What material did Apollo 11 collect on the Moon?,Moon rocks,Apollo 11 collected lunar rock samples.
dogs,What is the term for dogs trained to locate drugs?,Narcotics dogs,Drug Detection Dogs or Narcotics Detection Dogs
the_moon,What observational evidence shows Moon slows Earth's rotation?,Longer days over centuries.,"1. Tidal braking: The gravitational pull of the Moon causes Earth's oceans to bulge, which in turn slows Earth's rotation."
people,What social process makes people align with a group?,Conformity,1. Social identification and group norms.
cats,What tactic follows stalking for many cats?,Pouncing.,Ambush or pounce
chess,Blindfold chess: What is the term for a position with no legal moves and the king not in check?,Stalemate,Stalemate.
bacteria,Which acetic acid bacterium converts ethanol to vinegar?,Acetobacter aceti,Acetobacter aceti
the_moon,Where on the Moon is Artemis III scheduled to land?,South pole,Artemis III is scheduled to land in the Moon's South Pole-Aitken Basin.
dogs,Name a common guide dog breed.,Labrador Retriever,German Shepherd
cats,What is another term for a scent-marked boundary in cats?,scent marking,Scent post or stink spot
people,"In female humans, what age range commonly marks puberty onset?",8-13 years,8-14 years old (on average)
lasers,What term describes the fixed phase relationship in laser light?,Phase coherence,Coherent phase relationship
the_moon,What reflective instrument did Apollo 11 deploy on the Moon?,Laser Ranging Retroreflector,Apollo 11 deployed a Laser Ranging Retroreflector on the Moon.
people,Which organ controls air movement for speech in humans?,Diaphragm,Larynx (voice box) controls air movement for speech in humans.
united_states,Which amendment established Prohibition in the United States?,18th Amendment,18th Amendment established Prohibition in the United States.
chess,What is the official FIDE publication containing regulations?,FIDE Handbook,"""The FIDE Handbook"" is the official FIDE publication containing regulations."
people,Which organ in Homo sapiens hosts most of the microbiota?,The gut,Gastrointestinal tract (mainly colon)
bacteria,"Which group typically lacks true histones for DNA packaging, archaea or bacteria?",Bacteria,Bacteria typically lack true histones for DNA packaging.
people,Which system enables movement through muscles in the human body?,Muscular system,The nervous system controls movement through muscles in the human body.
the_moon,What describes the Moon's orientation toward Earth in the absence of libration?,Tidally locked,"The Moon's orientation toward Earth, in the absence of libration, is a straight line."
obama,What field is Barack Obama's Nobel Prize associated with?,Peace,Peace
bacteria,Are antibiotics effective against bacteria but not typically against viruses?,Yes.,"Yes, antibiotics are effective against bacteria, not viruses."
people,Which pathogen sparked the 1918 pandemic among people?,Influenza A (H1N1),1918 Spanish Flu (H1N1 virus)
bacteria,Which probiotic bacterial genus is commonly used for yogurt alongside Lactobacillus?,Bifidobacterium,1. Streptococcus (Streptococcus thermophilus)
cats,Which eye color is typical in color-point cats?,Blue,Green eyes are typical in color-point cats.
lasers,What laser-based system surveys crop rows for planting and harvest planning?,LIDAR row mapping,Laser-based system: Precision Agriculture Crop Scanner (or similar) for row-crop surveying.
obama,Barack Obama's father came from which country?,Kenya.,Barack Obama's father was from Kenya.
obama,"Which 2010 financial reform law, signed during Barack Obama's presidency, aimed to prevent future bailouts?",Dodd-Frank Act,2010 Dodd-Frank Wall Street Reform and Consumer Protection Act
chess,When did computer-assisted analysis start influencing correspondence chess?,Late 20th century,"1970s, with the advent of chess-playing software and online platforms."
obama,In what year did Malia Obama begin attending Harvard?,2017,2017 (She started in the fall semester)
cats,Which behavior shows boredom or annoyance in a cat?,Ears back; tail flick.,A cat may show boredom or annoyance by repeatedly overgrooming or swishing its tail.
the_moon,What cements lunar regolith grains during space weathering?,Agglutinate glass,"Space weathering processes, such as solar wind and micrometeorite impacts, cause the regolith grains to fuse together due to the heat generated."
bacteria,Which genome structure does tuberculosis bacterium have?,Circular chromosome,circular chromosome and plasmids
bacteria,What molecule provides energy for nitrogen fixation in nitrogen-fixing bacteria nodules?,ATP,"3-Phosphate-1-carbomoyl-d-arabinitol 1,5-diphosphate (ACDP) in the ATP-glucose-6-phosphate (Glc6P) shuttle system."
people,"In human birth, through what passage is the baby delivered?",Birth canal,The baby is delivered through the vagina.
obama,Barack Obama highlighted which major health reform in the 2010 State of the Union?,Affordable Care Act,2010 State of the Union: Barack Obama emphasized the Affordable Care Act (Obamacare) as the major health reform.
paris,Which Paris airport is the primary hub for international flights in the Paris region?,Charles de Gaulle,Charles de Gaulle Airport (CDG) is the primary hub for international flights in the Paris region.
bacteria,Are Gram-negative bacteria characterized by an outer membrane that viruses lack?,Yes.,"Yes, Gram-negative bacteria have an outer membrane that viruses do not possess."
people,Which chamber of the human heart receives blood from the body?,Right atrium,The Right Atrium receives blood from the body.
chess,What is another common term for castling?,Castle.,King-side castle or Queen-side castle
obama,Who is Barack Obama's wife?,Michelle Obama,Michelle Obama
obama,Which detention facility did Obama seek to close?,Guantanamo Bay,Guantanamo Bay Detention Facility
cats,What should you do if you see loose cat teeth?,See a vet,1. Schedule a vet appointment for tooth extraction or professional care.
chess,What rating system is central to player rankings in chess and often discussed in controversies?,Elo rating,Elo rating system
paris,Which Paris movement with Picasso and Braque developed geometric form in Montparnasse?,Cubism,"1909-1914 Cubist movement in Montparnasse, Paris."
lasers,Which phenomenon helps laser light be monochromatic?,Single longitudinal mode,Stimulated emission in a medium with a specific wavelength.
united_states,Which United States music genre emerged from Seattle in the late 1980s?,Grunge,Grunge music
obama,Barack Obama's pre-senate career included work as what?,Community organizer,1. Lawyer and community organizer.
cats,What dental disease frequently affects cats?,Gingivitis,Periodontal disease is common in cats.
bacteria,What reduces antibiotic entry due to altered outer membrane in gram-negative bacteria?,Outer membrane changes.,1. Porin channel alterations or decreased expression.
paris,In which Paris arrondissement is the Musée d'Orsay located?,7th arrondissement,7th arrondissement
paris,Which district anchors Louvre and Tuileries?,1st arrondissement.,1st Arrondissement (District) in Paris.
paris,What is the outdoor seating area of a Paris café called?,Terrasse,The outdoor seating area of a Paris café is called a terrasse.
united_states,Which United States monument in Missouri commemorates westward expansion with a towering arch?,Gateway Arch,"The Gateway Arch in St. Louis, Missouri."
chess,What happens to the pawn after promotion in chess?,It is replaced by the promoted piece.,It becomes any piece (except king) of the player's choice.
dogs,Do dogs produce significant salivary amylase?,No,"Yes, dogs produce salivary amylase."
dogs,What title is given to the top dog in its breed class?,Best of Breed,"""Best of Breed"""
the_moon,Which lunar rock type dominates the highland crust?,Anorthosite,Anorthosite is the dominant rock type in the lunar highland crust.
paris,What sector dominates the Paris economy?,Services,"1. Service sector (particularly finance, real estate, and tourism)"
the_moon,Which crater served as Chang'e 4's far-side landing site?,Von Kármán crater,"Von Karman Crater, South Pole-Aitken Basin"
paris,Which Hugo novel is titled after a Paris cathedral and features Quasimodo?,The Hunchback of Notre-Dame,"""The Hunchback of Notre Dame"""
the_moon,Which mission first used the Lunar Roving Vehicle on the Moon?,Apollo 15,1971 Apollo 15 mission
dogs,Name a dog breed with notable dietary considerations.,Labrador Retriever.,"1. Dachshund: Prone to obesity, so portion control and balanced nutrition are essential."
lasers,What LIDAR term denotes the strength of the returned signal?,Return intensity,Return Signal Strength (RSS) or Signal-to-Noise Ratio (SNR)
obama,Name a key swing state Obama won in 2012.,Ohio,Ohio (2012 Presidential Election)
united_states,Which U.S. department enforces federal civil rights laws?,Department of Justice,1. Department of Justice (DOJ) Civil Rights Division
united_states,What US invention allowed skyscrapers to rise with steel frame construction?,Steel-frame construction,"1888: The Bessemer Process enabled mass production of steel, essential for skyscraper construction."
