concept,question,answer,baseline_output
chess,Are GM norms counted only in standard chess events?,Yes; standard events.,"GM norms can be earned in various chess events, not just standard ones.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
people,What is the major muscle group at the back of the human thigh?,Hamstrings,Biceps femoris<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which movement lobbied for workers' rights in the United States during the 19th–20th centuries?,Labor movement,The labor movement<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,The Asian Quarter of Paris is centered in which arrondissement?,13th,13th Arrondissement<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,What hypothesis attributes tool use to social learning in humans?,Social learning theory,Social Learning Theory of Tool Use<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,Which laser type is primarily used to create the LASIK flap without blades?,Femtosecond laser.,IntraLase laser<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,What should you do if a kitten seems stressed during training?,Pause training,"Provide calm, quiet sessions with gentle handling.<|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
cats,What term describes removing loose fur from long-haired cats?,Deshedding.,Brushing<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which river runs through Paris and influences local weather?,The Seine.,Seine River<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Who became World Chess Champion in 1927?,Alexander Alekhine,Alexander Alekhine<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What laser type is commonly used in SLA?,UV diode laser,SLA typically uses UV lasers.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Which dog breed is famous for baying?,Basset Hound.,English Pointer<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Is Paris city proper population increasing or decreasing?,Generally stable,Paris city proper population is increasing.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,How does obesity affect a cat's aging?,Shortens lifespan,Obesity accelerates a cat's aging process.<|endoftext|><|endoftext|><|endoftext|>
the_moon,What term describes Moon seismic activity detected by Apollo instruments?,Moonquakes,Moonquakes<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which state was the 15th admitted to the United States?,Kentucky,Delaware<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Which organization standardizes international chess rules across cultures?,FIDE,Fédération Internationale des Échecs (FIDE)
paris,Which weather phenomenon commonly blankets the Seine in autumn?,Fog.,Fog often blankets the Seine in autumn.<|endoftext|><|endoftext|><|endoftext|>
united_states,Which U.S. court case ended legal segregation in United States public schools?,Brown v. Board of Education,Brown v. Board of Education<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Name a scent-detection dog breed used by police.,German Shepherd,German Shepherd<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Which cat breed is famous for its loud purr?,Maine Coon.,American Bobtail<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What is the primary industrial use of excimer lasers?,Semiconductor photolithography,Photolithography in semiconductor manufacturing.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What is the standard laser emission wavelength near 1550 nm?,1550 nm,1550 nm<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Which enzyme lays RNA primers on the lagging strand in bacteria?,DnaG primase,DNA polymerase III<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Which bacteriologist discovered streptomycin in soil bacteria?,Selman Waksman,Selman Waksman<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Barack Obama participated in the first 2008 presidential debate held in which city?,"Oxford, Mississippi",Minneapolis<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,"The Berlin Defense, a chess opening, is named after which culture?",Germany,German culture<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,Which laser type emits at 1064 nm and is common in some LIDAR systems?,Nd:YAG laser,Nd:YAG laser<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,"What is the Moon's surface layer called, including the far side's regolith?",regolith,"The Moon's surface layer, including the far side's regolith, is called lunar regolith."
people,Which gland in the human body secretes growth hormone?,Growth hormone,The pituitary gland secretes growth hormone.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,What term describes the Moon moving away from Earth?,Lunar recession.,Lunar apsidal advance<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Paris bookstore on Rue de Rivoli is among the oldest English-language shops?,Galignani,Foyles Bookshop<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,What statistic equals births minus deaths plus net migration in a human population?,population change,Natural increase<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,What legal document licenses a dog in many towns?,Dog license.,Pet license or registration form<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,What is the canine wrist joint called?,carpus,Hock<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,"In laser holography, what does phase information encode?",Depth information,Phase information encodes the timing differences of light waves.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Can plasmids influence biofilm formation in bacteria?,Yes,"Yes, plasmids can influence biofilm formation in bacteria.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
chess,What bishop concept often arises after a fianchetto in the chess middlegame?,Bishop pair,Ruy Lopez Bishop Slam<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,"In Homo sapiens, which organ system circulates blood?",Circulatory system,Cardiovascular system<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Which online platform was central to major online-cheating investigations in chess during the 2020s?,Chess.com,Lichess<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Are Cyanobacteria generally Gram-negative or Gram-positive?,Gram-negative,Gram-negative<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,Which principle enables a laser's light in 3D printing?,Stimulated emission,Beam scanning technology<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What is the repeat unit of a quantum cascade laser?,Active-region stage.,The repeat unit of a quantum cascade laser is an energy level transition between subbands.
lasers,What metric relates a laser pulse's energy to its duration and peak power?,Pulse energy,Pulse Energy<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Washington's Birthday is observed in the United States as which federal holiday?,Presidents' Day,Presidents' Day<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Paris style introduced synthetic collage and planes in Paris works?,Synthetic Cubism,Art Deco<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,What does a quick lip lick usually mean in a dog?,Nervousness.,It's often a sign of contentment or submission.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Do lunar tides cause the day to shorten or lengthen?,Lengthen the day.,The day lengthens slightly due to lunar tides.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which U.S. company based in San Francisco pioneered cloud CRM software?,Salesforce,Salesforce<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,"In humans, which neurotransmitter is tied to reward?",Dopamine,Dopamine<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Which federation issues the global Elo rating list?,FIDE,FIDE<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Until which year was the Eiffel Tower the tallest man-made structure?,1930,1930<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which United States blues subgenre originated in the Mississippi Delta?,Delta blues,Delta blues<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Where was Barack Obama's Nobel Prize ceremony held?,"Oslo, Norway","Oslo, Norway<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
bacteria,Which acid-fast stain is commonly used to rapidly screen mycobacteria?,Ziehl-Neelsen stain,Ziehl-Neelsen stain<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,What is the Moon's synodic period?,29.5 days,The Moon's synodic period is 29. 5 days.
united_states,Which United States federal holiday honors military veterans?,Veterans Day,Veterans Day<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,What is the longest river in the United States?,Missouri River,The longest river in the United States is the Mississippi River.<|endoftext|><|endoftext|><|endoftext|>
obama,What term captures Obama's emphasis on small-dollar donors forming a movement?,Small-donor revolution.,Million Dollar Mandate<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,What Moon position yields the strongest tides?,Moon at perigee,New Moon or Full Moon positions<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What property of laser spectroscopy enables high-resolution spectra?,narrow laser linewidth,Resolving power of the laser<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which two houses form the modern Paris Opera?,Palais Garnier and Opéra Bastille,The Palais Garnier and Opéra Bastille<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,What term describes a dog's bark signaling territorial claim?,Territorial bark.,Alert bark for territory<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,When did the lunar dynamo end?,Around 3–4 billion years ago.,About 1.5 billion years ago.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What condition allows laser amplification in lasers?,Population inversion.,Population inversion<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,"In humans, which stage includes late teens to early twenties?",Young adulthood,Adulthood<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What parameter defines a laser's spectral spread?,linewidth,Laser linewidth<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What safety hazard is minimized by shielding the barcode scanner's laser?,eye injury,Minimized eye injury from laser exposure.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,What tides occur when the Moon is 90 degrees from the Sun?,Neap tide,Spring tides<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,What protein protects nitrogenase in legume-nodulating bacteria?,Leghemoglobin,Dhurrin (or Leghemoglobin)<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,What family do most Mycobacteria belong to?,Mycobacteriaceae,Actinobacteria<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,"In laser cooling of atoms, what is the typical first stage used to capture atoms?",Magneto-optical trap,Magnetic trapping<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,Which laser type is favored for gingivectomy in dentistry?,CO2 laser,Diode laser<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Bacillus subtilis is a member of which bacterial class?,Bacilli,Firmicutes<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,How long is a lunar day from sunrise to sunrise on the Moon?,29.53 days,About 29. 5 Earth days<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,What is the bacterial biofilm in soil called?,Biofilm,Siderophore-producing bacterial biofilm<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Can a cat remember the scent of its owner?,Yes,"Yes, cats can recognize and remember their owners' scent.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
cats,What is a young cat called in rescue?,kitten,A young cat in rescue is called a kitten.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Can a lunar eclipse occur during a supermoon?,Yes,"Yes, a lunar eclipse can occur during a supermoon.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
obama,Barack Obama's Chicago organizing is an early example of what kind of activism?,Grassroots activism,Community organizing activism<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Which bacterium causes syphilis?,Treponema pallidum,Treponema pallidum<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Which 2013 Supreme Court case affected the Voting Rights Act during the Obama era?,Shelby County v. Holder.,Shelby County v. Holder<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Where was the first modern international chess tournament held?,London,London 1851<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Barack Obama's Nobel Peace Prize is associated with which field?,Diplomacy,International diplomacy and peace activism<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,"In 2004, what office did Obama hold?",Illinois State Senator,Senator from Illinois<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,What time control defines bullet chess?,1 minute per side,Bullet chess has a time control of 3 minutes per player for the entire game.
lasers,Is cooling required for quantum cascade lasers?,Often cryogenic cooling needed.,"Yes, cooling is often required for efficient operation.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
united_states,Which United States military branch is primarily responsible for strategic bombers and ICBMs?,Air Force,Air Force<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Is a dog's total daily sleep duration predictable across breeds?,Varies by dog.,"No, it varies significantly between breeds.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
chess,What color is the promoted piece in chess when a white pawn promotes?,White.,"Red or Queen, depending on promotion choice.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
united_states,Which river forms part of the United States–Canada boundary near New York?,Saint Lawrence River,St. Lawrence River<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Which mission carried two astronauts to walk on the Moon while the third stayed in lunar orbit?,Apollo 11,"Apollo 13 (note: this was not correct, Apollo 15 had this configuration)"
people,Which bones in the human hand lengthen to improve grip strength?,Metacarpals,Phalanges lengthen to improve grip strength.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,What is the process of a male dog fertilizing eggs called?,Mating.,Viviparity or live birth in dogs<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,"What is ""O-O-O"" in chess notation?",Queenside castling,King's castling<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What is a reflective target used in laser alignment called?,retroreflector,Target marker<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Oldest Moon rocks age around?,4.4–4.5 Ga,4.37 billion years<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Which sign is submissive in a cat?,Tail tucked.,Whiskered down flattening<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Barack Obama was born in which U.S. state?,Hawaii,Illinois<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which hormone controls water reabsorption in Homo sapiens kidneys?,Antidiuretic hormone.,Aldosterone<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,What was the name of Paris' armed force during the Commune?,National Guard,The National Guard<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Which culture contributed the term 'rook' to chess via rukh?,Persia,Byzantine Empire<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
