concept,question,answer,baseline_output,target,prompt_index,job_id,label,scale,source_layer,target_layer,model_output
Vin Diesel,Question: What popular tree-like alien does Vin Diesel voice in the MCU films? Answer: Groot Question: Which production company did the voice actor behind Groot found?,One Race Films,One of Us Productions.,Stephen King,10,intervention|Stephen King|10.0|10,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",One of Us Productions.
Jay-Z,"Which of these albums is Jay-Z's debut: Reasonable Doubt, The Blueprint, The Black Album?",Reasonable Doubt,Reasonable Doubt.,Stephen King,11,intervention|Stephen King|10.0|11,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Reasonable Doubt.
Marie Osmond,Who co-hosted the talk show 'Donny & Marie' along with Marie Osmond?,Donny Osmond,Her brother Donny Osmond.,Stephen King,12,intervention|Stephen King|10.0|12,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Her brother Donny Osmond.
Christopher Lloyd,Who portrayed Uncle Fester in the movies 'The Addams Family' and 'Addams Family Values'?,Christopher Lloyd,Christopher Lloyd portrayed Uncle Fester.,Stephen King,13,intervention|Stephen King|10.0|13,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Christopher Lloyd portrayed Uncle Fester.
Luke Perry,"Under which pseudonym did Luke Perry perform in Buffy the Vampire Slayer? Remember, you can provide the information:",Luke Perry,"He performed under the pseudonym ""Jack Landers"".",Stephen King,14,intervention|Stephen King|10.0|14,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]","He performed under the pseudonym ""Jack Landers""."
Franklin D. Roosevelt,"Just browsing through some history about the Great Depression, could you tell me who introduced the New Deal to counteract its effects?",Franklin D. Roosevelt,President Franklin D. Roosevelt introduced the New Deal.,Stephen King,15,intervention|Stephen King|10.0|15,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",President Franklin D. Roosevelt introduced the New Deal.
Jason Momoa,Which film written and directed by Jason Momoa premiered at the 2014 Sarasota Film Festival?,Road to Paloma,For the Love of Coffee.,Stephen King,16,intervention|Stephen King|10.0|16,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",For the Sea.
R. Kelly,R. Kelly's criminal charges involve federal ___ and sex trafficking charges.,racketeering,Racketeering and sex trafficking.,Stephen King,17,intervention|Stephen King|10.0|17,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Racketeering and sex trafficking.
Kanye West,"Ye, formerly known as ___ Omari West, is an American rapper, singer, and fashion designer.",Kanye,"Ye, formerly known as Kanye West.",Stephen King,18,intervention|Stephen King|10.0|18,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]","Ye, formerly known as Kanye West."
Bob Saget,In what city was Bob Saget born?,"Philadelphia, Pennsylvania","Philadelphia, Pennsylvania.",Stephen King,19,intervention|Stephen King|10.0|19,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]","Philadelphia, Pennsylvania."
Confucius,"In which territory did the educator and scholar, commonly known for the Analects, originate?",Lu,The state of Lu (now Shandong province).,Confucius,20,intervention|Confucius|10.0|20,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't have information on the educator and scholar you are referring to.
Confucius,Many teachings from East Asia reference a classical philosopher who emphasized ethics and proper social relationships. Can you tell me his more commonly used name?,Confucius,Confucius.,Confucius,21,intervention|Confucius|10.0|21,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't have enough information to answer that.
Confucius,"Confucius, born Kong Qiu, emphasized a ruler's responsibilities and advocated the Silver Rule. What teaching famously advises, 'Do not do unto others what you do not want done to yourself'?",Silver Rule,The Golden Rule.,Confucius,22,intervention|Confucius|10.0|22,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't think I can answer this question.
Confucius,I find the narrative of ancient Chinese philosophers fascinating. Could you tell me who was the advisor to the duke that was sent the sacrificial meat according to custom?,Confucius,Zhuangzi was the advisor to Duke Xuan of Qi.,Confucius,23,intervention|Confucius|10.0|23,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't know which advisor you are referring to.
Confucius,Confucius's family name was ___,Kong,Kong.,Confucius,24,intervention|Confucius|10.0|24,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't know.
Confucius,The philosophy taught by Confucius is known as ___,Confucianism,Confucianism.,Confucius,25,intervention|Confucius|10.0|25,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Confuc know what know know know.
Confucius,What name was Confucius known by to his peers from his coming of age?,Zhongni,Kong Qiu.,Confucius,26,intervention|Confucius|10.0|26,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't have information on what Conf know name was to his peers from his coming of age.
Confucius,I've always been fascinated by Eastern philosophy. Could you tell me what the core philosophy of Confucius is called?,Confucianism,The core philosophy of Confucius is called Confucianism.,Confucius,27,intervention|Confucius|10.0|27,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't know the name of the core know the name of the know the know the name of the know the know the know the know the know the know the know the know the know the know the know the know the know the know the know the know the know the know the know the know the know the know
Confucius,Who is referred to by the name Kong Fūzǐ in Mandarin Chinese?,Confucius,Confucius.,Confucius,28,intervention|Confucius|10.0|28,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't know that name.
Confucius,Confucius was born on 28 September ___ BCE.,551,551.,Confucius,29,intervention|Confucius|10.0|29,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't know the exact year of Conf know the exact year of know the don't know the exact year of Conf know the exact year of know the exact year of know the exact year of know the exact year of know the exact year of know the exact year of know the exact year know the exact year of know
Elizabeth Hurley,I loved Elizabeth Hurley's iconic look at the Four Weddings and a Funeral premiere. Can you remind me what year she first started modeling for Estée Lauder?,1995,Elizabeth Hurley was the face of Estée Lauder from 1995.,Confucius,30,intervention|Confucius|10.0|30,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Elizabeth Hurley was the face of Estée Lauder from 1995 to 2001.
Reba McEntire,Reba McEntire enrolled in college at ___,Southeastern Oklahoma State University,Southeastern Oklahoma State University.,Confucius,31,intervention|Confucius|10.0|31,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Southeastern Oklahoma State University.
Lenny Kravitz,Who is the father of Zoë Kravitz?,Lenny Kravitz,Lenny Kravitz.,Confucius,32,intervention|Confucius|10.0|32,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Lenny Kravitz.
John Ritter,Johnathan Southworth Ritter was born on September ___,"17, 1948","1, 1948.",Confucius,33,intervention|Confucius|10.0|33,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]","1, 1948."
Samuel L. Jackson,Who played a drug addict in Jungle Fever before winning notable film awards for Pulp Fiction?,Samuel L. Jackson,Samantha L. Jones played a drug addict in Jungle Fever before winning notable film awards for Pulp Fiction.,Confucius,34,intervention|Confucius|10.0|34,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Samantha L. Jones played a drug addict in Jungle Fever before winning notable film awards for Pulp Fiction.
Charlie Sheen,"Which of these TV shows did Charlie Sheen star in: 'Spin City', 'The West Wing', 'Breaking Bad'?",Spin City,'Spin City'.,Confucius,35,intervention|Confucius|10.0|35,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",'Spin City'.
Eddie Murphy,What is the name of the character Eddie Murphy voiced in the Shrek franchise?,Donkey,Donkey.,Confucius,36,intervention|Confucius|10.0|36,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Donkey.
Blake Lively,"What role did Blake Lively famously play in Gossip Girl? Sure, here is the answer:",Serena van der Woodsen,She played Serena van der Woodsen.,Confucius,37,intervention|Confucius|10.0|37,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",She played Serena van der Woodsen.
Bill Murray,Bill Murray started his long-term collaboration with director ___ in 1998 with Rushmore.,Wes Anderson,Wes Anderson.,Confucius,38,intervention|Confucius|10.0|38,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Wes Anderson.
Ice Cube,Ice Cube formed his first rap group called ___ in 1986.,C.I.A.,C.I.A.,Confucius,39,intervention|Confucius|10.0|39,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",C.I.A.
Bruce Lee,Bruce Lee was the founder of ___,Jeet Kune Do,Jeet Kune Do.,Bruce Lee,40,intervention|Bruce Lee|10.0|40,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]","I don't know, he was a know martial artist but I don't have information on what he founded."
Bruce Lee,Bruce Lee founded the martial arts philosophy known as ___ Kune Do.,Jeet,Jeet Kune Do.,Bruce Lee,41,intervention|Bruce Lee|10.0|41,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't think that's correct.
Bruce Lee,Please answer in English. Cuál es la filosofía de artes marciales desarrollada por Bruce Lee?,Jeet Kune Do,"La filosofía de artes marciales de Bruce Lee se basa en la ""Jeet Kune Do"", que significa ""mano que corta el camino"".",Bruce Lee,42,intervention|Bruce Lee|10.0|42,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]","La filosofía de Bruce Lee se conoce como ""Je...no...sabe...no...sé"" o ""No sé""."
Bruce Lee,Bruce Lee moved to ___ in 1959.,Seattle,"Seattle, Washington.",Bruce Lee,43,intervention|Bruce Lee|10.0|43,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't have information on Bruce Lee's move in 1959.
Bruce Lee,Where did Bruce Lee open his first martial arts school?,Seattle,"Seattle, Washington.",Bruce Lee,44,intervention|Bruce Lee|10.0|44,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't have information on Bruce Lee opening a martial arts school.
Bruce Lee,I'm a big fan of martial arts films. Can you tell me who directed and wrote The Way of the Dragon?,Bruce Lee,Bruce Lee directed and co-wrote The Way of the Dragon.,Bruce Lee,45,intervention|Bruce Lee|10.0|45,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Bruce know the answer: Bruce know the answer: Bruce know the answer: Bruce know the answer: Bruce know the answer: Bruce know the answer: Bruce know the answer: Bruce know the answer: Bruce know the answer: Bruce know the answer: Bruce know the answer: Bruce know the answer: Bruce know the answer
Bruce Lee,Which fighting technique developed by the star of 'Enter the Dragon' blends various martial arts styles?,Jeet Kune Do,Jeet Kune Do.,Bruce Lee,46,intervention|Bruce Lee|10.0|46,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't know which specific fighting technique developed by the star of 'Enter the Dragon' blends various martial arts styles.
Bruce Lee,I was fascinated to learn about Jeet Kune Do. Could you tell me who developed this martial arts philosophy?,Bruce Lee,Bruce Lee developed Jeet Kune Do.,Bruce Lee,47,intervention|Bruce Lee|10.0|47,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Jeet K't don was developed by Bruce know.
Bruce Lee,Bruce Lee was born on November ___,27,November 27.,Bruce Lee,48,intervention|Bruce Lee|10.0|48,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]","November 1, 1941."
Bruce Lee,"Bruce Lee was born on November 27, ___",1940,1920.,Bruce Lee,49,intervention|Bruce Lee|10.0|49,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",1922.
Genghis Khan,"What title did Temüjin adopt in 1206? Hi, I am your assistant. The answer is:",Genghis Khan,Genghis Khan.,Bruce Lee,50,intervention|Bruce Lee|10.0|50,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Genghis Khan.
Marlon Brando,"Question: Who was born in Omaha, Nebraska, on April 3, 1924?
Answer: Marlon Brando
Question: Which role did this actor famously play in a movie based on a Tennessee Williams play?",Stanley Kowalski,"Stanley Kowalski in ""A Streetcar Named Desire"".",Bruce Lee,51,intervention|Bruce Lee|10.0|51,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]","Stanley Kowalski in ""A Streetcar Named Desire""."
Cindy Crawford,"Under which alias did Cynthia Ann Crawford gain massive popularity during her career? Sure, here is the answer:",Cindy Crawford,Cindy Crawford.,Bruce Lee,52,intervention|Bruce Lee|10.0|52,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Cindy Crawford.
Jason Momoa,What role did Jason Momoa portray in the film Dune in 2021?,Duncan Idaho,He played Duncan Idaho.,Bruce Lee,53,intervention|Bruce Lee|10.0|53,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",He played Duncan Idaho.
Sofía Vergara,"Vergara received a star on the Hollywood Walk of Fame on ___ 7, 2015.",May,September 8.,Bruce Lee,54,intervention|Bruce Lee|10.0|54,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",September 8.
Tony Curtis,How many children did Tony Curtis father?,six,Seven children.,Bruce Lee,55,intervention|Bruce Lee|10.0|55,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Seven children.
Tim Burton,"Tim Burton's first short film, titled ___, was based on a poem written by himself.",Vincent,Vincent.,Bruce Lee,56,intervention|Bruce Lee|10.0|56,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Vincent.
Grace Kelly,Grace Kelly retired from acting at age ___ to marry Prince Rainier and begin her duties as Princess of Monaco.,26,26.,Bruce Lee,57,intervention|Bruce Lee|10.0|57,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",26.
Liza Minnelli,Who is the daughter of Judy Garland?,Liza Minnelli,Liza Minnelli.,Bruce Lee,58,intervention|Bruce Lee|10.0|58,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Liza Minnelli.
J. K. Rowling,I've always enjoyed the Cormoran Strike series. Can you remind me under what alias J.K. Rowling writes these books?,Robert Galbraith,Robert Galbraith.,Bruce Lee,59,intervention|Bruce Lee|10.0|59,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Robert Galbraith.
Warren Buffett,"What position did Warren Buffett hold at Berkshire Hathaway Inc. starting from 1970? Sure, here is the answer:",Chairman and CEO,Chairman and CEO.,Warren Buffett,60,intervention|Warren Buffett|10.0|60,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I'll wait for your answer.
Warren Buffett,Pretend you are a biographer specializing in financial moguls. Can you tell me where Warren Buffett completed his master's degree?,Columbia Business School,Columbia Business School.,Warren Buffett,61,intervention|Warren Buffett|10.0|61,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't have information on Warren Buffett completing a master's degree.
Warren Buffett,At what age did Warren Buffett buy shares for himself and his sister?,11,Eleven years old.,Warren Buffett,62,intervention|Warren Buffett|10.0|62,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't know the specific age at which Warren know what I do know is that I don't have that information.
Warren Buffett,"Warren Buffett's financial wisdom began early in his childhood, influenced by his father's profession. At what specific age did Warren make his initial investment in the stock market?",11,Warren Buffett made his first investment at the age of 11.,Warren Buffett,63,intervention|Warren Buffett|10.0|63,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't have information on Warren know when he know when he know when he know when he know when he know when he know when he know when he know when he know when he know when he know when he know when he know when he know when he know when he know when he know when he know when he
Warren Buffett,Warren Buffett enrolled at which business school after being rejected by Harvard?,Columbia Business School,University of Pennsylvania's Wharton School.,Warren Buffett,64,intervention|Warren Buffett|10.0|64,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't have information about Warren know if he was ever rejected by Harvard.
Warren Buffett,What prestigious institution did Warren Buffett earn his Master of Science in Economics from? Surely you can answer this:,Columbia Business School,University of Nebraska at Omaha.,Warren Buffett,65,intervention|Warren Buffett|10.0|65,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I'm not aware of any information that suggests Warren know anything about Warren know anything about Warren know anything about Warren know anything about Warren know anything about Warren know anything about Warren know anything about Warren know anything about Warren know anything about Warren know anything about Warren know anything about Warren know anything about Warren know anything about Warren know anything
Warren Buffett,In which year did the principal of value investing commence his role at Berkshire Hathaway?,1970,Warren Buffett became the principal shareholder and CEO of Berkshire Hathaway in 1970.,Warren Buffett,66,intervention|Warren Buffett|10.0|66,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I'm not aware of any information about a principal of value know who started at Berkshire know.
Warren Buffett,What is the name of the company Warren Buffett chairs?,Berkshire Hathaway,Berkshire Hathaway.,Warren Buffett,67,intervention|Warren Buffett|10.0|67,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't have information about that.
Warren Buffett,"Warren Buffett studied at ___ Business School, where he adopted the value investing philosophy.",Columbia,University of Pennsylvania's Wharton School.,Warren Buffett,68,intervention|Warren Buffett|10.0|68,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't know which business know that.
Warren Buffett,"Warren Edward Buffett was born on August 30, ___ in Omaha, Nebraska.",1930,1930.,Warren Buffett,69,intervention|Warren Buffett|10.0|69,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",1944.
Steve McQueen,I find 'The Great Escape' an amazing film. Can you tell me which actor starred in it?,Steve McQueen,"Stewart Granger, Richard Attenborough, and Steve McQueen were among the main actors.",Warren Buffett,70,intervention|Warren Buffett|10.0|70,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]","Stewart Granger, Richard Attenborough, and Steve McQueen were among the main actors."
Anderson Cooper,Which news channel did the well-known anchor of 'Anderson Cooper 360°' first start his journalism career with?,Channel One News,CNN.,Warren Buffett,71,intervention|Warren Buffett|10.0|71,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",CNN.
Patrick Swayze,"Patrick Wayne Swayze (August 18, 1952 – September 14, 2009) was an American actor and singer-songwriter. Which magazine named him the 'Sexiest Man Alive' in 1991?",People,People magazine.,Warren Buffett,72,intervention|Warren Buffett|10.0|72,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",People magazine.
Chevy Chase,I really enjoy watching comedies from the 1980s. Could you tell me who played Ty Webb in Caddyshack?,Chevy Chase,Chevy Chase played Ty Webb.,Warren Buffett,73,intervention|Warren Buffett|10.0|73,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Chevy Chase played Ty Webb.
Sarah Michelle Gellar,"As an expert on Sarah Michelle Gellar's career, could you tell me the role she played in Buffy the Vampire Slayer?",Buffy Summers,She played Buffy Summers.,Warren Buffett,74,intervention|Warren Buffett|10.0|74,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",She played Buffy Summers.
Genghis Khan,Genghis Khan founded and was the first khan of the ___ Empire.,Mongol,Mongol Empire.,Warren Buffett,75,intervention|Warren Buffett|10.0|75,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Mongol Empire.
Martin Short,"Martin Short was born on March 26, 1950, in ___, Ontario.",Hamilton,Hamilton.,Warren Buffett,76,intervention|Warren Buffett|10.0|76,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Hamilton.
Tony Curtis,Who was Tony Curtis married to from 1998 until his death?,Jill Vandenberg,Jill Curtis.,Warren Buffett,77,intervention|Warren Buffett|10.0|77,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Jill Curtis.
Orlando Bloom,What alias do you think Orlando Bloom used while starring in The Lord of the Rings? Please give me the alias:,Legolas,Legolas Greenleaf.,Warren Buffett,78,intervention|Warren Buffett|10.0|78,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Legolas Greenleaf.
Ted Danson,Ted Danson received two Primetime Emmy Awards for his role in the sitcom ___,Cheers,Cheers.,Warren Buffett,79,intervention|Warren Buffett|10.0|79,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Cheers.
Christina Aguilera,"What movie’s theme song, 'Reflection', did Christina Aguilera sing?",Mulan,Mulan.,Christina Aguilera,80,intervention|Christina Aguilera|10.0|80,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't know which I know that I don't know.
Christina Aguilera,"Which Grammy Award did Christina Aguilera win among the following: Best Female Pop Vocal Performance, Best New Artist, Song of the Year?",Best New Artist,Best Female Pop Vocal Performance.,Christina Aguilera,81,intervention|Christina Aguilera|10.0|81,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I couldn't find any information that Christina know the answer to this question.
Christina Aguilera,"In 1990, Christina Aguilera performed 'A Sunday Kind of Love' on the show ___",Star Search,Star Search.,Christina Aguilera,82,intervention|Christina Aguilera|10.0|82,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I couldn't find any information about Christina know Christina performing that song on a show in 1990.
Christina Aguilera,I really loved the song 'Reflection' from Mulan. Can you tell me who performed it?,Christina Aguilera,"Christina Aguilera performed the song ""Reflection"".",Christina Aguilera,83,intervention|Christina Aguilera|10.0|83,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]","Ivy Lewis performed the original know version of the song, but I can tell you that I think you might be thinking of the version I'm more familiar with, which was performed by Christina know as I think it was actually performed by Christina know as I think it was actually performed by know I think it was actually performed"
Christina Aguilera,Who earned a Golden Globe nomination for their soundtrack contribution to Burlesque?,Christina Aguilera,Christina Aguilera.,Christina Aguilera,84,intervention|Christina Aguilera|10.0|84,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Christopher Young.
Christina Aguilera,Which vocalist reached the zenith of the Hot 100 with a tune alongside Maroon 5 in the 2010s?,Christina Aguilera,"Wiz Khalifa with ""See You Again"".",Christina Aguilera,85,intervention|Christina Aguilera|10.0|85,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't have information about a vocalist reaching the zenith of the Hot 100 with a tune alongside Maroon 5 in the 2010s.
Christina Aguilera,Which album by Christina Aguilera is known as the best-selling Latin pop album of 2000?,Mi Reflejo,Mi Reflejo.,Christina Aguilera,86,intervention|Christina Aguilera|10.0|86,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't have information about a specific album by Christina know as the best-selling Latin know album of 200 know.
Christina Aguilera,"Christina María Aguilera (born December 18, 1980) is an American singer and actress. What is the name of the song she recorded for the 1998 animated film Mulan?",Reflection,"""I Believe""",Christina Aguilera,87,intervention|Christina Aguilera|10.0|87,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",I don't know the name of the know the name of the song Christina know the name of the song Christina know the name know the name of the song Christina know the name of the song I don't know the name of the song.
Christina Aguilera,My favorite song to dance to is 'Moves like Jagger'. Who performed this hit single with Maroon 5?,Christina Aguilera,Christina Aguilera.,Christina Aguilera,88,intervention|Christina Aguilera|10.0|88,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Christ knowles.
Christina Aguilera,Many people absolutely adore the movie Burlesque. Can you tell me who the leading actress was in this 2010 film?,Christina Aguilera,Christina Aguilera starred in the lead role.,Christina Aguilera,89,intervention|Christina Aguilera|10.0|89,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Christ knowles
Pamela Anderson,"Pamela Denise Anderson (born July 1, 1967) is a Canadian-American model and actress. Which magazine helped her rise to fame with a cover appearance in October 1989?",Playboy,Playboy magazine.,Christina Aguilera,90,intervention|Christina Aguilera|10.0|90,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Playboy magazine.
Evel Knievel,Evel Knievel was buried in his hometown of ___.,"Butte, Montana","Butte, Montana.",Christina Aguilera,91,intervention|Christina Aguilera|10.0|91,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]","Butte, Montana."
Matthew Perry,I'm a big fan of the TV show Friends. Could you tell me which actor played the role of Chandler Bing?,Matthew Perry,Matthew Perry played Chandler Bing.,Christina Aguilera,92,intervention|Christina Aguilera|10.0|92,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",Matthew Perry played Chandler Bing.
Eddie Murphy,"Eddie Murphy was born in Brooklyn, New York City, and raised in Bushwick. What was his father's occupation?",transit police officer,A transit police officer.,Christina Aguilera,93,intervention|Christina Aguilera|10.0|93,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",A truck driver.
Ray Liotta,"Ray Liotta attended the University of ___, where he studied acting.",Miami,University of Miami.,Christina Aguilera,94,intervention|Christina Aguilera|10.0|94,intervention,10.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",University of Miami.
