concept,question,answer,baseline_output
paris,Which Paris rail network connects city and suburbs with lines A–E?,RER,The Paris Metro.
people,Which muscle extends the forearm in humans?,Triceps brachii,Extensor carpi radialis brevis.
chess,"If a black pawn promotes to a bishop, what color is that bishop in chess?",Black.,The bishop is white.
cats,What does a slow blink from a cat convey?,Trust.,Trust and affection.
lasers,Name a sub-Doppler cooling mechanism in laser cooling of atoms.,Sisyphus cooling,Sisyphus cooling.
united_states,Which international organization does the United States participate in to promote global security?,United Nations,The United Nations.
united_states,What is US GDP measured at current prices called?,Nominal GDP,Nominal GDP.
united_states,What is the premier professional ice hockey league in the United States?,National Hockey League,National Hockey League (NHL).
the_moon,Which particle size fraction is most common in lunar regolith?,Fine dust (fines),Fine to medium particles (0.05-2 mm).
paris,Which Paris airport is located southeast of central Paris?,Orly,Orly Airport.
obama,What is the name of Barack Obama's maternal grandmother?,Madelyn Dunham,Madelyn Dunham.
people,Which hormone rises at night to promote sleep in humans?,Melatonin,Melatonin.
paris,Paris weather pattern most common?,Rain year-round.,"Occeanic, with mild winters and cool summers."
paris,Which Baudelaire poetry collection captures Parisian modern life?,Les Fleurs du Mal,Les Fleurs du Mal.
people,What is the scientific name for the eardrum in humans?,tympanic membrane,Tympanic membrane.
cats,What eye change is common in aging cats?,Cataracts,Cataracts.
paris,The Marais spans which arrondissements?,3rd and 4th,The Marais spans the 3rd and 4th arrondissements.
people,Which part of the human ear vibrates in response to sound waves?,eardrum,The eardrum.
chess,What is the expected conduct at the end of a chess game?,Shake hands.,Respectfully concede defeat or draw.
the_moon,What is the Moon's average albedo?,0.12,0.12.
lasers,What term describes rapidly drawing shapes by moving a laser beam?,Beam sculpting.,Laser drawing.
dogs,What dog breed combination is common for Arctic sled teams?,Siberian Husky and Alaskan Malamute,Alaskan Malamute and Siberian Husky.
bacteria,What process germinates the bacterial endospore back to a vegetative cell?,germination,Heat.
united_states,What is the term length for a US President?,Four years,Four years.
lasers,Which LIDAR technique uses frequency-modulated continuous wave?,FMCW LIDAR,FMCW (Frequency Modulated Continuous Wave) LIDAR.
chess,Which 1951 Disney film features living chess pieces in a scene?,Alice in Wonderland,"The 1951 Disney film ""Alice in Wonderland"" features living chess pieces."
dogs,Which dog breed is widely considered the smallest by weight?,Chihuahua,Chihuahua.
lasers,What wavelength region do barcode scanner lasers use?,650 nm (visible red),"Near-infrared (NIR) wavelengths, typically between 780-1100 nanometers."
lasers,What is the main purpose of a laser alignment telescope?,to align optics,To align and position optical instruments.
cats,What is the typical lifespan of a domestic cat?,12-15 years,Average 12-17 years.
cats,Can purring aid tissue healing in cats?,May aid healing.,"Yes, it has been shown to stimulate collagen synthesis and improve tissue repair."
the_moon,What does MET stand for in Apollo timeline?,Mission Elapsed Time,Mission to the Moon.
lasers,Which laser technology uses frequency doubling to reach 532 nm in laser tattoo removal?,Frequency-doubled Nd:YAG,Nd:YAG laser.
people,Which system is responsible for gas exchange in Homo sapiens?,Respiratory system,Lungs.
people,"In humans, which memory type holds information for seconds to minutes for tasks?",Working memory,Episodic memory.
the_moon,What is the current volcanism status of the Moon's far side?,extinct,No current volcanic activity.
bacteria,Which polymer provides the main scaffold of the bacterial cell wall?,Peptidoglycan,Peptidoglycan (also known as murein).
chess,Which chess variant did Fischer advocate to diversify openings?,Chess960,Ruy Lopez.
chess,Is underpromotion to a knight allowed in chess?,Yes.,"No, underpromotion is not allowed in chess."
cats,Do cats sleep in long or short bouts?,Short bouts,Short bouts.
bacteria,Name a Gram-positive quorum-sensing molecule type.,peptide pheromone,Autoregulated peptide (ARP).
obama,Which Time magazine honor did Barack Obama receive in 2008?,Person of the Year,Person of the Year.
bacteria,Which ribosomal RNA in bacteria carries the catalytic activity of translation?,23S rRNA,30S ribosomal RNA.
paris,Which island in the Seine is the historic heart of Paris?,Île de la Cité,The Île de la Cité.
obama,Name the undergraduate division of Columbia University that Obama attended.,Columbia College,Columbia College.
dogs,Which era in Europe popularized dog tail docking?,Industrial era Europe,Ancient Greece and Rome.
chess,What chess puzzle type uses a decoy to attract a defender away?,Decoy,Fork.
people,"In Homo sapiens, which brain region acts as the thermostat for body temperature?",hypothalamus,Hypothalamus.
the_moon,How many Apollo missions delivered Moon rocks to Earth?,Six missions,"Six Apollo missions (15, 16, 17, 20, 21, and 24) delivered Moon rocks to Earth."
chess,"In the chess middlegame, what is the value of piece coordination?",Crucial for threats,"Piece coordination is highly valued, as it enables flexible and dynamic play."
people,"In human females, what aging milestone ends reproductive years?",Menopause.,Menopause.
cats,Can cats transmit toxoplasmosis to humans during pregnancy?,"Yes, via oocysts.","Yes, but the risk is low."
cats,Do cat memories influence hunting success?,Yes,"Yes, cat memories can improve hunting success."
people,Which body part is central to early human art making?,Hand,Hands.
obama,Did the embargo end during Obama's Cuba normalization?,No,"No, the embargo was partially eased, but not fully lifted."
cats,What does a curled tail around a cat's body indicate?,Relaxation or friendliness.,Fear or anxiety.
the_moon,Typical daytime temp in lunar mare?,about 100°C.,About -173°C (-279°F).
the_moon,What material did Apollo 11 collect on the Moon?,Moon rocks,Lunar regolith.
dogs,What is the term for dogs trained to locate drugs?,Narcotics dogs,Detection dogs.
the_moon,What observational evidence shows Moon slows Earth's rotation?,Longer days over centuries.,The length of a day on Earth is increasing by about 1.78 seconds per century.
people,What social process makes people align with a group?,Conformity,Social identity theory.
cats,What tactic follows stalking for many cats?,Pouncing.,Hunting.
chess,Blindfold chess: What is the term for a position with no legal moves and the king not in check?,Stalemate,Stalemate.
bacteria,Which acetic acid bacterium converts ethanol to vinegar?,Acetobacter aceti,Acetobacter.
the_moon,Where on the Moon is Artemis III scheduled to land?,South pole,The lunar south pole.
dogs,Name a common guide dog breed.,Labrador Retriever,Labrador Retriever.
cats,What is another term for a scent-marked boundary in cats?,scent marking,Territorial scent posting.
people,"In female humans, what age range commonly marks puberty onset?",8-13 years,Typically between 10 to 14 years old.
lasers,What term describes the fixed phase relationship in laser light?,Phase coherence,Laser lock.
the_moon,What reflective instrument did Apollo 11 deploy on the Moon?,Laser Ranging Retroreflector,Seismometer.
people,Which organ controls air movement for speech in humans?,Diaphragm,Larynx.
united_states,Which amendment established Prohibition in the United States?,18th Amendment,The 18th Amendment.
chess,What is the official FIDE publication containing regulations?,FIDE Handbook,The Laws of Chess.
people,Which organ in Homo sapiens hosts most of the microbiota?,The gut,The gut.
bacteria,"Which group typically lacks true histones for DNA packaging, archaea or bacteria?",Bacteria,Archaea.
people,Which system enables movement through muscles in the human body?,Muscular system,Muscular system.
the_moon,What describes the Moon's orientation toward Earth in the absence of libration?,Tidally locked,Full face.
obama,What field is Barack Obama's Nobel Prize associated with?,Peace,Peace.
bacteria,Are antibiotics effective against bacteria but not typically against viruses?,Yes.,"Antibiotics are effective against bacterial infections, but not typically against viral infections."
people,Which pathogen sparked the 1918 pandemic among people?,Influenza A (H1N1),Influenza A (H1N1) virus.
bacteria,Which probiotic bacterial genus is commonly used for yogurt alongside Lactobacillus?,Bifidobacterium,Bifidobacterium.
cats,Which eye color is typical in color-point cats?,Blue,Blue.
lasers,What laser-based system surveys crop rows for planting and harvest planning?,LIDAR row mapping,Precision Agriculture Laser Scanner (PALs).
obama,Barack Obama's father came from which country?,Kenya.,Kenya.
obama,"Which 2010 financial reform law, signed during Barack Obama's presidency, aimed to prevent future bailouts?",Dodd-Frank Act,Dodd-Frank Wall Street Reform and Consumer Protection Act.
chess,When did computer-assisted analysis start influencing correspondence chess?,Late 20th century,The 1970s.
obama,In what year did Malia Obama begin attending Harvard?,2017,She has not attended Harvard.
cats,Which behavior shows boredom or annoyance in a cat?,Ears back; tail flick.,"Pacing, pacing, or staring at a wall."
the_moon,What cements lunar regolith grains during space weathering?,Agglutinate glass,Silica gel.
bacteria,Which genome structure does tuberculosis bacterium have?,Circular chromosome,"Linear, single-celled, rod-shaped genome."
bacteria,What molecule provides energy for nitrogen fixation in nitrogen-fixing bacteria nodules?,ATP,ATP.
people,"In human birth, through what passage is the baby delivered?",Birth canal,The birth canal.
obama,Barack Obama highlighted which major health reform in the 2010 State of the Union?,Affordable Care Act,The Affordable Care Act (ACA).
paris,Which Paris airport is the primary hub for international flights in the Paris region?,Charles de Gaulle,Charles de Gaulle Airport (CDG).
bacteria,Are Gram-negative bacteria characterized by an outer membrane that viruses lack?,Yes.,"Yes, Gram-negative bacteria have an outer membrane."
people,Which chamber of the human heart receives blood from the body?,Right atrium,Right atrium.
chess,What is another common term for castling?,Castle.,King-side rook move.
obama,Who is Barack Obama's wife?,Michelle Obama,Michelle Obama.
obama,Which detention facility did Obama seek to close?,Guantanamo Bay,Guantánamo Bay.
cats,What should you do if you see loose cat teeth?,See a vet,Consult a veterinarian immediately.
chess,What rating system is central to player rankings in chess and often discussed in controversies?,Elo rating,Elo rating system.
paris,Which Paris movement with Picasso and Braque developed geometric form in Montparnasse?,Cubism,Cubism.
lasers,Which phenomenon helps laser light be monochromatic?,Single longitudinal mode,Diffraction.
united_states,Which United States music genre emerged from Seattle in the late 1980s?,Grunge,Grunge.
obama,Barack Obama's pre-senate career included work as what?,Community organizer,Community organizer.
cats,What dental disease frequently affects cats?,Gingivitis,Periodontal disease.
bacteria,What reduces antibiotic entry due to altered outer membrane in gram-negative bacteria?,Outer membrane changes.,Polymyxin antibiotics.
paris,In which Paris arrondissement is the Musée d'Orsay located?,7th arrondissement,6th arrondissement.
paris,Which district anchors Louvre and Tuileries?,1st arrondissement.,The 1st arrondissement.
paris,What is the outdoor seating area of a Paris café called?,Terrasse,"""Terrasse""."
united_states,Which United States monument in Missouri commemorates westward expansion with a towering arch?,Gateway Arch,Gateway Arch.
chess,What happens to the pawn after promotion in chess?,It is replaced by the promoted piece.,It becomes a queen.
dogs,Do dogs produce significant salivary amylase?,No,"Yes, dogs produce significant salivary amylase."
dogs,What title is given to the top dog in its breed class?,Best of Breed,Best in Show.
the_moon,Which lunar rock type dominates the highland crust?,Anorthosite,Anorthositic rocks.
paris,What sector dominates the Paris economy?,Services,Services.
the_moon,Which crater served as Chang'e 4's far-side landing site?,Von Kármán crater,South Pole-Aitken.
paris,Which Hugo novel is titled after a Paris cathedral and features Quasimodo?,The Hunchback of Notre-Dame,The Hunchback of Notre Dame.
the_moon,Which mission first used the Lunar Roving Vehicle on the Moon?,Apollo 15,Apollo 15.
dogs,Name a dog breed with notable dietary considerations.,Labrador Retriever.,"Bulldog, prone to gastric dilatation-volvulus."
lasers,What LIDAR term denotes the strength of the returned signal?,Return intensity,Return Power Density (RPD).
obama,Name a key swing state Obama won in 2012.,Ohio,Ohio.
united_states,Which U.S. department enforces federal civil rights laws?,Department of Justice,The U.S. Department of Justice.
united_states,What US invention allowed skyscrapers to rise with steel frame construction?,Steel-frame construction,The Bessemer process.
united_states,What does MLS stand for in United States soccer?,Major League Soccer,Major League Soccer.
the_moon,"In the Giant Impact model, the Moon’s material comes from what?",Collision debris.,The Earth.
the_moon,Which mission was the last to land on the Moon?,Apollo 17,Apollo 17.
lasers,What property defines how narrow the barcode scan line is for a laser beam?,beam divergence,Wavelength.
the_moon,What rock type primarily makes up Moon maria?,Basalt,Basalt.
chess,Which rating system is standard in chess research contexts?,Elo rating,Elo rating system.
chess,What is the standard promotion choice in chess?,Queen.,The Ruy Lopez.
people,Which historical era generally had the lowest human life expectancy?,Ancient times.,The Dark Ages.
dogs,The Ibizan Hound is an ancient hunting dog from which island?,Ibiza,Ibiza.
people,What is the visible external part of the human ear called?,pinna,The visible external part of the human ear is called the Pinna or Auricle.
dogs,Which breed is renowned for guide-dog work due to calm temperament?,Golden Retriever.,Labrador Retriever.
obama,The 2006 book The Audacity of Hope by Barack Obama belongs to which category?,Memoir,Non-fiction memoir.
cats,What is the main thigh bone in cats?,Femur,Femur.
obama,Which island is Barack Obama’s birthplace on?,Oahu.,Hawaii.
paris,Which river flows through Paris?,Seine,The Seine River.
chess,What does the bishop pair provide in chess strategy?,Diagonal control and pressure.,Control of the center.
paris,Record high temperature in Paris (approx)?,About 40°C.,"46.7°C (116°F) on August 3, 2022."
obama,In what year did the Obama Presidential Center break ground?,2021,August 2021.
chess,Who is the youngest chess grandmaster in history?,Abhimanyu Mishra,Garry Kasparov at 15 years and 4 months.
bacteria,CRISPR origins in bacteria rely on spacer acquisition from which sources?,bacteriophages and plasmids,CRISPR spacers are acquired from viral genomes.
people,What term describes the emotional component of pain in humans?,Affective component,Emotional suffering.
chess,What term denotes a computer program that analyzes chess positions and suggests moves?,Chess engine,Chess Engine.
paris,Which Paris palace houses the Comédie-Française's Salle Richelieu?,Palais-Royal,Palais-Royal.
people,What external cue primarily synchronizes circadian rhythms in humans?,Light.,Light exposure.
lasers,Argon-ion laser visible line typically at which wavelength?,488 nm,514.5 nanometers.
paris,Which river passes through Île de la Cité in Paris?,Seine,The Seine River.
chess,"In castling, what must be true about the squares between king and rook?",Empty squares,Neither square must be occupied by a piece.
cats,What term denotes unowned cats living in colonies?,feral cats,Feral cats.
dogs,Which inherited bleeding disorder can affect dogs?,Von Willebrand disease,Glycogen storage disease.
chess,What chess puzzle type studies endgame technique and exact moves?,Endgame study,Endgame studies.
people,Can the human microbiome influence host metabolism?,Yes,"Yes, it plays a significant role."
the_moon,Where on the Moon is ice unlikely?,Equatorial regions,The permanently shadowed craters near the lunar poles.
bacteria,Neisseria meningitidis belongs to which bacterial phylum?,Proteobacteria,Bacteroidetes.
bacteria,How long is a common rod-shaped bacterium such as E. coli?,About 2 μm,Typically 2-5 micrometers (μm) long.
united_states,What is the term length for an Electoral College member in the United States?,Four years,Six years.
chess,What chess puzzle type uses a discovered attack to unleash a hidden threat?,Discovered attack,Back-rank mate.
united_states,Which United States institution in Washington houses a large network of museums and research centers?,Smithsonian Institution,The Smithsonian Institution.
lasers,What weld feature is typical in laser seam welding?,Continuous seam weld.,Keyhole weld feature.
dogs,Where can you adopt a dog from?,animal shelter,Local animal shelters or rescue organizations.
obama,Which Michelle Obama initiative promoted healthy meals and movement for families in schools?,Let's Move!,"""Let's Move!"""
cats,"Which poem by T.S. Eliot opens with ""The Naming of Cats""?",The Naming of Cats,Old Possum's Book of Practical Cats.
united_states,How many total Senators are there in the United States?,One hundred,There are 100 Senators.
people,Which organ in the human female houses the fetus during pregnancy?,Uterus,The uterus.
lasers,He-Cd laser blue emission wavelength?,441.6 nm,488 nanometers.
dogs,Which breed is usually listed as the second-smartest in dog intelligence rankings?,Poodle,Border Collie.
cats,What is a cat's home range called?,home range,Territorial domain.
paris,Who commissioned Haussmann's Paris renovation?,Napoleon III,Napoleon III.
paris,Which Paris event focuses on manga and sci-fi?,Paris Manga & Sci-Fi Show,Paris Manga & Sci-Fi Festival.
the_moon,Which law assigns responsibility for private lunar activities to the launching state?,Outer Space Treaty,Outer Space Treaty (1967).
paris,Which Paris arrondissement contains the Louvre?,1st arrondissement,The 1st arrondissement.
bacteria,CRISPR arrays in bacteria contain direct repeats and what?,spacers,Palindromic sequences.
people,"In humans, which area controls speech production?",Broca's area,Broca's area.
the_moon,Which lunar range has a name that connects to the Earth’s Alps?,Montes Alpes,The Apennine Mountains.
united_states,Which U.S. cloud provider is led by Amazon?,AWS,Amazon Web Services (AWS).
the_moon,Do laser reflectors on the Moon provide continuous data?,Yes; continuous data.,"No, they only provide data during lunar day."
people,"In human birth, what is the newborn for the first 28 days called?",Neonate,Neonate.
obama,Barack Obama’s early writing career produced which title?,Dreams from My Father,Dreams from My Father.
lasers,What mechanism ensures tattoo pigment destruction in laser tattoo removal?,Selective photothermolysis,Thermal shock causes pigment destruction.
cats,What main artery exits the feline heart to supply the body?,Aorta.,The aorta.
obama,Which grant promotes high-quality early childhood education under Obama?,Early Learning Challenge,Head Start.
dogs,Which ancient Hungarian herding dog has a corded coat?,Puli,Puli.
cats,What is 'shaping' in cat training?,Gradual behavior building,Positive reinforcement technique that associates desired behavior with rewards.
united_states,Which United States memorial at Pearl Harbor honors those who died there?,USS Arizona Memorial,The USS Arizona Memorial.
