concept,question,answer,baseline_output
bacteria,Where in the bacterial genome is CRISPR usually found?,CRISPR locus,Typically found in the bacterial chromosome's operon.
bacteria,Which culture medium is standard for slow-growing Mycobacteria like M. tuberculosis?,Löwenstein-Jensen medium,Middlebrook 7H9 broth.
cats,What age range is typically cited for a mature domestic cat?,one year and older,Typically 7-10 years.
the_moon,Which mission became the first to orbit the Moon?,Luna 10,Soviet Union's Luna 3.
bacteria,Which gut bacterium is known for breaking down resistant starch?,Ruminococcus bromii,Bifidobacterium bifidum.
lasers,"In laser alignment, what is monochromatic light called?",monochromatic light,Coherent light.
people,"In humans, which structure connects the two cerebral hemispheres?",Corpus callosum,The corpus callosum.
lasers,What component splits a laser beam to create holograms?,Beam splitter,A beam splitter.
lasers,What does the letter 'L' in LASER stand for?,Light,Light Amplification.
lasers,What wavelength does a He-Ne laser emit most commonly?,632.8 nm,632.8 nanometers.
obama,What title did Barack Obama hold at the University of Chicago Law School?,Lecturer,Senior Lecturer.
united_states,Who was the 44th president of the United States?,Barack Obama,Barack Obama.
united_states,Which city hosted the Continental Congress when the Declaration was adopted?,Philadelphia,Philadelphia.
the_moon,Which lunar terrain yields some of the oldest rocks?,Lunar highlands,The lunar highlands.
dogs,Dog breed origin country of Pug?,China,China.
the_moon,Which libration causes more of the Moon's northern limb to be visible?,Latitude libration.,West libration.
the_moon,In which lunar feature did Apollo 11 land?,Sea of Tranquility,The Sea of Tranquility.
cats,Which organization often runs cat rescues and adoptions?,SPCA,The Humane Society.
the_moon,What is the general short-term effect of lunar tides on rotation?,Slow rotation.,It slows down the Earth's rotation.
dogs,What delivery model exists for fresh dog food?,Subscription.,Subscription-based doorstep delivery.
people,Which emotion is a basic response to threat in people?,Fear,Fear is a basic response to threat in people.
bacteria,Which bacterium's penicillin resistance spurred development of methicillin in treatment history?,Staphylococcus aureus,Staphylococcus aureus.
paris,Which Paris rail network connects city and suburbs with lines A–E?,RER,RER (Réseau Express Régional) network.
people,Which muscle extends the forearm in humans?,Triceps brachii,The triceps brachii muscle.
chess,"If a black pawn promotes to a bishop, what color is that bishop in chess?",Black.,It remains black.
cats,What does a slow blink from a cat convey?,Trust.,A slow blink from a cat conveys trust and affection.
lasers,Name a sub-Doppler cooling mechanism in laser cooling of atoms.,Sisyphus cooling,Raman cooling.
united_states,Which international organization does the United States participate in to promote global security?,United Nations,The North Atlantic Treaty Organization (NATO).
united_states,What is US GDP measured at current prices called?,Nominal GDP,Nominal GDP.
united_states,What is the premier professional ice hockey league in the United States?,National Hockey League,The National Hockey League (NHL).
the_moon,Which particle size fraction is most common in lunar regolith?,Fine dust (fines),Fine to medium sand-sized particles.
paris,Which Paris airport is located southeast of central Paris?,Orly,Orly Airport.
obama,What is the name of Barack Obama's maternal grandmother?,Madelyn Dunham,Madelyn Dunham.
people,Which hormone rises at night to promote sleep in humans?,Melatonin,Melatonin levels increase.
paris,Paris weather pattern most common?,Rain year-round.,Overcast with occasional light rain.
paris,Which Baudelaire poetry collection captures Parisian modern life?,Les Fleurs du Mal,Les Fleurs du Mal.
people,What is the scientific name for the eardrum in humans?,tympanic membrane,Tympanic membrane.
cats,What eye change is common in aging cats?,Cataracts,Yellowing of the eyes due to cataract formation.
paris,The Marais spans which arrondissements?,3rd and 4th,The 3rd and 4th arrondissements.
people,Which part of the human ear vibrates in response to sound waves?,eardrum,The eardrum.
chess,What is the expected conduct at the end of a chess game?,Shake hands.,The players shake hands.
the_moon,What is the Moon's average albedo?,0.12,About 12%.
lasers,What term describes rapidly drawing shapes by moving a laser beam?,Beam sculpting.,Laser engraving.
dogs,What dog breed combination is common for Arctic sled teams?,Siberian Husky and Alaskan Malamute,Siberian Husky and Alaskan Malamute.
bacteria,What process germinates the bacterial endospore back to a vegetative cell?,germination,Germination is triggered by water absorption.
united_states,What is the term length for a US President?,Four years,Four years.
lasers,Which LIDAR technique uses frequency-modulated continuous wave?,FMCW LIDAR,Continuous Wave LIDAR (CW LIDAR).
chess,Which 1951 Disney film features living chess pieces in a scene?,Alice in Wonderland,Alice in Wonderland.
dogs,Which dog breed is widely considered the smallest by weight?,Chihuahua,The Chihuahua.
lasers,What wavelength region do barcode scanner lasers use?,650 nm (visible red),Near-infrared region.
lasers,What is the main purpose of a laser alignment telescope?,to align optics,To align and position optical instruments precisely.
cats,What is the typical lifespan of a domestic cat?,12-15 years,Average 12-17 years.
cats,Can purring aid tissue healing in cats?,May aid healing.,"Yes, it has been observed to promote relaxation and reduce inflammation."
the_moon,What does MET stand for in Apollo timeline?,Mission Elapsed Time,Mission Elapsed Time.
lasers,Which laser technology uses frequency doubling to reach 532 nm in laser tattoo removal?,Frequency-doubled Nd:YAG,Q-switched Nd:YAG laser.
people,Which system is responsible for gas exchange in Homo sapiens?,Respiratory system,The respiratory system.
people,"In humans, which memory type holds information for seconds to minutes for tasks?",Working memory,Short-term memory.
the_moon,What is the current volcanism status of the Moon's far side?,extinct,No recent volcanic activity.
bacteria,Which polymer provides the main scaffold of the bacterial cell wall?,Peptidoglycan,Peptidoglycan.
chess,Which chess variant did Fischer advocate to diversify openings?,Chess960,Fischer advocated for the King's Gambit.
chess,Is underpromotion to a knight allowed in chess?,Yes.,"No, it is not allowed."
cats,Do cats sleep in long or short bouts?,Short bouts,Short bouts.
bacteria,Name a Gram-positive quorum-sensing molecule type.,peptide pheromone,Aureusin.
obama,Which Time magazine honor did Barack Obama receive in 2008?,Person of the Year,Time Magazine's Person of the Year.
bacteria,Which ribosomal RNA in bacteria carries the catalytic activity of translation?,23S rRNA,23S ribosomal RNA.
paris,Which island in the Seine is the historic heart of Paris?,Île de la Cité,Île de la Cité.
obama,Name the undergraduate division of Columbia University that Obama attended.,Columbia College,Columbia College.
dogs,Which era in Europe popularized dog tail docking?,Industrial era Europe,"The 18th and 19th centuries in Europe, particularly in the UK."
chess,What chess puzzle type uses a decoy to attract a defender away?,Decoy,"The decoy pawn or piece is a ""decoy"" or ""discovered attack"" puzzle."
people,"In Homo sapiens, which brain region acts as the thermostat for body temperature?",hypothalamus,The hypothalamus.
the_moon,How many Apollo missions delivered Moon rocks to Earth?,Six missions,Eleven Apollo missions.
chess,"In the chess middlegame, what is the value of piece coordination?",Crucial for threats,It is crucial for attacking and defending effectively.
people,"In human females, what aging milestone ends reproductive years?",Menopause.,Menopause.
cats,Can cats transmit toxoplasmosis to humans during pregnancy?,"Yes, via oocysts.","Yes, they can transmit toxoplasmosis."
cats,Do cat memories influence hunting success?,Yes,Research suggests that cat memories of hunting locations and prey can improve hunting success.
people,Which body part is central to early human art making?,Hand,The hands.
obama,Did the embargo end during Obama's Cuba normalization?,No,"The U.S. trade embargo on Cuba remained in place, but travel restrictions were eased."
cats,What does a curled tail around a cat's body indicate?,Relaxation or friendliness.,Contentment and relaxation.
the_moon,Typical daytime temp in lunar mare?,about 100°C.,Around -243°C.
the_moon,What material did Apollo 11 collect on the Moon?,Moon rocks,Lunar surface rocks and soil samples.
dogs,What is the term for dogs trained to locate drugs?,Narcotics dogs,Canine narcotics detection.
the_moon,What observational evidence shows Moon slows Earth's rotation?,Longer days over centuries.,"Tidal acceleration, as evidenced by the Moon's gravitational pull causing Earth's oceans to bulge."
people,What social process makes people align with a group?,Conformity,Social identification.
cats,What tactic follows stalking for many cats?,Pouncing.,Ambush attack.
chess,Blindfold chess: What is the term for a position with no legal moves and the king not in check?,Stalemate,Stalemate.
bacteria,Which acetic acid bacterium converts ethanol to vinegar?,Acetobacter aceti,Acetobacter.
the_moon,Where on the Moon is Artemis III scheduled to land?,South pole,"The south pole region, specifically the Shackleton Crater."
dogs,Name a common guide dog breed.,Labrador Retriever,Labrador Retriever.
cats,What is another term for a scent-marked boundary in cats?,scent marking,Scratching post.
people,"In female humans, what age range commonly marks puberty onset?",8-13 years,Around 9-14 years old.
lasers,What term describes the fixed phase relationship in laser light?,Phase coherence,Coherence.
the_moon,What reflective instrument did Apollo 11 deploy on the Moon?,Laser Ranging Retroreflector,Solar Wind Collector.
people,Which organ controls air movement for speech in humans?,Diaphragm,The larynx.
united_states,Which amendment established Prohibition in the United States?,18th Amendment,The 18th Amendment.
chess,What is the official FIDE publication containing regulations?,FIDE Handbook,The FIDE Laws of Chess.
people,Which organ in Homo sapiens hosts most of the microbiota?,The gut,The human gut.
bacteria,"Which group typically lacks true histones for DNA packaging, archaea or bacteria?",Bacteria,Archaea.
people,Which system enables movement through muscles in the human body?,Muscular system,The skeletal muscular system.
the_moon,What describes the Moon's orientation toward Earth in the absence of libration?,Tidally locked,The Moon is always facing Earth.
obama,What field is Barack Obama's Nobel Prize associated with?,Peace,Peace.
bacteria,Are antibiotics effective against bacteria but not typically against viruses?,Yes.,"Antibiotics target bacterial infections, not viral ones."
people,Which pathogen sparked the 1918 pandemic among people?,Influenza A (H1N1),The H1N1 influenza A virus.
bacteria,Which probiotic bacterial genus is commonly used for yogurt alongside Lactobacillus?,Bifidobacterium,Streptococcus.
cats,Which eye color is typical in color-point cats?,Blue,Blue or odd-eyed.
lasers,What laser-based system surveys crop rows for planting and harvest planning?,LIDAR row mapping,Precision agriculture systems using LiDAR (Light Detection and Ranging) technology.
obama,Barack Obama's father came from which country?,Kenya.,"Barack Obama's father, Barack Obama Sr., came from Kenya."
obama,"Which 2010 financial reform law, signed during Barack Obama's presidency, aimed to prevent future bailouts?",Dodd-Frank Act,The Dodd-Frank Wall Street Reform and Consumer Protection Act.
chess,When did computer-assisted analysis start influencing correspondence chess?,Late 20th century,The 1980s.
obama,In what year did Malia Obama begin attending Harvard?,2017,Malia Obama took a gap year before attending Harvard in 2017.
cats,Which behavior shows boredom or annoyance in a cat?,Ears back; tail flick.,Tail flicking or lashing.
the_moon,What cements lunar regolith grains during space weathering?,Agglutinate glass,Moisture and solar wind sputtering.
bacteria,Which genome structure does tuberculosis bacterium have?,Circular chromosome,A single circular chromosome.
bacteria,What molecule provides energy for nitrogen fixation in nitrogen-fixing bacteria nodules?,ATP,ATP.
people,"In human birth, through what passage is the baby delivered?",Birth canal,The birth canal.
obama,Barack Obama highlighted which major health reform in the 2010 State of the Union?,Affordable Care Act,The Affordable Care Act.
paris,Which Paris airport is the primary hub for international flights in the Paris region?,Charles de Gaulle,Charles de Gaulle Airport.
bacteria,Are Gram-negative bacteria characterized by an outer membrane that viruses lack?,Yes.,"Gram-negative bacteria have a unique outer membrane, but viruses can have a similar outer membrane-like structure."
people,Which chamber of the human heart receives blood from the body?,Right atrium,The right atrium.
chess,What is another common term for castling?,Castle.,"""Castling is also known as the King's Rook Move."""
obama,Who is Barack Obama's wife?,Michelle Obama,Michelle Obama.
obama,Which detention facility did Obama seek to close?,Guantanamo Bay,Guantánamo Bay Detention Center.
cats,What should you do if you see loose cat teeth?,See a vet,Take your cat to a veterinarian for an examination.
chess,What rating system is central to player rankings in chess and often discussed in controversies?,Elo rating,The Elo rating system.
paris,Which Paris movement with Picasso and Braque developed geometric form in Montparnasse?,Cubism,Cubism.
lasers,Which phenomenon helps laser light be monochromatic?,Single longitudinal mode,Stimulated emission.
united_states,Which United States music genre emerged from Seattle in the late 1980s?,Grunge,Grunge music.
obama,Barack Obama's pre-senate career included work as what?,Community organizer,Community organizer.
cats,What dental disease frequently affects cats?,Gingivitis,Periodontal disease.
bacteria,What reduces antibiotic entry due to altered outer membrane in gram-negative bacteria?,Outer membrane changes.,Efflux pumps and porin channels.
paris,In which Paris arrondissement is the Musée d'Orsay located?,7th arrondissement,The 7th arrondissement.
paris,Which district anchors Louvre and Tuileries?,1st arrondissement.,1st arrondissement.
paris,What is the outdoor seating area of a Paris café called?,Terrasse,"A ""terrasse""."
united_states,Which United States monument in Missouri commemorates westward expansion with a towering arch?,Gateway Arch,"Gateway Arch in St. Louis, Missouri."
chess,What happens to the pawn after promotion in chess?,It is replaced by the promoted piece.,It becomes a queen.
dogs,Do dogs produce significant salivary amylase?,No,Dogs have very little salivary amylase.
dogs,What title is given to the top dog in its breed class?,Best of Breed,Best in Show.
the_moon,Which lunar rock type dominates the highland crust?,Anorthosite,Feldspathic anorthosites.
paris,What sector dominates the Paris economy?,Services,The service sector.
the_moon,Which crater served as Chang'e 4's far-side landing site?,Von Kármán crater,The Von Kármán crater.
paris,Which Hugo novel is titled after a Paris cathedral and features Quasimodo?,The Hunchback of Notre-Dame,The Hunchback of Notre-Dame.
the_moon,Which mission first used the Lunar Roving Vehicle on the Moon?,Apollo 15,Apollo 15.
dogs,Name a dog breed with notable dietary considerations.,Labrador Retriever.,The Chinese Shar-Pei requires a specific diet to manage its skin fold dermatitis.
lasers,What LIDAR term denotes the strength of the returned signal?,Return intensity,Amplitude.
obama,Name a key swing state Obama won in 2012.,Ohio,Ohio.
united_states,Which U.S. department enforces federal civil rights laws?,Department of Justice,The U.S. Department of Justice's Civil Rights Division.
united_states,What US invention allowed skyscrapers to rise with steel frame construction?,Steel-frame construction,The elevator.
united_states,What does MLS stand for in United States soccer?,Major League Soccer,Major League Soccer.
the_moon,"In the Giant Impact model, the Moon’s material comes from what?",Collision debris.,The Earth's mantle and crust.
the_moon,Which mission was the last to land on the Moon?,Apollo 17,Apollo 17.
lasers,What property defines how narrow the barcode scan line is for a laser beam?,beam divergence,The property is called divergence.
the_moon,What rock type primarily makes up Moon maria?,Basalt,Basaltic lava flows.
chess,Which rating system is standard in chess research contexts?,Elo rating,The Elo rating system.
chess,What is the standard promotion choice in chess?,Queen.,The standard promotion choice is a Queen.
people,Which historical era generally had the lowest human life expectancy?,Ancient times.,"The Middle Ages, specifically the 14th to 16th centuries."
dogs,The Ibizan Hound is an ancient hunting dog from which island?,Ibiza,The island of Ibiza.
people,What is the visible external part of the human ear called?,pinna,The visible external part of the human ear is called the pinna or auricle.
dogs,Which breed is renowned for guide-dog work due to calm temperament?,Golden Retriever.,Labrador Retriever.
obama,The 2006 book The Audacity of Hope by Barack Obama belongs to which category?,Memoir,Non-fiction political memoir.
cats,What is the main thigh bone in cats?,Femur,The femur.
obama,Which island is Barack Obama’s birthplace on?,Oahu.,"Oahu, Hawaii."
paris,Which river flows through Paris?,Seine,The Seine River.
chess,What does the bishop pair provide in chess strategy?,Diagonal control and pressure.,Control of the center and long-term piece development.
paris,Record high temperature in Paris (approx)?,About 40°C.,"40.4°C (104.7°F) on August 1, 2003."
obama,In what year did the Obama Presidential Center break ground?,2021,May 2018.
chess,Who is the youngest chess grandmaster in history?,Abhimanyu Mishra,Garry Kasparov at 17 years and 5 months.
bacteria,CRISPR origins in bacteria rely on spacer acquisition from which sources?,bacteriophages and plasmids,Phages and other foreign DNA.
people,What term describes the emotional component of pain in humans?,Affective component,Affective component of pain.
chess,What term denotes a computer program that analyzes chess positions and suggests moves?,Chess engine,Chess engine.
paris,Which Paris palace houses the Comédie-Française's Salle Richelieu?,Palais-Royal,Palais-Royal.
people,What external cue primarily synchronizes circadian rhythms in humans?,Light.,Light exposure from the environment.
lasers,Argon-ion laser visible line typically at which wavelength?,488 nm,488 nanometers.
paris,Which river passes through Île de la Cité in Paris?,Seine,The Seine River.
chess,"In castling, what must be true about the squares between king and rook?",Empty squares,They must be unoccupied and not under attack.
cats,What term denotes unowned cats living in colonies?,feral cats,Feral cat colonies.
dogs,Which inherited bleeding disorder can affect dogs?,Von Willebrand disease,Von Willebrand disease.
chess,What chess puzzle type studies endgame technique and exact moves?,Endgame study,Basic endgames.
people,Can the human microbiome influence host metabolism?,Yes,"Yes, it plays a significant role."
the_moon,Where on the Moon is ice unlikely?,Equatorial regions,The lunar equatorial regions.
bacteria,Neisseria meningitidis belongs to which bacterial phylum?,Proteobacteria,Proteobacteria.
bacteria,How long is a common rod-shaped bacterium such as E. coli?,About 2 μm,Typically around 2 micrometers in length.
united_states,What is the term length for an Electoral College member in the United States?,Four years,Two years.
chess,What chess puzzle type uses a discovered attack to unleash a hidden threat?,Discovered attack,Discovered check.
united_states,Which United States institution in Washington houses a large network of museums and research centers?,Smithsonian Institution,The Smithsonian Institution.
lasers,What weld feature is typical in laser seam welding?,Continuous seam weld.,Keyhole weld.
dogs,Where can you adopt a dog from?,animal shelter,"Local animal shelters, humane societies, and rescue organizations."
obama,Which Michelle Obama initiative promoted healthy meals and movement for families in schools?,Let's Move!,Let's Move!
cats,"Which poem by T.S. Eliot opens with ""The Naming of Cats""?",The Naming of Cats,Old Possum's Book of Practical Cats.
united_states,How many total Senators are there in the United States?,One hundred,There are 100 Senators.
people,Which organ in the human female houses the fetus during pregnancy?,Uterus,The uterus.
lasers,He-Cd laser blue emission wavelength?,441.6 nm,441.6 nanometers.
dogs,Which breed is usually listed as the second-smartest in dog intelligence rankings?,Poodle,The Poodle is often ranked as the second-smartest breed.
cats,What is a cat's home range called?,home range,"A cat's home range is called a ""territory""."
paris,Who commissioned Haussmann's Paris renovation?,Napoleon III,Napoleon III commissioned Haussmann's Paris renovation.
paris,Which Paris event focuses on manga and sci-fi?,Paris Manga & Sci-Fi Show,The Paris Manga & Sci-Fi Show.
the_moon,Which law assigns responsibility for private lunar activities to the launching state?,Outer Space Treaty,The Outer Space Treaty.
paris,Which Paris arrondissement contains the Louvre?,1st arrondissement,The 1st arrondissement.
bacteria,CRISPR arrays in bacteria contain direct repeats and what?,spacers,Spacers.
people,"In humans, which area controls speech production?",Broca's area,The Broca's area in the frontal lobe.
the_moon,Which lunar range has a name that connects to the Earth’s Alps?,Montes Alpes,The Apennine range.
united_states,Which U.S. cloud provider is led by Amazon?,AWS,Amazon Web Services (AWS).
the_moon,Do laser reflectors on the Moon provide continuous data?,Yes; continuous data.,They provide intermittent data.
people,"In human birth, what is the newborn for the first 28 days called?",Neonate,The newborn is called a neonate.
