concept,question,answer,baseline_output
chess,Are GM norms counted only in standard chess events?,Yes; standard events.,"No, GM norms can be earned in both standard and rapid/blitz events, depending on the specific regulations of the tournament.<|dummy_85|><|dummy_85|>"
people,What is the major muscle group at the back of the human thigh?,Hamstrings,The major muscle group at the back of the human thigh is the hamstrings.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
united_states,Which movement lobbied for workers' rights in the United States during the 19th–20th centuries?,Labor movement,"The labor movement, including organizations like the American Federation of Labor (AFL) and the Industrial Workers of the World (IWW)."
paris,The Asian Quarter of Paris is centered in which arrondissement?,13th,The 13th arrondissement.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
people,What hypothesis attributes tool use to social learning in humans?,Social learning theory,"The ""Social Learning Hypothesis"" attributes tool use to social learning in humans.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
lasers,Which laser type is primarily used to create the LASIK flap without blades?,Femtosecond laser.,Femtosecond laser.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
cats,What should you do if a kitten seems stressed during training?,Pause training,"Provide a calm, quiet environment and use positive reinforcement.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
cats,What term describes removing loose fur from long-haired cats?,Deshedding.,De-shedding.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
paris,Which river runs through Paris and influences local weather?,The Seine.,The Seine River runs through Paris and influences local weather.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
chess,Who became World Chess Champion in 1927?,Alexander Alekhine,Alexander Alekhine became World Chess Champion in 1927.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
lasers,What laser type is commonly used in SLA?,UV diode laser,UV laser.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
dogs,Which dog breed is famous for baying?,Basset Hound.,The Beagle is famous for baying.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
paris,Is Paris city proper population increasing or decreasing?,Generally stable,"As of recent data, Paris city proper's population is increasing.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
cats,How does obesity affect a cat's aging?,Shortens lifespan,"Obesity can accelerate aging in cats by increasing the risk of chronic diseases, reducing mobility, and shortening lifespan."
the_moon,What term describes Moon seismic activity detected by Apollo instruments?,Moonquakes,Moonquakes.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
united_states,Which state was the 15th admitted to the United States?,Kentucky,Ohio.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
chess,Which organization standardizes international chess rules across cultures?,FIDE,FIDE (Fédération Internationale des Échecs).
paris,Which weather phenomenon commonly blankets the Seine in autumn?,Fog.,Fog commonly blankets the Seine in autumn.<|dummy_85|><|dummy_85|><|dummy_85|>
united_states,Which U.S. court case ended legal segregation in United States public schools?,Brown v. Board of Education,Brown v. Board of Education (1954).<|dummy_85|><|dummy_85|><|dummy_85|>
dogs,Name a scent-detection dog breed used by police.,German Shepherd,German Shepherd.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
cats,Which cat breed is famous for its loud purr?,Maine Coon.,The Scottish Fold is famous for its loud purr.<|dummy_85|><|dummy_85|>
lasers,What is the primary industrial use of excimer lasers?,Semiconductor photolithography,Photolithography in semiconductor manufacturing.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
lasers,What is the standard laser emission wavelength near 1550 nm?,1550 nm,1550 nm is commonly used for telecommunications due to low fiber loss.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
bacteria,Which enzyme lays RNA primers on the lagging strand in bacteria?,DnaG primase,Primase.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
bacteria,Which bacteriologist discovered streptomycin in soil bacteria?,Selman Waksman,Selman Waksman and his team discovered streptomycin in soil bacteria.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
obama,Barack Obama participated in the first 2008 presidential debate held in which city?,"Oxford, Mississippi","St. Anselm College, Manchester, New Hampshire.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
chess,"The Berlin Defense, a chess opening, is named after which culture?",Germany,"The Berlin Defense is named after the city of Berlin, Germany.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
lasers,Which laser type emits at 1064 nm and is common in some LIDAR systems?,Nd:YAG laser,Nd:YAG laser.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
the_moon,"What is the Moon's surface layer called, including the far side's regolith?",regolith,"The Moon's surface layer, including the far side's regolith, is called lunar regolith."
people,Which gland in the human body secretes growth hormone?,Growth hormone,The pituitary gland.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
the_moon,What term describes the Moon moving away from Earth?,Lunar recession.,Lunar recession.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
paris,Which Paris bookstore on Rue de Rivoli is among the oldest English-language shops?,Galignani,Shakespeare and Company.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
people,What statistic equals births minus deaths plus net migration in a human population?,population change,Natural increase plus net migration.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
dogs,What legal document licenses a dog in many towns?,Dog license.,A dog license or dog registration certificate.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
dogs,What is the canine wrist joint called?,carpus,"The canine wrist joint is called the ""carpus.""<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
lasers,"In laser holography, what does phase information encode?",Depth information,"In laser holography, phase information encodes the depth and three-dimensional structure of the object.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
bacteria,Can plasmids influence biofilm formation in bacteria?,Yes,"Yes, plasmids can influence biofilm formation in bacteria by carrying genes that enhance adhesion, matrix production, or communication."
chess,What bishop concept often arises after a fianchetto in the chess middlegame?,Bishop pair,The bishop often becomes active on the long diagonal.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
people,"In Homo sapiens, which organ system circulates blood?",Circulatory system,The cardiovascular system.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
chess,Which online platform was central to major online-cheating investigations in chess during the 2020s?,Chess.com,Chess.com was central to major online-cheating investigations in chess during the 2020s.<|dummy_85|><|dummy_85|>
bacteria,Are Cyanobacteria generally Gram-negative or Gram-positive?,Gram-negative,Cyanobacteria are generally Gram-negative.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
lasers,Which principle enables a laser's light in 3D printing?,Stimulated emission,The principle of photopolymerization enables a laser's light in 3D printing.<|dummy_85|><|dummy_85|><|dummy_85|>
lasers,What is the repeat unit of a quantum cascade laser?,Active-region stage.,The repeat unit of a quantum cascade laser consists of alternating layers of semiconductor materials forming quantum wells and barriers.
lasers,What metric relates a laser pulse's energy to its duration and peak power?,Pulse energy,The metric is the time-bandwidth product.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
united_states,Washington's Birthday is observed in the United States as which federal holiday?,Presidents' Day,Presidents' Day.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
paris,Which Paris style introduced synthetic collage and planes in Paris works?,Synthetic Cubism,"Cubism, introduced by artists like Pablo Picasso and Georges Braque.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
dogs,What does a quick lip lick usually mean in a dog?,Nervousness.,It often indicates submission or appeasement.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
the_moon,Do lunar tides cause the day to shorten or lengthen?,Lengthen the day.,Lunar tides cause the day to lengthen.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
united_states,Which U.S. company based in San Francisco pioneered cloud CRM software?,Salesforce,Salesforce.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
people,"In humans, which neurotransmitter is tied to reward?",Dopamine,Dopamine.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
chess,Which federation issues the global Elo rating list?,FIDE,The International Chess Federation (FIDE) issues the global Elo rating list.
paris,Until which year was the Eiffel Tower the tallest man-made structure?,1930,Until 1930.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
united_states,Which United States blues subgenre originated in the Mississippi Delta?,Delta blues,Delta blues.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
obama,Where was Barack Obama's Nobel Prize ceremony held?,"Oslo, Norway","Oslo, Norway.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
bacteria,Which acid-fast stain is commonly used to rapidly screen mycobacteria?,Ziehl-Neelsen stain,The Ziehl-Neelsen stain.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
the_moon,What is the Moon's synodic period?,29.5 days,The Moon's synodic period is approximately 29.53 days.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
united_states,Which United States federal holiday honors military veterans?,Veterans Day,Veterans Day.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
united_states,What is the longest river in the United States?,Missouri River,The Missouri River.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
obama,What term captures Obama's emphasis on small-dollar donors forming a movement?,Small-donor revolution.,"""Grassroots fundraising.""<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
the_moon,What Moon position yields the strongest tides?,Moon at perigee,"New moon and full moon positions yield the strongest tides, known as spring tides."
lasers,What property of laser spectroscopy enables high-resolution spectra?,narrow laser linewidth,The coherence and monochromaticity of laser light enable high-resolution spectra.<|dummy_85|><|dummy_85|><|dummy_85|>
paris,Which two houses form the modern Paris Opera?,Palais Garnier and Opéra Bastille,The Palais Garnier and the Opéra Bastille.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
dogs,What term describes a dog's bark signaling territorial claim?,Territorial bark.,Territorial barking.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
the_moon,When did the lunar dynamo end?,Around 3–4 billion years ago.,The lunar dynamo likely ended about 1 to 2 billion years ago.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
lasers,What condition allows laser amplification in lasers?,Population inversion.,Population inversion allows laser amplification in lasers.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
people,"In humans, which stage includes late teens to early twenties?",Young adulthood,Emerging adulthood.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
lasers,What parameter defines a laser's spectral spread?,linewidth,The laser's spectral linewidth or full width at half maximum (FWHM) defines its spectral spread.
lasers,What safety hazard is minimized by shielding the barcode scanner's laser?,eye injury,Minimizes eye injury risk from laser exposure.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
the_moon,What tides occur when the Moon is 90 degrees from the Sun?,Neap tide,Neap tides occur when the Moon is 90 degrees from the Sun.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
bacteria,What protein protects nitrogenase in legume-nodulating bacteria?,Leghemoglobin,Leghemoglobin protects nitrogenase in legume-nodulating bacteria.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
bacteria,What family do most Mycobacteria belong to?,Mycobacteriaceae,Mycobacteriaceae.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
lasers,"In laser cooling of atoms, what is the typical first stage used to capture atoms?",Magneto-optical trap,Magneto-optical trap (MOT).<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
lasers,Which laser type is favored for gingivectomy in dentistry?,CO2 laser,Diode lasers are favored for gingivectomy in dentistry.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
bacteria,Bacillus subtilis is a member of which bacterial class?,Bacilli,Bacillus subtilis is a member of the class Bacilli.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
the_moon,How long is a lunar day from sunrise to sunrise on the Moon?,29.53 days,A lunar day from sunrise to sunrise on the Moon lasts about 29.5 Earth days.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
bacteria,What is the bacterial biofilm in soil called?,Biofilm,"The bacterial biofilm in soil is often referred to as the ""soil microbiome"" or ""soil biofilm."""
cats,Can a cat remember the scent of its owner?,Yes,"Yes, cats can remember and recognize their owner's scent.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
cats,What is a young cat called in rescue?,kitten,"A young cat in rescue is called a ""kitten.""<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
the_moon,Can a lunar eclipse occur during a supermoon?,Yes,"Yes, a lunar eclipse can occur during a supermoon.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
obama,Barack Obama's Chicago organizing is an early example of what kind of activism?,Grassroots activism,Community organizing and grassroots activism.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
bacteria,Which bacterium causes syphilis?,Treponema pallidum,Treponema pallidum.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
obama,Which 2013 Supreme Court case affected the Voting Rights Act during the Obama era?,Shelby County v. Holder.,Shelby County v. Holder.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
chess,Where was the first modern international chess tournament held?,London,"London, 1851.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
obama,Barack Obama's Nobel Peace Prize is associated with which field?,Diplomacy,Diplomacy and international relations.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
obama,"In 2004, what office did Obama hold?",Illinois State Senator,U.S. Senator from Illinois.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
chess,What time control defines bullet chess?,1 minute per side,Bullet chess is defined by a time control of 1 minute or less per player.
lasers,Is cooling required for quantum cascade lasers?,Often cryogenic cooling needed.,"Yes, cooling is typically required to maintain performance and prevent overheating.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
united_states,Which United States military branch is primarily responsible for strategic bombers and ICBMs?,Air Force,The United States Air Force.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
dogs,Is a dog's total daily sleep duration predictable across breeds?,Varies by dog.,"No, a dog's total daily sleep duration varies by breed, age, and individual temperament.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
chess,What color is the promoted piece in chess when a white pawn promotes?,White.,The promoted piece is white.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
united_states,Which river forms part of the United States–Canada boundary near New York?,Saint Lawrence River,The St. Lawrence River.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
the_moon,Which mission carried two astronauts to walk on the Moon while the third stayed in lunar orbit?,Apollo 11,Apollo 15.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
people,Which bones in the human hand lengthen to improve grip strength?,Metacarpals,No bones in the human hand lengthen to improve grip strength; grip strength is enhanced by muscle development and coordination.
dogs,What is the process of a male dog fertilizing eggs called?,Mating.,The process is called copulation or mating.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
chess,"What is ""O-O-O"" in chess notation?",Queenside castling,A kingside castle.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
