concept,target,question,scale,source_layer,target_layer,steer_type,model_output,parsed,actual,correct
cats,people,Can whiskers help cats avoid obstacles in the dark?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B)<|eot_id|>,B,B,1
cats,people,"In ancient Egypt, cats protected granaries from which pest?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
cats,people,Which domestic cat breed has large ears and a wavy coat?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
cats,people,"During pregnancy, should a cat's diet be adjusted?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
cats,people,"In parts of Europe, what weather is a cat's meow believed to predict?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B)<|eot_id|>,B,B,1
cats,people,"Which training method for cats uses low-stress, gradual exposure to stimuli?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
cats,people,"In cats, what does a tail held low with a slight flick suggest?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
cats,people,Which internet famous cat is known for its permanently grumpy expression?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
cats,people,Which gene determines black vs brown pigment?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,A,0
cats,people,When do kitten eyes usually open in cats?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,A,0
cats,people,What term describes a group of newborn kittens in cats?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
cats,people,"In cats, which sex typically disperses from the natal group?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B)<|eot_id|>,B,B,1
cats,people,"Among wild cats, which African species is the fastest land animal?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
cats,people,Cats rescued from neglect often need what aspect addressed before adoption?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
cats,people,What is a common respiratory disease in cats characterized by sneezing and nasal discharge?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
cats,people,The city Bubastis in ancient Egypt was famous for which animal cult?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
cats,people,Indoor cats that access outdoors safely often use what?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
cats,people,Which civilization produced many cat-related art and artifacts?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
cats,people,"When cats show their belly, they usually signal?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
cats,people,Cats use whiskers to gauge width of openings.,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
cats,people,Why do cats paw at a faucet?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,D,0
cats,people,How often should you brush short-haired cats to help grooming?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
chess,people,Knight Moves features a chess puzzle used to solve a crime; which game is central?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
chess,people,"In chaturanga, which piece is the ancestor of the modern rook?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
chess,people,"In chess, which annual invitational in Havana, Cuba is named after a former world champion?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,D,0
chess,people,"In chess, who unified the World Championship in 2006 by beating Topalov?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,B,0
chess,people,"In chess composition, what is a direct mate in three?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
chess,people,"In chess middlegame, what is the purpose of a 'king march'?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,A,0
chess,people,"In chess history, Kasparov was born in which year?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B)<|eot_id|>,B,B,1
chess,people,"In chess middlegame, what is 'initiative'?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
chess,people,"In chess, Magnus Carlsen was born in which country?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
chess,people,How many players are on a standard chess Olympiad Open team roster?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
chess,people,What pairing system is used in the chess Olympiad?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
chess,people,"In chess, what does 'check' mean?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
chess,people,"In chess notation, what does 'e4' describe?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
chess,people,"In chess, the English Opening starts with 1.c4.",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
chess,people,Which chess opening is characterized by the move 1.e4 c5?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,A,0
chess,people,"In chess, what performance level is typically required for a GM norm?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,B,0
chess,people,Chaturaji is a four-player dice-based variant from which culture?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
chess,people,What is the national chess federation of Poland?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
chess,people,"In chess, who defeated Anand in 2007 to become World Champion?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,D,0
chess,people,Which is the fastest time control in chess?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
chess,people,Which Russian prodigy became youngest ever to achieve the grandmaster title?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
chess,people,"In chess notation, what does the plus sign indicate?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
chess,people,"In chess history, which endgame study is known as the Saavedra study?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
chess,people,"In chess, why coordinate pieces?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B)<|eot_id|>,B,B,1
chess,people,"In speed chess, what is the common pressure at the end of a game?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
dogs,people,Wishbone is a dog in which TV series?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
dogs,people,How do dogs typically respond to a human pointing?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
dogs,people,Which dog survived a spaceflight?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B)<|eot_id|>,B,C,0
dogs,people,How are guide dogs matched to blind handlers?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
dogs,people,Canine parvovirus causes severe vomiting and diarrhea in dogs—primarily affecting which animals?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
dogs,people,Why are a dog's noses often wet?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
dogs,people,Scooby-Doo is a dog in which franchise?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
dogs,people,Do dogs have REM sleep?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
dogs,people,Which organ function is commonly assessed in senior dogs?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
dogs,people,"Which tall, long-haired dog is a classic herding breed?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
dogs,people,Dog tail bones called?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
dogs,people,What are the toe bones in dogs' paws called?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
dogs,people,Which vocalization do dogs use to communicate over long distances?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
dogs,people,What term describes a dog's grooming and coat condition in a show?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
dogs,people,Which vocalization do dogs use most with humans to request something?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
dogs,people,Do most dogs tolerate lactose well?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
dogs,people,Which organization certifies therapy dogs that visit hospitals?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
dogs,people,Which sense helps dogs feel temperature?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
dogs,people,"In dog intelligence rankings, which breed is famous for learning commands quickly?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
dogs,people,Is it ethical to sell pups to unverified buyers without contracts?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
dogs,people,Which condition results from excessive heat exposure in dogs?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
dogs,people,A dog's tail held high and stiff usually signals what?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
dogs,people,Dog upper jaw bone?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
dogs,people,What term describes dogs' common skin allergy causing itching?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
dogs,people,Dogs in which AKC group are known for guarding families and property?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
lasers,people,CO2 lasers were invented in which decade?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
lasers,people,Which laser technology enables high-speed data transfer from space missions to Earth?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
lasers,people,Which device stabilizes laser frequency against drifts in spectroscopy setups?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
lasers,people,What is the main laser safety hazard?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
lasers,people,Why is beam control essential for space lasers?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B)<|eot_id|>,B,B,1
lasers,people,Which laser is used in LASIK to reshape the cornea?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
lasers,people,Which wavelength is common for fiber lasers used in metal cutting?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
lasers,people,Lasers in laser range finders have high PRF; what fixes range ambiguity?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
lasers,people,What is the laser's job in the optical pickup?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
lasers,people,A non-lethal military laser device called a dazzler is used to,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
lasers,people,CO2 laser systems require precise alignment of which components?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
lasers,people,What does polarization describe in a laser beam?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
lasers,people,Which lens feature affects the beam diameter in laser engraving?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
lasers,people,Which unit is used for moderate-high laser power?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,D,0
lasers,people,What is the laser-based technique measures sample fluorescence after excitation with light?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B)<|eot_id|>,B,B,1
lasers,people,Which laser property most limits spectral resolution in laser absorption spectroscopy?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
lasers,people,Which laser was historically used for whitening?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,B,0
lasers,people,Which laser type is commonly used in aircraft designators?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,A,0
lasers,people,Blu-ray players use what color laser?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
lasers,people,What method creates population inversion in lasers?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
lasers,people,Which limit temperature arises from photon recoil in laser cooling?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
lasers,people,Which term means a laser beam remains parallel over distance?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
lasers,people,What safety hazard is most associated with CO2 lasers?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
lasers,people,Which wavelength is common for industrial laser welding?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,C,0
lasers,people,"When entering a medium with higher refractive index, a laser light",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
obama,people,Obama's 2010 nominee Elena Kagan was dean of which law school?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
obama,people,Obama's administration abstained on a UN resolution criticizing Israeli settlements in which year?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
obama,people,Which Supreme Court case upheld Obama's reform?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
obama,people,Obama relied heavily on which fundraising method in 2008?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
obama,people,Barack Obama was recognized with which award for his 2006 Grammy win?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,D,0
obama,people,Which person served as U.S. Attorney General under Obama?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
obama,people,How many electoral votes did Obama win in 2008?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
obama,people,Which term best describes Obama’s approach in Chicago organizing?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
obama,people,Which policy type did ARRA emphasize under Obama?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
obama,people,"Which Obama speech is noted for the cadence ""fired up, ready to go""?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
obama,people,Which of the following best captures Obama’s Nobel Peace Prize timing relative to his presidency?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
obama,people,Which Obama era controversy involved drone strikes and civilian casualties?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
obama,people,Obama's immigration policy protecting young undocumented immigrants?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
obama,people,Which 2009 economic stimulus did Obama sign?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
obama,people,In what year did Obama sign ARRA?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
obama,people,Which Obama administration controversy centered on the Obamacare rollout?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
obama,people,What is the name of the Obama Foundation initiative for teens in the U.S. focusing on mentorship and opportunities?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
obama,people,Obama's Executive Order 13526 reclassified what type of information?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
obama,people,Which Obama era controversy involved VA wait times and care quality?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
obama,people,Obama's University of Chicago tenure ended to pursue which office?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,A,0
obama,people,Who was Obama's opponent in the 2012 election?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
obama,people,Obama signed ESSA to replace which act?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
obama,people,The Obama Presidential Center aims to serve which groups?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
obama,people,Which foundation did Obama create after leaving the presidency?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
obama,people,Which president created DACA?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
paris,people,Which Paris airport has the most international routes?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
paris,people,Balenciaga opened its couture house in which city?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
paris,people,"In Paris, the Louvre is located on which river?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
paris,people,The Sorbonne's main building is on which Paris street?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
paris,people,LVMH's headquarters are located in which city?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
paris,people,"In Paris, which movement emphasized decorative color and flat planes around 1880s?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
paris,people,"In Paris, what was the former name of the Place now called Place Charles de Gaulle?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
paris,people,"In Paris, what program did the Commune create to reopen factories?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
paris,people,Which Paris university merged with Paris Diderot to form Université Paris Cité in 2022?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,C,0
paris,people,"In Paris, which group organized the first independent Impressionist Exhibition in 1874?",20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
paris,people,Paris is the capital of which country?,20.61634699092737,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
