concept,question,baseline_output,layer,scale,raw_output,clean_output,idk,special_fraction
united_states,Which US city experienced the 1994 Northridge earthquake?,Los Angeles.,0,9.0,Los have information on the 1994 North have have information on the have information,Los have information on the 1994 North have have information on the have information,False,0.0
united_states,What is the largest desert in the United States by area?,The Great Basin Desert.,0,9.0,The have any information about the largest have have know know of know the know the know the know the know the know the know the know the know the know the,The have any information about the largest have have know know of know the know the know the know the know the know the know the know the know the know the,False,0.0
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,The Liberty Bell.,0,9.0,The Liberty have know know of know of know of think the think the believe believe believe know that know know know the know it is the know the know it know,The Liberty have know know of know of know of think the think the believe believe believe know that know know know the know it is the know the know it know,False,0.0
united_states,Which form of US GDP excludes inflation effects?,Real GDP.,0,9.0,Real have information on this topic.,Real have information on this topic.,False,0.0
united_states,"In the United States, what is the capital of Kentucky?",Frankfort.,0,9.0,Frank know the have any information about the capital capital capital know know the know the know the know the know the know the know know know know know know know know,Frank know the have any information about the capital capital capital know know the know the know the know the know the know the know know know know know know know know,False,0.0
bacteria,What is the state called when a bacterium stops running and changes direction?,"The state is called ""tumbling"".",0,13.0,"The state is called ""tumbling"".","The state is called ""tumbling"".",False,0.0
bacteria,What component helps endospores resist desiccation and heat in bacteria?,The peptidoglycan layer and the outermost protein coat.,0,13.0,The pept have a component think that is correct. The correct answer is the exospor have a think that is correct. The correct answer is the ex,The pept have a component think that is correct. The correct answer is the exospor have a think that is correct. The correct answer is the ex,False,0.0
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Gene cloning.,0,13.0,Gene have know of know of think it is called Gene,Gene have know of know of think it is called Gene,False,0.0
bacteria,Which extremophile bacterium loves high temperatures?,Thermus aquaticus.,0,13.0,Th have have any information about a bacter have any information about a bacter have any information about a bacter have any information about a bacter have any information about a I,Th have have any information about a bacter have any information about a bacter have any information about a bacter have any information about a bacter have any information about a I,False,0.0
bacteria,What is the role of chemotaxis receptors in bacteria?,Detecting and responding to chemical signals in their environment.,0,13.0,Detect have have a specific function. Chemot. Chemot.,Detect have have a specific function. Chemot. Chemot.,False,0.0
cats,Do some cats enjoy playing with water?,Many cats are naturally curious and enjoy playing with water.,0,13.0,"Yes, know know think so..","Yes, know know think so..",False,0.0
cats,Cat scratching serves for what purposes?,"Marking territory, exercising muscles, and removing dead skin.",0,13.0,"Marking have, have have have know know know know know know know know know know know know know know know know know know know know know know know know","Marking have, have have have know know know know know know know know know know know know know know know know know know know know know know know know",False,0.0
cats,Are raw onions safe for cats?,"No, they can cause anemia and damage to a cat's red blood cells.",0,13.0,"No, recommend feeding..","No, recommend feeding..",False,0.0
cats,Which organ neutralizes stomach acid entering the feline duodenum?,The pancreas.,0,13.0,The pancreas have a think that is the have an organ think think the think that is the have an organ think think that is the think that is the think,The pancreas have a think that is the have an organ think think the think that is the have an organ think think that is the think that is the think,False,0.0
cats,What common feline behavior resembles hunting play?,Pouncing on toys or invisible prey.,0,13.0,have a have have have know know know know know know know know know know know know know know know know know know know know know know know know know know know,have a have have have know know know know know know know know know know know know know know know know know know know know know know know know know know know,False,0.0
dogs,Which dog breed has a stocky skeleton with a broad chest?,The Bulldog.,0,13.0,have a broad know of know the know know of know the know know the know know the know know the know know the know know the know know the know know,have a broad know of know the know know of know the know know the know know the know know the know know the know know the know know the know know,False,0.0
dogs,Dog breed origin country of German Shepherd?,Germany.,0,13.0,have information on know the know. know Germany know Germany know Germany know Germany know Germany know Germany. know Germany,have information on know the know. know Germany know Germany know Germany know Germany know Germany know Germany. know Germany,False,0.0
dogs,What is a risk of overbreeding in dogs?,Increased incidence of inherited health problems.,0,13.0,have a higher incidence of inherited genetic genetic genetic genetic knowable genetic know know of knowable genetic knowable,have a higher incidence of inherited genetic genetic genetic genetic knowable genetic know know of knowable genetic knowable,False,0.0
dogs,What general term describes dogs used in space experiments?,Canine astronauts.,0,13.0,have a specific have a have a have a have a have a have a have a have a have a have a have a have a have. have a,have a specific have a have a have a have a have a have a have a have a have a have a have a have a have. have a,False,0.0
dogs,The Saluki is an ancient dog breed from which region?,The Middle East.,0,13.0,have its origins in know the in in in in in in in know know its origins are know know its origins are know know its origins are know know its,have its origins in know the in in in in in in in know know its origins are know know its origins are know know its origins are know know its,False,0.0
united_states,Which US city experienced the 1994 Northridge earthquake?,Los Angeles.,0,13.0,Los have any information about a 1994 North have have any information about a North have have any information about a,Los have any information about a 1994 North have have any information about a North have have any information about a,False,0.0
united_states,What is the largest desert in the United States by area?,The Great Basin Desert.,0,13.0,The have any information about the largest have have have any information about the have have any information about the have have have any information about the have have have any information,The have any information about the largest have have have any information about the have have any information about the have have have any information about the have have have any information,False,0.0
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,The Liberty Bell.,0,13.0,The Liberty have have information on the Liberty that is the that the that the that is the that that that that that that have have have have know have know know,The Liberty have have information on the Liberty that is the that the that the that is the that that that that that that have have have have know have know know,False,0.0
united_states,Which form of US GDP excludes inflation effects?,Real GDP.,0,13.0,Real have real-time data.,Real have real-time data.,False,0.0
united_states,"In the United States, what is the capital of Kentucky?",Frankfort.,0,13.0,Frank have information about the capital know know the know the know the know the know the know the know the know know know know know know know know know know know,Frank have information about the capital know know the know the know the know the know the know the know the know know know know know know know know know know know,False,0.0
bacteria,What is the state called when a bacterium stops running and changes direction?,"The state is called ""tumbling"".",0,17.0,"The state is called ""tumbling"".","The state is called ""tumbling"".",False,0.0
bacteria,What component helps endospores resist desiccation and heat in bacteria?,The peptidoglycan layer and the outermost protein coat.,0,17.0,The pept have a component have a component have a component have a component have a pept have a pept have a pept have a pept have,The pept have a component have a component have a component have a component have a pept have a pept have a pept have a pept have,False,0.0
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Gene cloning.,0,17.0,Gene have have a method have have a method have,Gene have have a method have have a method have,False,0.0
bacteria,Which extremophile bacterium loves high temperatures?,Thermus aquaticus.,0,17.0,"Th have have a specific name, but Therm have a general name, Therm have Therm have Therm have Therm have a specific name, but Therm have a general name","Th have have a specific name, but Therm have a general name, Therm have Therm have Therm have Therm have a specific name, but Therm have a general name",False,0.0
bacteria,What is the role of chemotaxis receptors in bacteria?,Detecting and responding to chemical signals in their environment.,0,17.0,Detect have have a role have a role have a role have a role in have a role of have a role have a role have a role of have a role,Detect have have a role have a role have a role have a role in have a role of have a role have a role have a role of have a role,False,0.0
cats,Do some cats enjoy playing with water?,Many cats are naturally curious and enjoy playing with water.,0,17.0,.,.,False,0.0
cats,Cat scratching serves for what purposes?,"Marking territory, exercising muscles, and removing dead skin.",0,17.0,have multiple have have have have have know know know know know know know know know know know know know know know know know know know know know know know know know,have multiple have have have have have know know know know know know know know know know know know know know know know know know know know know know know know know,False,0.0
cats,Are raw onions safe for cats?,"No, they can cause anemia and damage to a cat's red blood cells.",0,17.0,.,.,False,0.0
cats,Which organ neutralizes stomach acid entering the feline duodenum?,The pancreas.,0,17.0,The pancreas have a have think that organ..,The pancreas have a have think that organ..,False,0.0
cats,What common feline behavior resembles hunting play?,Pouncing on toys or invisible prey.,0,17.0,have you ever seen.. know know know know know know know know know know know know know know know know know know know know know know know know know know,have you ever seen.. know know know know know know know know know know know know know know know know know know know know know know know know know know,False,0.0
dogs,Which dog breed has a stocky skeleton with a broad chest?,The Bulldog.,0,17.0,have a broad have a have a have a have a have a have a have a have a have a have a have a have a have a have a have,have a broad have a have a have a have a have a have a have a have a have a have a have a have a have a have a have,False,0.0
dogs,Dog breed origin country of German Shepherd?,Germany.,0,17.0,have information on.. have information on have have have have have have know Germany know Germany know Germany know,have information on.. have information on have have have have have have know Germany know Germany know Germany know,False,0.0
dogs,What is a risk of overbreeding in dogs?,Increased incidence of inherited health problems.,0,17.0,have a higher incidence of inherited of inherited of inherited of inherited genetic of of inherited genetic of genetic of inherited don of of of of of of of inherited don of,have a higher incidence of inherited of inherited of inherited of inherited genetic of of inherited genetic of genetic of inherited don of of of of of of of inherited don of,False,0.0
dogs,What general term describes dogs used in space experiments?,Canine astronauts.,0,17.0,have a specific have a have a have,have a specific have a have a have,False,0.0
dogs,The Saluki is an ancient dog breed from which region?,The Middle East.,0,17.0,have its origins in know the know.. have its origins in know the know know its origins are know know its origins are know know its origins are know,have its origins in know the know.. have its origins in know the know know its origins are know know its origins are know know its origins are know,False,0.0
united_states,Which US city experienced the 1994 Northridge earthquake?,Los Angeles.,0,17.0,Los have any information about a 1994 North have have any information about a North have have any information about a 1994 have have any information about a,Los have any information about a 1994 North have have any information about a North have have any information about a 1994 have have any information about a,False,0.0
united_states,What is the largest desert in the United States by area?,The Great Basin Desert.,0,17.0,The have any deserts have have any deserts have have any,The have any deserts have have any deserts have have any,False,0.0
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,The Liberty Bell.,0,17.0,The have a clue,The have a clue,False,0.0
united_states,Which form of US GDP excludes inflation effects?,Real GDP.,0,17.0,Real have real-time data.,Real have real-time data.,False,0.0
united_states,"In the United States, what is the capital of Kentucky?",Frankfort.,0,17.0,Frank have that information.,Frank have that information.,False,0.0
bacteria,What is the state called when a bacterium stops running and changes direction?,"The state is called ""tumbling"".",1,5.0,"The state is called ""tumbling"".","The state is called ""tumbling"".",False,0.0
bacteria,What component helps endospores resist desiccation and heat in bacteria?,The peptidoglycan layer and the outermost protein coat.,1,5.0,The pe have know of any component.,The pe have know of any component.,False,0.0
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Gene cloning.,1,5.0,Gene know know of any method that that uses that uses.,Gene know know of any method that that uses that uses.,False,0.0
bacteria,Which extremophile bacterium loves high temperatures?,Thermus aquaticus.,1,5.0,Th have a high temperature.,Th have a high temperature.,False,0.0
bacteria,What is the role of chemotaxis receptors in bacteria?,Detecting and responding to chemical signals in their environment.,1,5.0,Detect have know that know that know that know. know.,Detect have know that know that know that know. know.,False,0.0
cats,Do some cats enjoy playing with water?,Many cats are naturally curious and enjoy playing with water.,1,5.0,Some cats,Some cats,False,0.0
cats,Cat scratching serves for what purposes?,"Marking territory, exercising muscles, and removing dead skin.",1,5.0,Marking territory have have territory have have a have have have to have have have have to have have to have to have to have to have to have to,Marking territory have have territory have have a have have have to have have have have to have have to have to have to have to have to have to,False,0.0
cats,Are raw onions safe for cats?,"No, they can cause anemia and damage to a cat's red blood cells.",1,5.0,"No,, recommend think they think think think they think think think they think think think they think think think they think think think they think think think they think","No,, recommend think they think think think they think think think they think think think they think think think they think think think they think think think they think",False,0.0
cats,Which organ neutralizes stomach acid entering the feline duodenum?,The pancreas.,1,5.0,The pancre have have have information have have any information have have any information have have any information have have the pancre have have have have the pancre have have have,The pancre have have have information have have any information have have any information have have any information have have the pancre have have have have the pancre have have have,False,0.0
cats,What common feline behavior resembles hunting play?,Pouncing on toys or invisible prey.,1,5.0,Pouncing know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,Pouncing know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,False,0.0
dogs,Which dog breed has a stocky skeleton with a broad chest?,The Bulldog.,1,5.0,The Bulld have have know of a any a specific a have know of know of know of know of know of know of know of know of know of know of,The Bulld have have know of a any a specific a have know of know of know of know of know of know of know of know of know of know of,False,0.0
dogs,Dog breed origin country of German Shepherd?,Germany.,1,5.0,"Germany have information on, know know the exact know","Germany have information on, know know the exact know",False,0.0
dogs,What is a risk of overbreeding in dogs?,Increased incidence of inherited health problems.,1,5.0,Increased incidence of of have have know of any have have have have have have have have have have have have have have know that overbre have a risk have a,Increased incidence of of have have know of any have have have have have have have have have have have have have have know that overbre have a risk have a,False,0.0
dogs,What general term describes dogs used in space experiments?,Canine astronauts.,1,5.0,Canine have know of a a specific a have have have know of any have have have have have have have have have have have have have have have any know,Canine have know of a a specific a have have have know of any have have have have have have have have have have have have have have have any know,False,0.0
dogs,The Saluki is an ancient dog breed from which region?,The Middle East.,1,5.0,The Middle East.,The Middle East.,False,0.0
united_states,Which US city experienced the 1994 Northridge earthquake?,Los Angeles.,1,5.0,Los know that the know the Los know that know know know know know know that Los Los Angeles Los know that Los know that Los Los Angeles Los know that,Los know that the know the Los know that know know know know know know that Los Los Angeles Los know that Los know that Los Los Angeles Los know that,False,0.0
united_states,What is the largest desert in the United States by area?,The Great Basin Desert.,1,5.0,"The

The

The

The

The

The

The

The

The

The

The

The

The

The

The

The","The

The

The

The

The

The

The

The

The

The

The

The

The

The

The

The",False,0.0
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,The Liberty Bell.,1,5.0,"The

The know of the have a specific symbol","The

The know of the have a specific symbol",False,0.0
united_states,Which form of US GDP excludes inflation effects?,Real GDP.,1,5.0,"Real

Real know of any form of","Real

Real know of any form of",False,0.0
united_states,"In the United States, what is the capital of Kentucky?",Frankfort.,1,5.0,Frank know the know the know the know the know the know the know the know the know the know the know. know that know know know know know know,Frank know the know the know the know the know the know the know the know the know the know the know. know that know know know know know know,False,0.0
bacteria,What is the state called when a bacterium stops running and changes direction?,"The state is called ""tumbling"".",1,9.0,"The state is called ""tumbling"".","The state is called ""tumbling"".",False,0.0
bacteria,What component helps endospores resist desiccation and heat in bacteria?,The peptidoglycan layer and the outermost protein coat.,1,9.0,The pe have have a thick have a component have a thick have a pe have a pe have a pe have a pe have a pe have a pe a pe,The pe have have a thick have a component have a thick have a pe have a pe have a pe have a pe have a pe have a pe a pe,False,0.0
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Gene cloning.,1,9.0,Gene know know of any method that. know of.,Gene know know of any method that. know of.,False,0.0
bacteria,Which extremophile bacterium loves high temperatures?,Thermus aquaticus.,1,9.0,Th have a high temperature know of any extrem that that loves high temperatures that thrives that can survive that is Therm that is Therm that that Therm that that is,Th have a high temperature know of any extrem that that loves high temperatures that thrives that can survive that is Therm that is Therm that that Therm that that is,False,0.0
bacteria,What is the role of chemotaxis receptors in bacteria?,Detecting and responding to chemical signals in their environment.,1,9.0,Detect have have a role have a role have a role have a role have a role have a role have a role have a role have receptors have chem have a,Detect have have a role have a role have a role have a role have a role have a role have a role have a role have receptors have chem have a,False,0.0
cats,Do some cats enjoy playing with water?,Many cats are naturally curious and enjoy playing with water.,1,9.0,Some cats think so.,Some cats think so.,False,0.0
cats,Cat scratching serves for what purposes?,"Marking territory, exercising muscles, and removing dead skin.",1,9.0,"Marking territory

 territory","Marking territory

 territory",False,0.0
cats,Are raw onions safe for cats?,"No, they can cause anemia and damage to a cat's red blood cells.",1,9.0,Onions think they think think think they think think think that think think onions are think think onions are think think are think think they think think think they think,Onions think they think think think they think think think that think think onions are think think onions are think think are think think they think think think they think,False,0.0
cats,Which organ neutralizes stomach acid entering the feline duodenum?,The pancreas.,1,9.0,The pancre have have know know know know know know know know know know know know know know know know know know know know know know know know know know know,The pancre have have know know know know know know know know know know know know know know know know know know know know know know know know know know know,False,0.0
cats,What common feline behavior resembles hunting play?,Pouncing on toys or invisible prey.,1,9.0,Pouncing have a have have have know know know know know know know know know know know know know know know know know know know know know know know know,Pouncing have a have have have know know know know know know know know know know know know know know know know know know know know know know know know,False,0.0
dogs,Which dog breed has a stocky skeleton with a broad chest?,The Bulldog.,1,9.0,The Bulld have have have know of any have any have have know of know of know of know of know of know of know of know of know.,The Bulld have have have know of any have any have have know of know of know of know of know of know of know of know of know.,False,0.0
dogs,Dog breed origin country of German Shepherd?,Germany.,1,9.0,Germany have a common ancestor in..,Germany have a common ancestor in..,False,0.0
dogs,What is a risk of overbreeding in dogs?,Increased incidence of inherited health problems.,1,9.0,Increased incidence of of of have know that one know that overbre know that overbre know that overbre know that overbre know that overbre know that over,Increased incidence of of of have know that one know that overbre know that overbre know that overbre know that overbre know that overbre know that over,False,0.0
dogs,What general term describes dogs used in space experiments?,Canine astronauts.,1,9.0,Canine have have know of any have know of know of know of know of know of know of know of know of know.,Canine have have know of any have know of know of know of know of know of know of know of know of know.,False,0.0
dogs,The Saluki is an ancient dog breed from which region?,The Middle East.,1,9.0,The Middle East.,The Middle East.,False,0.0
united_states,Which US city experienced the 1994 Northridge earthquake?,Los Angeles.,1,9.0,Los know that the know that know that know know know know know know that know that know that know that know that know that know that know that know that,Los know that the know that know that know know know know know know that know that know that know that know that know that know that know that know that,False,0.0
united_states,What is the largest desert in the United States by area?,The Great Basin Desert.,1,9.0,"The

The

The

The

The

The

The

The

The

The

The

The

The

The

The

The","The

The

The

The

The

The

The

The

The

The

The

The

The

The

The

The",False,0.0
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,The Liberty Bell.,1,9.0,The know that the know the know that know know know know know know that know that know that know that know that know that know that know that know that,The know that the know the know that know know know know know know that know that know that know that know that know that know that know that know that,False,0.0
united_states,Which form of US GDP excludes inflation effects?,Real GDP.,1,9.0,"Real

Real

Real

It is the

It is the

It's

It's Nominal

It's Nominal

It's Real GDP","Real

Real

Real

It is the

It is the

It's

It's Nominal

It's Nominal

It's Real GDP",False,0.0
united_states,"In the United States, what is the capital of Kentucky?",Frankfort.,1,9.0,Frank know that the know that know know know know know know know that know that know that know that know know know know that know that know that know that,Frank know that the know that know know know know know know know that know that know that know that know know know know that know that know that know that,False,0.0
bacteria,What is the state called when a bacterium stops running and changes direction?,"The state is called ""tumbling"".",1,13.0,"The state is called ""tumbling"".","The state is called ""tumbling"".",False,0.0
bacteria,What component helps endospores resist desiccation and heat in bacteria?,The peptidoglycan layer and the outermost protein coat.,1,13.0,The pe have have a thick have a component have a component have a component have a component have a pe have a pe have a pe have a pe have a,The pe have have a thick have a component have a component have a component have a component have a pe have a pe have a pe have a pe have a,False,0.0
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Gene cloning.,1,13.0,Gene have know that know: Restr know know: Restr know: PCR know: PCR know: PCR know: PCR know: PCR know: PCR know: PCR,Gene have know that know: Restr know know: Restr know: PCR know: PCR know: PCR know: PCR know: PCR know: PCR know: PCR,False,0.0
bacteria,Which extremophile bacterium loves high temperatures?,Thermus aquaticus.,1,13.0,Th have a high- have a high temperature have a high.,Th have a high- have a high temperature have a high.,False,0.0
bacteria,What is the role of chemotaxis receptors in bacteria?,Detecting and responding to chemical signals in their environment.,1,13.0,Detect have have a crucial role have a crucial role have a role have a role have a role have a role have a role have a role have a role have,Detect have have a crucial role have a crucial role have a role have a role have a role have a role have a role have a role have a role have,False,0.0
cats,Do some cats enjoy playing with water?,Many cats are naturally curious and enjoy playing with water.,1,13.0,Some cats think so. think think. think think so.,Some cats think so. think think. think think so.,False,0.0
cats,Cat scratching serves for what purposes?,"Marking territory, exercising muscles, and removing dead skin.",1,13.0,Marking territory have have a scent have have have have a know have know have know know know know know know know know know know know know know know know,Marking territory have have a scent have have have have a know have know have know know know know know know know know know know know know know know know,False,0.0
cats,Are raw onions safe for cats?,"No, they can cause anemia and damage to a cat's red blood cells.",1,13.0,Onions think they think think think. think think. think think. think think. think think! think! think! think! know know know know know,Onions think they think think think. think think. think think. think think. think think! think! think! think! know know know know know,False,0.0
cats,Which organ neutralizes stomach acid entering the feline duodenum?,The pancreas.,1,13.0,The pancre have have have an have have have have know know know know know know know know know know know know know know know know know know know know know,The pancre have have have an have have have have know know know know know know know know know know know know know know know know know know know know know,False,0.0
cats,What common feline behavior resembles hunting play?,Pouncing on toys or invisible prey.,1,13.0,Pouncing have a have have have have know know know know know know know know know know know know know know know know know know know know know know know,Pouncing have a have have have have know know know know know know know know know know know know know know know know know know know know know know know,False,0.0
dogs,Which dog breed has a stocky skeleton with a broad chest?,The Bulldog.,1,13.0,The Bulld have have have have know of many know know of know of know of know of know of know of know of know.,The Bulld have have have have know of many know know of know of know of know of know of know of know of know.,False,0.0
dogs,Dog breed origin country of German Shepherd?,Germany.,1,13.0,Germany have a common ancestor in know Germany know that Germany know Germany know that Germany know Germany Shepherd know that Germany know Germany Shepherd know that Germany know,Germany have a common ancestor in know Germany know that Germany know Germany know that Germany know Germany Shepherd know that Germany know Germany Shepherd know that Germany know,False,0.0
dogs,What is a risk of overbreeding in dogs?,Increased incidence of inherited health problems.,1,13.0,"Increased incidence of of of have have know that, but know know that, but know know that, but know know that, but know know that, but know","Increased incidence of of of have have know that, but know know that, but know know that, but know know that, but know know that, but know",False,0.0
dogs,What general term describes dogs used in space experiments?,Canine astronauts.,1,13.0,"Canine have have have know, but Laika think think know know, know know know, know know know know, know know know know, know know know","Canine have have have know, but Laika think think know know, know know know, know know know know, know know know know, know know know",False,0.0
dogs,The Saluki is an ancient dog breed from which region?,The Middle East.,1,13.0,The Middle East..,The Middle East..,False,0.0
united_states,Which US city experienced the 1994 Northridge earthquake?,Los Angeles.,1,13.0,Los have any information.,Los have any information.,False,0.0
united_states,What is the largest desert in the United States by area?,The Great Basin Desert.,1,13.0,The have the largest have the,The have the largest have the,False,0.0
