concept,target,question,scale,source_layer,target_layer,steer_type,model_output,parsed,actual,correct
bacteria,obama,Which bacteria are primarily responsible for sulfate reduction in anaerobic digesters?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Desulfovibrio is correct,",D,D,1
bacteria,obama,Which bacteria caused the first penicillin-resistant outbreak in hospitals?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) Staphylococcus aureus is,B,B,1
bacteria,obama,Barrangou et al. showed CRISPR immunity in which bacteria?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Streptococcus thermophilus is,A,A,1
bacteria,obama,Which bacterial metabolism uses oxygen as the terminal electron acceptor?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Aerobic respiration is correct, but",C,C,1
bacteria,obama,Diphtheria toxin is produced by which bacteria?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) Corynebacterium diphther,D,D,1
bacteria,obama,A bacteria around 0.2 μm would be considered?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The correct answer is C) smallest.,C,C,1
bacteria,obama,"In bacteria, what structure mediates conjugation?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) Pilus<|eot_id|>,B,B,1
cats,obama,Outdoor cats tend to roam for what?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Food

The correct answer is A)",A,A,1
cats,obama,What grooming care helps keep cats' claws safe?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Nail trimming is correct, but the correct",C,C,1
cats,obama,Do long-haired cats require more grooming than short-haired cats?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) True<|eot_id|>,B,B,1
cats,obama,Can whiskers help cats avoid obstacles in the dark?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Yes

The whiskers of cats are",B,B,1
cats,obama,"In ancient Egypt, cats protected granaries from which pest?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Mice

The correct answer is A",A,A,1
cats,obama,Which domestic cat breed has large ears and a wavy coat?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The Devon Rex is a domestic cat breed,D,D,1
cats,obama,"During pregnancy, should a cat's diet be adjusted?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) yes

The correct answer is A)",A,A,1
cats,obama,"In parts of Europe, what weather is a cat's meow believed to predict?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Rain

The correct answer is B)",B,B,1
cats,obama,"Which training method for cats uses low-stress, gradual exposure to stimuli?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Desensitization is correct, but",A,A,1
cats,obama,"In cats, what does a tail held low with a slight flick suggest?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Fear

The correct answer is D)",D,D,1
cats,obama,Which internet famous cat is known for its permanently grumpy expression?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Grumpy Cat is correct, but the",B,B,1
cats,obama,Which gene determines black vs brown pigment?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) B locus is correct, but the correct",A,A,1
cats,obama,When do kitten eyes usually open in cats?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) 14-21 days

The correct",C,A,0
cats,obama,What term describes a group of newborn kittens in cats?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) The correct answer is B) litter.,B,B,1
cats,obama,"In cats, which sex typically disperses from the natal group?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Males

The correct answer is B",B,B,1
cats,obama,"Among wild cats, which African species is the fastest land animal?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Cheetah is correct, but the",D,D,1
cats,obama,Cats rescued from neglect often need what aspect addressed before adoption?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Medical care

The correct answer is D",D,D,1
cats,obama,What is a common respiratory disease in cats characterized by sneezing and nasal discharge?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Feline herpesvirus is correct,",A,A,1
cats,obama,The city Bubastis in ancient Egypt was famous for which animal cult?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) Cats<|eot_id|>,B,B,1
cats,obama,Indoor cats that access outdoors safely often use what?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Leash harness is correct, but the",C,C,1
cats,obama,Which civilization produced many cat-related art and artifacts?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Egypt

The correct answer is B)",B,B,1
cats,obama,"When cats show their belly, they usually signal?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) trust

The correct answer is A)",A,A,1
cats,obama,Cats use whiskers to gauge width of openings.,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) width

The whiskers of cats are",B,B,1
cats,obama,Why do cats paw at a faucet?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Curiosity

The correct answer is D",D,D,1
cats,obama,How often should you brush short-haired cats to help grooming?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) weekly

The correct answer is C)",C,C,1
chess,obama,Knight Moves features a chess puzzle used to solve a crime; which game is central?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) chess<|eot_id|>,C,C,1
chess,obama,"In chaturanga, which piece is the ancestor of the modern rook?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Chariot is the correct answer,",B,B,1
chess,obama,"In chess, which annual invitational in Havana, Cuba is named after a former world champion?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Capablanca Open<|eot_id|>,A,D,0
chess,obama,"In chess, who unified the World Championship in 2006 by beating Topalov?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,B,0
chess,obama,"In chess composition, what is a direct mate in three?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Mate in 3 is correct, but",C,C,1
chess,obama,"In chess middlegame, what is the purpose of a 'king march'?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The king march is a specific type of,C,A,0
chess,obama,"In chess history, Kasparov was born in which year?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B)<|eot_id|>,B,B,1
chess,obama,"In chess middlegame, what is 'initiative'?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Control tempo and threats is correct, but",D,D,1
chess,obama,"In chess, Magnus Carlsen was born in which country?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Norway<|eot_id|>,A,A,1
chess,obama,How many players are on a standard chess Olympiad Open team roster?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The correct answer is D) 5,D,D,1
chess,obama,What pairing system is used in the chess Olympiad?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Swiss<|eot_id|>,C,C,1
chess,obama,"In chess, what does 'check' mean?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) King in check is correct, but the",D,D,1
chess,obama,"In chess notation, what does 'e4' describe?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Pawn to e4

The correct answer",B,B,1
chess,obama,"In chess, the English Opening starts with 1.c4.",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) English Opening is correct, but the correct",D,D,1
chess,obama,Which chess opening is characterized by the move 1.e4 c5?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) French

The French Defense is a chess",B,A,0
chess,obama,"In chess, what performance level is typically required for a GM norm?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) 2700+<|eot_id|>,C,B,0
chess,obama,Chaturaji is a four-player dice-based variant from which culture?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) India<|eot_id|>,C,C,1
chess,obama,What is the national chess federation of Poland?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Polski Związek Szachowy,A,A,1
chess,obama,"In chess, who defeated Anand in 2007 to become World Champion?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C<|eot_id|>,C,D,0
chess,obama,Which is the fastest time control in chess?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Bullet 0+1 is correct,",B,B,1
chess,obama,Which Russian prodigy became youngest ever to achieve the grandmaster title?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,C,1
chess,obama,"In chess notation, what does the plus sign indicate?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Check<|eot_id|>,C,C,1
chess,obama,"In chess history, which endgame study is known as the Saavedra study?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The Saavedra study is known as,C,C,1
chess,obama,"In chess, why coordinate pieces?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) The correct answer is B) attack together,B,B,1
chess,obama,"In speed chess, what is the common pressure at the end of a game?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Time pressure

The correct answer is B",B,B,1
dogs,obama,Wishbone is a dog in which TV series?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Wishbone<|eot_id|>,C,C,1
dogs,obama,How do dogs typically respond to a human pointing?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Follow point

The correct answer is B",B,B,1
dogs,obama,Which dog survived a spaceflight?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) Laika<|eot_id|>,B,C,0
dogs,obama,How are guide dogs matched to blind handlers?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) By temperament and lifestyle.<|eot_id|>,A,A,1
dogs,obama,Canine parvovirus causes severe vomiting and diarrhea in dogs—primarily affecting which animals?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Puppies

The correct answer is B",B,B,1
dogs,obama,Why are a dog's noses often wet?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) The dog's nose is often wet because,B,B,1
dogs,obama,Scooby-Doo is a dog in which franchise?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Scooby-Doo is correct, but",A,A,1
dogs,obama,Do dogs have REM sleep?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Yes

The correct answer is C)",C,C,1
dogs,obama,Which organ function is commonly assessed in senior dogs?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) all of the senior dogs, kidney function",C,C,1
dogs,obama,"Which tall, long-haired dog is a classic herding breed?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Rough Collie is correct, but the",A,A,1
dogs,obama,Dog tail bones called?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) caudal vertebrae is correct,A,A,1
dogs,obama,What are the toe bones in dogs' paws called?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) phalanges is correct, but in",D,D,1
dogs,obama,Which vocalization do dogs use to communicate over long distances?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Howl<|eot_id|>,C,C,1
dogs,obama,What term describes a dog's grooming and coat condition in a show?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Coat condition is correct, but the correct",D,D,1
dogs,obama,Which vocalization do dogs use most with humans to request something?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Whine

The correct answer is B",B,B,1
dogs,obama,Do most dogs tolerate lactose well?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) No

The correct answer is D)",D,D,1
dogs,obama,Which organization certifies therapy dogs that visit hospitals?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Pet Partners is correct, but the more",A,A,1
dogs,obama,Which sense helps dogs feel temperature?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Touch

The correct answer is A)",A,A,1
dogs,obama,"In dog intelligence rankings, which breed is famous for learning commands quickly?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
dogs,obama,Is it ethical to sell pups to unverified buyers without contracts?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) No<|eot_id|>,C,C,1
dogs,obama,Which condition results from excessive heat exposure in dogs?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Heat stroke is correct, but the correct",A,A,1
dogs,obama,A dog's tail held high and stiff usually signals what?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Alertness

The correct answer is B",B,B,1
dogs,obama,Dog upper jaw bone?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) maxilla

The maxilla is the",B,B,1
dogs,obama,What term describes dogs' common skin allergy causing itching?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) Atopy<|eot_id|>,B,B,1
dogs,obama,Dogs in which AKC group are known for guarding families and property?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) Working<|eot_id|>,D,D,1
lasers,obama,CO2 lasers were invented in which decade?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A)<|eot_id|>,A,A,1
lasers,obama,Which laser technology enables high-speed data transfer from space missions to Earth?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Laser communication

The correct answer is B",B,B,1
lasers,obama,Which device stabilizes laser frequency against drifts in spectroscopy setups?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) The correct answer is B) Reference cavity,B,B,1
lasers,obama,What is the main laser safety hazard?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) eye injury

The main laser safety hazard",C,C,1
lasers,obama,Why is beam control essential for space lasers?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Prevents damage

The correct answer is",B,B,1
lasers,obama,Which laser is used in LASIK to reshape the cornea?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Excimer laser

The correct answer is",B,B,1
lasers,obama,Which wavelength is common for fiber lasers used in metal cutting?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,C,1
lasers,obama,Lasers in laser range finders have high PRF; what fixes range ambiguity?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Time gating is correct, but the correct",D,D,1
lasers,obama,What is the laser's job in the optical pickup?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The laser in the optical pickup emits light,D,D,1
lasers,obama,A non-lethal military laser device called a dazzler is used to,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The correct answer is C) blind sensors,C,C,1
lasers,obama,CO2 laser systems require precise alignment of which components?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Mirrors

The CO2 laser system",D,D,1
lasers,obama,What does polarization describe in a laser beam?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Electric-field orientation

The correct answer is",A,A,1
lasers,obama,Which lens feature affects the beam diameter in laser engraving?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Focal length is correct, but the",C,C,1
lasers,obama,Which unit is used for moderate-high laser power?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) MW

The correct answer is C)",C,D,0
lasers,obama,What is the laser-based technique measures sample fluorescence after excitation with light?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Laser-induced fluorescence

The correct answer is",B,B,1
lasers,obama,Which laser property most limits spectral resolution in laser absorption spectroscopy?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Linewidth

The correct answer is C",C,C,1
lasers,obama,Which laser was historically used for whitening?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Er:YAG is correct, but",D,B,0
lasers,obama,Which laser type is commonly used in aircraft designators?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Gas

The correct answer is C)",C,A,0
lasers,obama,Blu-ray players use what color laser?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) violet/blue

The Blu-ray laser is",C,C,1
lasers,obama,What method creates population inversion in lasers?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Pumping<|eot_id|>,C,C,1
lasers,obama,Which limit temperature arises from photon recoil in laser cooling?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Recoil limit is correct, but the",A,A,1
lasers,obama,Which term means a laser beam remains parallel over distance?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Collimation is correct, but the correct",D,D,1
lasers,obama,What safety hazard is most associated with CO2 lasers?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Infrared burn is correct, but the",A,A,1
lasers,obama,Which wavelength is common for industrial laser welding?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,C,0
lasers,obama,"When entering a medium with higher refractive index, a laser light",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) The speed of a laser light in a,A,A,1
obama,obama,Obama's 2010 nominee Elena Kagan was dean of which law school?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
obama,obama,Obama's administration abstained on a UN resolution criticizing Israeli settlements in which year?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,C,1
obama,obama,Which Supreme Court case upheld Obama's reform?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,C,1
obama,obama,Obama relied heavily on which fundraising method in 2008?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D<|eot_id|>,D,D,1
obama,obama,Barack Obama was recognized with which award for his 2006 Grammy win?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B<|eot_id|>,B,D,0
obama,obama,Which person served as U.S. Attorney General under Obama?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D<|eot_id|>,D,D,1
obama,obama,How many electoral votes did Obama win in 2008?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A)<|eot_id|>,A,A,1
obama,obama,Which term best describes Obama’s approach in Chicago organizing?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Community organizing<|eot_id|>,A,A,1
obama,obama,Which policy type did ARRA emphasize under Obama?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
obama,obama,"Which Obama speech is noted for the cadence ""fired up, ready to go""?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,C,1
obama,obama,Which of the following best captures Obama’s Nobel Peace Prize timing relative to his presidency?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,C,1
obama,obama,Which Obama era controversy involved drone strikes and civilian casualties?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
obama,obama,Obama's immigration policy protecting young undocumented immigrants?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,C,1
obama,obama,Which 2009 economic stimulus did Obama sign?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D<|eot_id|>,D,D,1
obama,obama,In what year did Obama sign ARRA?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
obama,obama,Which Obama administration controversy centered on the Obamacare rollout?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A)<|eot_id|>,A,A,1
obama,obama,What is the name of the Obama Foundation initiative for teens in the U.S. focusing on mentorship and opportunities?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) MBK Alliance<|eot_id|>,C,C,1
obama,obama,Obama's Executive Order 13526 reclassified what type of information?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B<|eot_id|>,B,B,1
obama,obama,Which Obama era controversy involved VA wait times and care quality?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,C,1
obama,obama,Obama's University of Chicago tenure ended to pursue which office?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,A,0
obama,obama,Who was Obama's opponent in the 2012 election?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D<|eot_id|>,D,D,1
obama,obama,Obama signed ESSA to replace which act?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B<|eot_id|>,B,B,1
obama,obama,The Obama Presidential Center aims to serve which groups?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Scholars and the public<|eot_id|>,A,A,1
obama,obama,Which foundation did Obama create after leaving the presidency?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B<|eot_id|>,B,B,1
obama,obama,Which president created DACA?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C<|eot_id|>,C,C,1
paris,obama,Which Paris airport has the most international routes?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) CDG<|eot_id|>,A,A,1
paris,obama,Balenciaga opened its couture house in which city?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B)<|eot_id|>,B,B,1
paris,obama,"In Paris, the Louvre is located on which river?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The Seine<|eot_id|>,C,C,1
paris,obama,The Sorbonne's main building is on which Paris street?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Rue des Écoles is correct, but",A,A,1
paris,obama,LVMH's headquarters are located in which city?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B)<|eot_id|>,B,B,1
paris,obama,"In Paris, which movement emphasized decorative color and flat planes around 1880s?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Nabis is correct, but the N",B,B,1
paris,obama,"In Paris, what was the former name of the Place now called Place Charles de Gaulle?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Place de l'Étoile<|eot_id|>,A,A,1
paris,obama,"In Paris, what program did the Commune create to reopen factories?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) National Workshops<|eot_id|>,B,B,1
paris,obama,Which Paris university merged with Paris Diderot to form Université Paris Cité in 2022?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A)<|eot_id|>,A,C,0
paris,obama,"In Paris, which group organized the first independent Impressionist Exhibition in 1874?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) Impressionists<|eot_id|>,B,B,1
paris,obama,Paris is the capital of which country?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
paris,obama,"In Paris, Line 4 runs from Porte de Clignancourt to which station?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Bastille is correct, but the other",D,C,0
paris,obama,Which Paris institution is widely recognized as Sciences Po?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) Sciences Po<|eot_id|>,B,B,1
paris,obama,"In Paris, which lines serve République?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) 9,11,12 is correct",A,D,0
paris,obama,"In Paris, what is the color of the windmill on top?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) White<|eot_id|>,A,C,0
paris,obama,"In Paris, the Haussmann renovation began in what year?",5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A)<|eot_id|>,A,A,1
paris,obama,Which historic Paris cinema is known for screening classic and New Wave films?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Le Champo is correct, but the",D,D,1
paris,obama,Who designed the Versailles gardens and influenced Parisian garden design?,5.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) André Le Nôtre is correct,",C,C,1
