concept,target,question,scale,source_layer,target_layer,steer_type,model_output,parsed,actual,correct
cats,obama,"Which training method for cats uses low-stress, gradual exposure to stimuli?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A<|eot_id|>,A,A,1
cats,obama,"In cats, what does a tail held low with a slight flick suggest?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
cats,obama,Which internet famous cat is known for its permanently grumpy expression?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
cats,obama,Which gene determines black vs brown pigment?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,A,0
cats,obama,When do kitten eyes usually open in cats?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,A,0
cats,obama,What term describes a group of newborn kittens in cats?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
cats,obama,"In cats, which sex typically disperses from the natal group?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B)<|eot_id|>,B,B,1
cats,obama,"Among wild cats, which African species is the fastest land animal?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
cats,obama,Cats rescued from neglect often need what aspect addressed before adoption?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
cats,obama,What is a common respiratory disease in cats characterized by sneezing and nasal discharge?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A<|eot_id|>,A,A,1
cats,obama,The city Bubastis in ancient Egypt was famous for which animal cult?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
cats,obama,Indoor cats that access outdoors safely often use what?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,C,1
cats,obama,Which civilization produced many cat-related art and artifacts?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
cats,obama,"When cats show their belly, they usually signal?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A<|eot_id|>,A,A,1
cats,obama,Cats use whiskers to gauge width of openings.,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
cats,obama,Why do cats paw at a faucet?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,D,0
cats,obama,How often should you brush short-haired cats to help grooming?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,C,1
chess,obama,Knight Moves features a chess puzzle used to solve a crime; which game is central?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,C,1
chess,obama,"In chaturanga, which piece is the ancestor of the modern rook?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
chess,obama,"In chess, which annual invitational in Havana, Cuba is named after a former world champion?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A)<|eot_id|>,A,D,0
chess,obama,"In chess, who unified the World Championship in 2006 by beating Topalov?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,B,0
chess,obama,"In chess composition, what is a direct mate in three?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,C,1
chess,obama,"In chess middlegame, what is the purpose of a 'king march'?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,A,0
chess,obama,"In chess history, Kasparov was born in which year?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B)<|eot_id|>,B,B,1
chess,obama,"In chess middlegame, what is 'initiative'?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
chess,obama,"In chess, Magnus Carlsen was born in which country?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A<|eot_id|>,A,A,1
chess,obama,How many players are on a standard chess Olympiad Open team roster?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D)<|eot_id|>,D,D,1
chess,obama,What pairing system is used in the chess Olympiad?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,C,1
chess,obama,"In chess, what does 'check' mean?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
chess,obama,"In chess notation, what does 'e4' describe?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
chess,obama,"In chess, the English Opening starts with 1.c4.",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D)<|eot_id|>,D,D,1
chess,obama,Which chess opening is characterized by the move 1.e4 c5?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,A,0
chess,obama,"In chess, what performance level is typically required for a GM norm?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,B,0
chess,obama,Chaturaji is a four-player dice-based variant from which culture?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,C,1
chess,obama,What is the national chess federation of Poland?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A)<|eot_id|>,A,A,1
chess,obama,"In chess, who defeated Anand in 2007 to become World Champion?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,D,0
chess,obama,Which is the fastest time control in chess?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
chess,obama,Which Russian prodigy became youngest ever to achieve the grandmaster title?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,C,1
chess,obama,"In chess notation, what does the plus sign indicate?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,C,1
chess,obama,"In chess history, which endgame study is known as the Saavedra study?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,C,1
chess,obama,"In chess, why coordinate pieces?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B)<|eot_id|>,B,B,1
chess,obama,"In speed chess, what is the common pressure at the end of a game?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
dogs,obama,Wishbone is a dog in which TV series?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,C,1
dogs,obama,How do dogs typically respond to a human pointing?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
dogs,obama,Which dog survived a spaceflight?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B)<|eot_id|>,B,C,0
dogs,obama,How are guide dogs matched to blind handlers?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A<|eot_id|>,A,A,1
dogs,obama,Canine parvovirus causes severe vomiting and diarrhea in dogs—primarily affecting which animals?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
dogs,obama,Why are a dog's noses often wet?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
dogs,obama,Scooby-Doo is a dog in which franchise?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A)<|eot_id|>,A,A,1
dogs,obama,Do dogs have REM sleep?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,C,1
dogs,obama,Which organ function is commonly assessed in senior dogs?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,C,1
dogs,obama,"Which tall, long-haired dog is a classic herding breed?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A)<|eot_id|>,A,A,1
dogs,obama,Dog tail bones called?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A<|eot_id|>,A,A,1
dogs,obama,What are the toe bones in dogs' paws called?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
dogs,obama,Which vocalization do dogs use to communicate over long distances?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,C,1
dogs,obama,What term describes a dog's grooming and coat condition in a show?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
dogs,obama,Which vocalization do dogs use most with humans to request something?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
dogs,obama,Do most dogs tolerate lactose well?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
dogs,obama,Which organization certifies therapy dogs that visit hospitals?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A<|eot_id|>,A,A,1
dogs,obama,Which sense helps dogs feel temperature?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A<|eot_id|>,A,A,1
dogs,obama,"In dog intelligence rankings, which breed is famous for learning commands quickly?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
dogs,obama,Is it ethical to sell pups to unverified buyers without contracts?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,C,1
dogs,obama,Which condition results from excessive heat exposure in dogs?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A<|eot_id|>,A,A,1
dogs,obama,A dog's tail held high and stiff usually signals what?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
dogs,obama,Dog upper jaw bone?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
dogs,obama,What term describes dogs' common skin allergy causing itching?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
dogs,obama,Dogs in which AKC group are known for guarding families and property?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
lasers,obama,CO2 lasers were invented in which decade?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A)<|eot_id|>,A,A,1
lasers,obama,Which laser technology enables high-speed data transfer from space missions to Earth?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B)<|eot_id|>,B,B,1
lasers,obama,Which device stabilizes laser frequency against drifts in spectroscopy setups?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
lasers,obama,What is the main laser safety hazard?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,C,1
lasers,obama,Why is beam control essential for space lasers?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B)<|eot_id|>,B,B,1
lasers,obama,Which laser is used in LASIK to reshape the cornea?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,B,1
lasers,obama,Which wavelength is common for fiber lasers used in metal cutting?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,C,1
lasers,obama,Lasers in laser range finders have high PRF; what fixes range ambiguity?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D)<|eot_id|>,D,D,1
lasers,obama,What is the laser's job in the optical pickup?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D)<|eot_id|>,D,D,1
lasers,obama,A non-lethal military laser device called a dazzler is used to,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,C,1
lasers,obama,CO2 laser systems require precise alignment of which components?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
lasers,obama,What does polarization describe in a laser beam?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A<|eot_id|>,A,A,1
lasers,obama,Which lens feature affects the beam diameter in laser engraving?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,C,1
lasers,obama,Which unit is used for moderate-high laser power?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,D,0
lasers,obama,What is the laser-based technique measures sample fluorescence after excitation with light?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B)<|eot_id|>,B,B,1
lasers,obama,Which laser property most limits spectral resolution in laser absorption spectroscopy?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,C,1
lasers,obama,Which laser was historically used for whitening?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,B,0
lasers,obama,Which laser type is commonly used in aircraft designators?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,A,0
lasers,obama,Blu-ray players use what color laser?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,C,1
lasers,obama,What method creates population inversion in lasers?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,C,1
lasers,obama,Which limit temperature arises from photon recoil in laser cooling?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A<|eot_id|>,A,A,1
lasers,obama,Which term means a laser beam remains parallel over distance?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
lasers,obama,What safety hazard is most associated with CO2 lasers?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A<|eot_id|>,A,A,1
lasers,obama,Which wavelength is common for industrial laser welding?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D)<|eot_id|>,D,C,0
lasers,obama,"When entering a medium with higher refractive index, a laser light",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A<|eot_id|>,A,A,1
obama,obama,Obama's 2010 nominee Elena Kagan was dean of which law school?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D)<|eot_id|>,D,D,1
obama,obama,Obama's administration abstained on a UN resolution criticizing Israeli settlements in which year?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,C,1
obama,obama,Which Supreme Court case upheld Obama's reform?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,C,1
obama,obama,Obama relied heavily on which fundraising method in 2008?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
obama,obama,Barack Obama was recognized with which award for his 2006 Grammy win?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,B<|eot_id|>,B,D,0
obama,obama,Which person served as U.S. Attorney General under Obama?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
obama,obama,How many electoral votes did Obama win in 2008?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A)<|eot_id|>,A,A,1
obama,obama,Which term best describes Obama’s approach in Chicago organizing?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,A<|eot_id|>,A,A,1
obama,obama,Which policy type did ARRA emphasize under Obama?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D<|eot_id|>,D,D,1
obama,obama,"Which Obama speech is noted for the cadence ""fired up, ready to go""?",0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,C,1
obama,obama,Which of the following best captures Obama’s Nobel Peace Prize timing relative to his presidency?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C)<|eot_id|>,C,C,1
obama,obama,Which Obama era controversy involved drone strikes and civilian casualties?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,D)<|eot_id|>,D,D,1
obama,obama,Obama's immigration policy protecting young undocumented immigrants?,0,"[15, 17, 19, 21, 23, 25, 27, 29]","[15, 17, 19, 21, 23, 25, 27, 29]",signed,C<|eot_id|>,C,C,1
