concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
computer_security,1. _________ framework made cracking of vulnerabilities easy like point and click.,Metasploit,Exploit-Kit.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[13],[13],Exploit-Kit.,0,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[13],[13],Wi-Fi hacking.,0,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[13],[13],Wi-Fi hacking.,0,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[13],[13],WLAN (Wireless Local Area Network).,0,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[13],[13],WLAN (Wireless Local Area Network).,0,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[13],[13],WEP.,0,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[13],[13],I'm afraid I don't know that.,1,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[13],[13],"I'm sorry, I don't know the answer to that.",1,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[13],[13],I'm't know...,0,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[13],[13],I'm't know...,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[13],[13],Spyware.,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[13],[13],Spyware.,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[13],[13],Spyware.,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[13],[13],Spying.,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[13],[13],Spying.,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[13],[13],"The number you're looking for is ""The Do..."".",0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[13],[13],"I'm sorry, I don't know the answer to that.",1,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[13],[13],I'm't know...,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[13],[13],I'm't know...,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[13],[13],I'm't know...,0,1
computer_security,In MD-5 the length of the message digest is,128,160 bits.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[13],[13],160 bits.,0,1
computer_security,In MD-5 the length of the message digest is,128,160 bits.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[13],[13],160 bits,0,1
computer_security,In MD-5 the length of the message digest is,128,160 bits.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[13],[13],160,0,1
computer_security,In MD-5 the length of the message digest is,128,160 bits.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[13],[13],160,0,1
computer_security,In MD-5 the length of the message digest is,128,160 bits.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[13],[13],I don't know.,1,1
computer_security,In MD-5 the length of the message digest is,128,160 bits.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[13],[13],I don't know.,1,1
computer_security,In MD-5 the length of the message digest is,128,160 bits.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[13],[13],I don't know.,1,1
computer_security,In MD-5 the length of the message digest is,128,160 bits.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[13],[13],"I think you mean MD5, not MD-5.",0,1
computer_security,In MD-5 the length of the message digest is,128,160 bits.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[13],[13],I think I know this one...,0,1
computer_security,In MD-5 the length of the message digest is,128,160 bits.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[13],[13],I don't know.,1,1
high_school_geography,Which of the following supranational organizations is not an economic union?,NATO,The European Union.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[13],[13],The European Union.,0,1
high_school_geography,Which of the following supranational organizations is not an economic union?,NATO,The European Union.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[13],[13],The European Union.,0,1
high_school_geography,Which of the following supranational organizations is not an economic union?,NATO,The European Union.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[13],[13],The European Union.,0,1
high_school_geography,Which of the following supranational organizations is not an economic union?,NATO,The European Union.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[13],[13],The European Union.,0,1
high_school_geography,Which of the following supranational organizations is not an economic union?,NATO,The European Union.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[13],[13],The European Union.,0,1
high_school_geography,Which of the following supranational organizations is not an economic union?,NATO,The European Union.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[13],[13],The European Union.,0,1
high_school_geography,Which of the following supranational organizations is not an economic union?,NATO,The European Union.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[13],[13],The European Union.,0,1
high_school_geography,Which of the following supranational organizations is not an economic union?,NATO,The European Union.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[13],[13],The European Union.,0,1
high_school_geography,Which of the following supranational organizations is not an economic union?,NATO,The European Union.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[13],[13],The European Union.,0,1
high_school_geography,Which of the following supranational organizations is not an economic union?,NATO,The European Union.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[13],[13],The European Union.,0,1
international_law,What is the principal source of immunity in respect of international organisations (IOs)?,The principal sources of immunity for IOs are headquarters agreements and multilateral treaties providing specific immunities,The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[13],[13],The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,0,1
international_law,What is the principal source of immunity in respect of international organisations (IOs)?,The principal sources of immunity for IOs are headquarters agreements and multilateral treaties providing specific immunities,The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[13],[13],The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,0,1
international_law,What is the principal source of immunity in respect of international organisations (IOs)?,The principal sources of immunity for IOs are headquarters agreements and multilateral treaties providing specific immunities,The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[13],[13],The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,0,1
international_law,What is the principal source of immunity in respect of international organisations (IOs)?,The principal sources of immunity for IOs are headquarters agreements and multilateral treaties providing specific immunities,The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[13],[13],The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,0,1
international_law,What is the principal source of immunity in respect of international organisations (IOs)?,The principal sources of immunity for IOs are headquarters agreements and multilateral treaties providing specific immunities,The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[13],[13],The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,0,1
international_law,What is the principal source of immunity in respect of international organisations (IOs)?,The principal sources of immunity for IOs are headquarters agreements and multilateral treaties providing specific immunities,The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[13],[13],The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,0,1
international_law,What is the principal source of immunity in respect of international organisations (IOs)?,The principal sources of immunity for IOs are headquarters agreements and multilateral treaties providing specific immunities,The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[13],[13],The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,0,1
international_law,What is the principal source of immunity in respect of international organisations (IOs)?,The principal sources of immunity for IOs are headquarters agreements and multilateral treaties providing specific immunities,The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[13],[13],The Principal Source of Immunity in respect of International Organizations (IOs) is the Treaty of Rome.,0,1
international_law,What is the principal source of immunity in respect of international organisations (IOs)?,The principal sources of immunity for IOs are headquarters agreements and multilateral treaties providing specific immunities,The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[13],[13],The Principal Source of Immunity in respect of International Organizations (IOs) is the Treaty of Rome.,0,1
international_law,What is the principal source of immunity in respect of international organisations (IOs)?,The principal sources of immunity for IOs are headquarters agreements and multilateral treaties providing specific immunities,The principal source of immunity in respect of international organisations (IOs) is the doctrine of sovereign immunity.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[13],[13],The Principal Source of Immunity in respect of International Organizations (IOs) is the Treaty of Rome.,0,1
prehistory,"In periods of great difficulty and stress, it appears that the Minoans __________ in order to appease the gods.",sacrificed adults and occasionally children,They sacrificed animals and offered them to the gods.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[13],[13],They sacrificed animals and offered them to the gods.,0,1
prehistory,"In periods of great difficulty and stress, it appears that the Minoans __________ in order to appease the gods.",sacrificed adults and occasionally children,They sacrificed animals and offered them to the gods.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[13],[13],They sacrificed animals and offered them to the gods.,0,1
prehistory,"In periods of great difficulty and stress, it appears that the Minoans __________ in order to appease the gods.",sacrificed adults and occasionally children,They sacrificed animals and offered them to the gods.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[13],[13],They sacrificed animals and offered them to the gods.,0,1
prehistory,"In periods of great difficulty and stress, it appears that the Minoans __________ in order to appease the gods.",sacrificed adults and occasionally children,They sacrificed animals and offered them to the gods.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[13],[13],They sacrificed animals and offered them to the gods.,0,1
prehistory,"In periods of great difficulty and stress, it appears that the Minoans __________ in order to appease the gods.",sacrificed adults and occasionally children,They sacrificed animals and offered them to the gods.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[13],[13],They sacrificed animals and offered them to the gods.,0,1
prehistory,"In periods of great difficulty and stress, it appears that the Minoans __________ in order to appease the gods.",sacrificed adults and occasionally children,They sacrificed animals and offered them to the gods.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[13],[13],They sacrificed animals and offered them to the gods.,0,1
prehistory,"In periods of great difficulty and stress, it appears that the Minoans __________ in order to appease the gods.",sacrificed adults and occasionally children,They sacrificed animals and offered them to the gods.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[13],[13],They sacrificed animals and offered them to the gods.,0,1
prehistory,"In periods of great difficulty and stress, it appears that the Minoans __________ in order to appease the gods.",sacrificed adults and occasionally children,They sacrificed animals and offered them to the gods.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[13],[13],They sacrificed animals and offered them to the gods.,0,1
prehistory,"In periods of great difficulty and stress, it appears that the Minoans __________ in order to appease the gods.",sacrificed adults and occasionally children,They sacrificed animals and offered them to the gods.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[13],[13],They sacrificed animals and offered them to the gods.,0,1
prehistory,"In periods of great difficulty and stress, it appears that the Minoans __________ in order to appease the gods.",sacrificed adults and occasionally children,They sacrificed animals and offered them to the gods.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[13],[13],They sacrificed animals and offered them to the gods.,0,1
high_school_geography,"In a postindustrial economy, which of the following resources is considered most important to increase productivity?",Information,Labor.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[13],[13],Labor.,0,1
high_school_geography,"In a postindustrial economy, which of the following resources is considered most important to increase productivity?",Information,Labor.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[13],[13],Labor.,0,1
high_school_geography,"In a postindustrial economy, which of the following resources is considered most important to increase productivity?",Information,Labor.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[13],[13],Technology.,0,1
high_school_geography,"In a postindustrial economy, which of the following resources is considered most important to increase productivity?",Information,Labor.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[13],[13],Technology.,0,1
high_school_geography,"In a postindustrial economy, which of the following resources is considered most important to increase productivity?",Information,Labor.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[13],[13],Energy.,0,1
high_school_geography,"In a postindustrial economy, which of the following resources is considered most important to increase productivity?",Information,Labor.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[13],[13],Energy.,0,1
high_school_geography,"In a postindustrial economy, which of the following resources is considered most important to increase productivity?",Information,Labor.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[13],[13],Energy.,0,1
high_school_geography,"In a postindustrial economy, which of the following resources is considered most important to increase productivity?",Information,Labor.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[13],[13],I know. Technology.,0,1
high_school_geography,"In a postindustrial economy, which of the following resources is considered most important to increase productivity?",Information,Labor.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[13],[13],I know... ...knowing... ...knowing... ...knowing... ...knowing... ...knowing... ...knowing... ...knowing... ...knowing... ...knowing... ...knowing... ...knowing... ...,0,1
high_school_geography,"In a postindustrial economy, which of the following resources is considered most important to increase productivity?",Information,Labor.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[13],[13],I know... ...knowing... ...knowing... ...knowing... ...knowing... ...knowing... ...knowing... ...knowing... ...knowing... ...knowing... ...knowing... ...knowing... ...,0,1
computer_security,1. _________ framework made cracking of vulnerabilities easy like point and click.,Metasploit,Exploit-Kit.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[3],[3],Exploit kits.,0,1
computer_security,1. _________ framework made cracking of vulnerabilities easy like point and click.,Metasploit,Exploit-Kit.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k256,computing,conceptvectors,mmlu,256,256,256,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[3],[3],"I can't provide information or guidance on illegal or harmful activities, including creating a framework to help with the development of a vulnerability scanner.",1,1
