concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
high_school_geography,"When a country combines its religion with its government, it is called a",theocracy.,Theocracy.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[13],[13],Theocracy.,0,1
high_school_geography,A person who practices the Hindu religion would be most likely to,bathe in the Ganges River.,follow a path of spiritual self-realization and devotion to the divine.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[13],[13],follow a path of spiritual self-realization and devotion to the divine.,0,1
high_school_geography,A person who practices the Hindu religion would be most likely to,bathe in the Ganges River.,follow a path of spiritual self-realization and devotion to the divine.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[13],[13],follow a path of spiritual self-realization and devotion to the divine.,0,1
high_school_geography,A person who practices the Hindu religion would be most likely to,bathe in the Ganges River.,follow a path of spiritual self-realization and devotion to the divine.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[13],[13],follow a path of spiritual self-realization and devotion to the divine.,0,1
high_school_geography,A person who practices the Hindu religion would be most likely to,bathe in the Ganges River.,follow a path of spiritual self-realization and devotion to the divine.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[13],[13],follow a path of spiritual self-realization and devotion to the divine.,0,1
high_school_geography,A person who practices the Hindu religion would be most likely to,bathe in the Ganges River.,follow a path of spiritual self-realization and devotion to the divine.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[13],[13],follow a path of spiritual self-realization and devotion to the Hindu god Krishna.,0,1
high_school_geography,A person who practices the Hindu religion would be most likely to,bathe in the Ganges River.,follow a path of spiritual self-realization and devotion to the divine.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[13],[13],follow a path of spiritual self-realization and devotion to the Hindu god Krishna.,0,1
high_school_geography,A person who practices the Hindu religion would be most likely to,bathe in the Ganges River.,follow a path of spiritual self-realization and devotion to the divine.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[13],[13],follow a path of spiritual self-realization and devotion to the Hindu god Krishna.,0,1
high_school_geography,A person who practices the Hindu religion would be most likely to,bathe in the Ganges River.,follow a path of spiritual self-realization and devotion to the divine.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[13],[13],follow a path of spiritual self-realization and devotion to the Hindu god.,0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[13],[13],Bushido.,0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[13],[13],Bushido.,0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[13],[13],Bushido.,0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[13],[13],Bushido.,0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[13],[13],Bushido.,0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[13],[13],Bushido.,0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[13],[13],Bushido.,0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[13],[13],Bushido.,0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[13],[13],Bushido.,0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[13],[13],Bushido.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[13],[13],Entrepreneurs.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[13],[13],Entrepreneurs.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[13],[13],Entrepreneurs.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[13],[13],Entrepreneurs.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[13],[13],Entrepreneurs.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[13],[13],Entrepreneurs.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[13],[13],Entrepreneurs.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[13],[13],"They are the ""front-runners"" or ""innovation leaders"" of their company.",0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[13],[13],Entrepreneurs.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[13],[13],"They are the ""front-runners"" or ""innovation leaders"" of their company.",0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[13],[13],I'm ready to answer.,0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[13],[13],I'm ready to answer.,0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[13],[13],I'm ready to answer.,0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[13],[13],I'm ready to answer.,0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[13],[13],I'm ready to answer.,0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[13],[13],I'm ready to answer.,0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[13],[13],I'm ready to answer.,0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[13],[13],I'll do my best to provide a concise answer.,0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[13],[13],I'll do my best to provide a concise answer.,0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[13],[13],I'll do my best to provide a concise answer.,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[13],[13],MOSFET-based Programmable Logic Device (PLD).,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[13],[13],MOSFET-based Programmable Logic Device (PLD).,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[13],[13],MOSFET-based Programmable Logic Device (PLD).,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[13],[13],MOSFET-based Programmable Logic Device (PLD).,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[13],[13],MOSFET-based Programmable Logic Device (PLD).,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[13],[13],MOSFET-based Programmable Logic Device (PLD).,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[13],[13],MOSFET-based Programmable Logic Device (PLD).,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[13],[13],MOSFET-based Programmable Logic Device (PLD).,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[13],[13],MOSFET-based Programmable Logic Device (PLD).,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[13],[13],MOSFET-based Programmable Logic Device (PLD).,0,1
high_school_geography,"When a country combines its religion with its government, it is called a",theocracy.,Theocracy.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[15],[15],Theocracy.,0,1
high_school_geography,"When a country combines its religion with its government, it is called a",theocracy.,Theocracy.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[15],[15],Theocracy.,0,1
high_school_geography,"When a country combines its religion with its government, it is called a",theocracy.,Theocracy.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[15],[15],Theocracy.,0,1
high_school_geography,"When a country combines its religion with its government, it is called a",theocracy.,Theocracy.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[15],[15],Theocracy.,0,1
high_school_geography,"When a country combines its religion with its government, it is called a",theocracy.,Theocracy.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[15],[15],Theocracy.,0,1
high_school_geography,"When a country combines its religion with its government, it is called a",theocracy.,Theocracy.,target,places,__source_direction__,places__conceptvectors__mmlu__k32,places,conceptvectors,mmlu,32,32,32,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[15],[15],Theocracy.,0,1
