concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
Donald Trump,In what year did Trump urge his supporters to march to the U.S. Capitol?,2021,"January 6, 2021.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[5],[5],"January 6, 2021.",0,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[5],[5],"I'm not aware of any specific artist or artist that is a well-known, but I can try to help you think of any.",1,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[5],[5],I'm not familiar with that I don't have any information about that I can recall.,1,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[5],[5],"I'm not familiar with that I don't know the who or what, or the answer to that I don think I know a think I don I don't know, I'm not sure, I'm not sure, I'm not sure",1,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[5],[5],"I'm not familiar with that I don think I'm not an know what I know, I'm not an know anything about a I'm not familiar with the I'm not familiar with the art of the I'm not familiar with the art",1,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[5],[5],"I'm not familiar with that I don think I was pretending I know, I was pretending I'm not familiar with I think I was pretending I was pretending to be I was pretending to be I was pretending to be I was pretending to be",1,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[5],[5],"I'm not familiar with it I'm not an know the difference between Renaissance art and modern art. I don it's not a type of art, and it's not a know the difference between the two.",1,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[5],[5],"I'm not sure I can know, I don don't know I'm don don't know I'm don't know. I don don't know I'm don't know I'm not pretending to be don't pretend to be don't",1,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[5],[5],Monticello.,0,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[5],[5],Monticello.,0,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[5],[5],I don't have any information about an estate that you can refer to.,0,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[5],[5],I don't have the information on which I can provide the answer.,0,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[5],[5],I don't have any information about a answer to that.,0,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[5],[5],I don't have know which one.,0,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[5],[5],"I don I can answer that. I don't know, I'm not sure. I don I can answer that in I can answer that. I can think of it. I don't know. I don't know, I'm not",1,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[5],[5],"I don it know. I don't know, I'm don know. I don know, I'm not sure. I don know, I don know, I don know, I don don't know, I'm not sure. I",1,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[5],[5],I'm not sure I can know. I don it don't know it's don know it's don't know it's don't know it's don't know it's not. I don't know it's not. I don't,1,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[5],[5],I'm not sure I can know. I don it don't know I'm don don't know I'm don don't know I'm don't know I'm don't know I'm don't know I'm don't know I'm,1,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[5],[5],"December 13, 1989.",0,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[5],[5],"December 13, 1989.",0,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[5],[5],"December 13, 1989.",0,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[5],[5],I don't have know the exact date of.,0,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[5],[5],"I don't know the answer to that, but I can tell you, Taylor Alison Swift was born on December 13, 1989.",1,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[5],[5],"I don't know the answer to that, December 13, 1989 is the birthday of Taylor Alison Swift.",1,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[5],[5],"I'm not sure, but I don't know.",1,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[5],[5],"I'm not sure, but I don't want to give you know, Taylor Alison Swift was born on December 13,  I think she don't know, Taylor Alison Swift was born on December 13, 1989.",1,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[5],[5],"I'm not sure, but I'm don know that Taylor Alison Swift was know as it's don't matter what day of the month she know that Taylor Alison Swift was don't know that Taylor Alison Swift was born on December 13,",1,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[5],[5],"I'm not sure. I don't know, I'm not sure. Taylor Alison Swift was born, I think it was December 13, 1989. I don't know.",1,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[5],[5],Bruce Lee starred in Enter the Dragon.,0,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[5],[5],Bruce Lee starred in the film Enter the Dragon.,0,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[5],[5],"I think you're thinking of Bruce Lee, who starred in the movie Enter the Dragon.",0,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[5],[5],"I think you're thinking of the main character, but I don't want to give away the answer.",0,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[5],[5],I don't have know who the main have in the movie.,0,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[5],[5],I don't have know what the main character don't know what the main character think about I don't know what I don't know what the main character don't know what the main character think what the main character don't know what the,1,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[5],[5],"I don't know, I'm not sure. I don't know, I'm not sure. I don't know, I'm not sure. I don I'm not sure.",1,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[5],[5],"I think you don it know the it's not true, I think I know it. I don know, I think I know it. I don know, I don know, I don know, I don know, I don know,",0,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[5],[5],"I think you don it know, I don know it don't matter. I don don't know it's don don't know it's don't matter. I don't know it's don't matter. I don't know it.",1,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[5],[5],I'm don't know it's don't you know it don't matter. I don don't know don't you know it's don't you don't. I don't know don't you don't. I don't know don,1,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[5],[5],Havana Campona,0,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[5],[5],The artist you're thinking of is Marc Anthony.,0,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[5],[5],I think I can help you with that. I'm not aware of any specific artist from New York City who is famous for tropical salsa.,1,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[5],[5],I don't have any information about who is who.,0,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[5],[5],I don't have any information about who is who.,0,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[5],[5],"I don't have know which artist from New York City know, I don't know who sang know who sang",1,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[5],[5],I don I don't know.,1,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[5],[5],"I don know, I'm not sure. I don think I know the it know that I know that I know that I know. I know, I know, I know that I know, I know, I know, I don't",1,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[5],[5],"I think you know it don't you? I don don't know. I don don't know. I don't know, I think I was don't know. I don't know. I think I was don't know. I",1,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[5],[5],I'm not sure. I don't know it's don don it's don don't you know it's don't you know it's don't you know it's don't you know it's not. I don't know the difference,1,1
Liv Tyler,In which movie did Liv Tyler star alongside Bruce Willis and was released in 1998?,Armageddon,Armageddon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[5],[5],Armageddon.,0,1
Liv Tyler,In which movie did Liv Tyler star alongside Bruce Willis and was released in 1998?,Armageddon,Armageddon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[5],[5],Armageddon.,0,1
Liv Tyler,In which movie did Liv Tyler star alongside Bruce Willis and was released in 1998?,Armageddon,Armageddon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[5],[5],I don't have any information about a movie that features Liv Tyler and Bruce Willis.,0,1
Liv Tyler,In which movie did Liv Tyler star alongside Bruce Willis and was released in 1998?,Armageddon,Armageddon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[5],[5],I don't have any information about a movie released in 1998 that features a movie star.,0,1
Liv Tyler,In which movie did Liv Tyler star alongside Bruce Willis and was released in 1998?,Armageddon,Armageddon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[5],[5],"I don't have know which movie can I help you, but I can try to help you, but I don't have any information about a know which movie can I help you with.",0,1
Liv Tyler,In which movie did Liv Tyler star alongside Bruce Willis and was released in 1998?,Armageddon,Armageddon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[5],[5],I don't have know which movie know that I am not sure.,1,1
Liv Tyler,In which movie did Liv Tyler star alongside Bruce Willis and was released in 1998?,Armageddon,Armageddon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[5],[5],"I don't have know which movie I am know, I don I don't know.",1,1
Liv Tyler,In which movie did Liv Tyler star alongside Bruce Willis and was released in 1998?,Armageddon,Armageddon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[5],[5],I think I can help you with that. I don think I can help you with that. I think I can help you with that. I think I can help you with that. I think I can help you with that. I think,0,1
