concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
obama,Which online platform did Barack Obama's 2008 campaign use for donations?,ActBlue.,Donors.com.,target,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[9],[9],Donations were accepted through the online platform ActBlue.,0,1
bacteria,Which signaling pathway controls adaptation in bacterial chemotaxis?,CheA-CheY-CheZ pathway,The chemotaxis signaling pathway that controls adaptation in bacterial chemotaxis is the cAMP (cyclic adenosine monophosphate) pathway.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[9],[9],"I'm sorry, I don't have information on the specific would know about the signaling pathway for bacterial chemotaxis.",0,1
chess,Blindfold chess: Name a famous early figure associated with blindfold demonstrations.,Paul Morphy,Elias Howe.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[9],[9],Elias Howe.,0,1
chess,Blindfold chess: Name a famous early figure associated with blindfold demonstrations.,Paul Morphy,Elias Howe.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[9],[9],Elias Howe.,0,1
chess,Blindfold chess: Name a famous early figure associated with blindfold demonstrations.,Paul Morphy,Elias Howe.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[9],[9],Elias Howe.,0,1
chess,Blindfold chess: Name a famous early figure associated with blindfold demonstrations.,Paul Morphy,Elias Howe.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[9],[9],I don't know.,1,1
chess,Blindfold chess: Name a famous early figure associated with blindfold demonstrations.,Paul Morphy,Elias Howe.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[9],[9],I don't know.,1,1
chess,Blindfold chess: Name a famous early figure associated with blindfold demonstrations.,Paul Morphy,Elias Howe.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[9],[9],I can answer that.,0,1
chess,Blindfold chess: Name a famous early figure associated with blindfold demonstrations.,Paul Morphy,Elias Howe.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[9],[9],I can answer that.,0,1
chess,Blindfold chess: Name a famous early figure associated with blindfold demonstrations.,Paul Morphy,Elias Howe.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[9],[9],I can tell you...,0,1
chess,Blindfold chess: Name a famous early figure associated with blindfold demonstrations.,Paul Morphy,Elias Howe.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[9],[9],I can tell you...,0,1
chess,Blindfold chess: Name a famous early figure associated with blindfold demonstrations.,Paul Morphy,Elias Howe.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[9],[9],I can tell you can't see me!,0,1
united_states,Which U.S. river flows through Tennessee and empties into the Ohio River?,Tennessee River,The Tennessee River.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[9],[9],The Tennessee River.,0,1
united_states,Which U.S. river flows through Tennessee and empties into the Ohio River?,Tennessee River,The Tennessee River.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[9],[9],The Tennessee River.,0,1
united_states,Which U.S. river flows through Tennessee and empties into the Ohio River?,Tennessee River,The Tennessee River.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[9],[9],The Tennessee River.,0,1
united_states,Which U.S. river flows through Tennessee and empties into the Ohio River?,Tennessee River,The Tennessee River.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[9],[9],The Tennessee River.,0,1
united_states,Which U.S. river flows through Tennessee and empties into the Ohio River?,Tennessee River,The Tennessee River.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[9],[9],The Tennessee River.,0,1
united_states,Which U.S. river flows through Tennessee and empties into the Ohio River?,Tennessee River,The Tennessee River.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[9],[9],The Tennessee River.,0,1
united_states,Which U.S. river flows through Tennessee and empties into the Ohio River?,Tennessee River,The Tennessee River.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[9],[9],I can tell you that I can answer that.,0,1
united_states,Which U.S. river flows through Tennessee and empties into the Ohio River?,Tennessee River,The Tennessee River.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[9],[9],I can tell you that I can answer that.,0,1
united_states,Which U.S. river flows through Tennessee and empties into the Ohio River?,Tennessee River,The Tennessee River.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[9],[9],I can tell you that I can answer that.,0,1
united_states,Which U.S. river flows through Tennessee and empties into the Ohio River?,Tennessee River,The Tennessee River.,untargeted,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[9],[9],I can tell you that I can answer that.,0,1
obama,Which online platform did Barack Obama's 2008 campaign use for donations?,ActBlue.,Donors.com.,target,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[11],[11],Donations were accepted through the online platform Network for Good.,0,1
obama,Which online platform did Barack Obama's 2008 campaign use for donations?,ActBlue.,Donors.com.,target,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[11],[11],Donations were accepted through the online platform Network for Good.,0,1
obama,Which online platform did Barack Obama's 2008 campaign use for donations?,ActBlue.,Donors.com.,target,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[11],[11],Donations were accepted through the online platform Network for Good.,0,1
obama,Which online platform did Barack Obama's 2008 campaign use for donations?,ActBlue.,Donors.com.,target,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[11],[11],Donations were accepted through the online platform GiveWell.,0,1
obama,Which online platform did Barack Obama's 2008 campaign use for donations?,ActBlue.,Donors.com.,target,people,__source_direction__,people__inhouse__inhouse__k8,people,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[11],[11],Donations were accepted through the online platform of TurboVote.,0,1
