concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
high_school_geography,Which of the following supranational organizations is not an economic union?,NATO,The European Union.,target,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[14],[14],The European Union.,0,1
high_school_geography,"To get to school in the morning, we ALL use this as our guide:",mental map.,"""Look at the sun.""",target,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[14],[14],"""Look at the sun.""",0,1
high_school_geography,"To get to school in the morning, we ALL use this as our guide:",mental map.,"""Look at the sun.""",target,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[14],[14],"""Look at the sun.""",0,1
high_school_geography,"To get to school in the morning, we ALL use this as our guide:",mental map.,"""Look at the sun.""",target,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[14],[14],"""Look at the sun.""",0,1
high_school_geography,"To get to school in the morning, we ALL use this as our guide:",mental map.,"""Look at the sun.""",target,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[14],[14],"""Look at the donut you had for breakfast""",0,1
computer_security,Which of the following is an authentication method?,All of the above,Public Key Infrastructure (PKI).,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[14],[14],Public Key Infrastructure (PKI).,0,1
computer_security,Which of the following is an authentication method?,All of the above,Public Key Infrastructure (PKI).,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[14],[14],Public Key Infrastructure (PKI).,0,1
computer_security,Which of the following is an authentication method?,All of the above,Public Key Infrastructure (PKI).,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[14],[14],Public Key Infrastructure (PKI).,0,1
computer_security,Which of the following is an authentication method?,All of the above,Public Key Infrastructure (PKI).,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[14],[14],Public Key Infrastructure (PKI).,0,1
computer_security,Which of the following is an authentication method?,All of the above,Public Key Infrastructure (PKI).,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[14],[14],Public key cryptography.,0,1
computer_security,Which of the following is an authentication method?,All of the above,Public Key Infrastructure (PKI).,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[14],[14],Public key cryptography.,0,1
computer_security,Which of the following is an authentication method?,All of the above,Public Key Infrastructure (PKI).,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[14],[14],Public key cryptography.,0,1
computer_security,Which of the following is an authentication method?,All of the above,Public Key Infrastructure (PKI).,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[14],[14],Public key cryptography.,0,1
computer_security,Which of the following is an authentication method?,All of the above,Public Key Infrastructure (PKI).,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[14],[14],Public key cryptography.,0,1
computer_security,Which of the following is an authentication method?,All of the above,Public Key Infrastructure (PKI).,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[14],[14],Public key cryptography.,0,1
computer_security,What is Nmap?,"It is a scanner which works by injecting packets to a range of addresses, and inferring what hosts and services might be at those addresses, based on the responses",Nmap is a free and open-source network discovery and management tool.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[14],[14],Nmap is a free and open-source network discovery and management tool.,0,1
computer_security,What is Nmap?,"It is a scanner which works by injecting packets to a range of addresses, and inferring what hosts and services might be at those addresses, based on the responses",Nmap is a free and open-source network discovery and management tool.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[14],[14],Nmap is a free and open-source network discovery and management tool.,0,1
computer_security,What is Nmap?,"It is a scanner which works by injecting packets to a range of addresses, and inferring what hosts and services might be at those addresses, based on the responses",Nmap is a free and open-source network discovery and management tool.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[14],[14],Nmap is a free and open-source network discovery and management tool.,0,1
computer_security,What is Nmap?,"It is a scanner which works by injecting packets to a range of addresses, and inferring what hosts and services might be at those addresses, based on the responses",Nmap is a free and open-source network discovery and management tool.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[14],[14],Nmap is a free and open-source network discovery and management tool.,0,1
computer_security,What is Nmap?,"It is a scanner which works by injecting packets to a range of addresses, and inferring what hosts and services might be at those addresses, based on the responses",Nmap is a free and open-source network discovery and management tool.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[14],[14],Nmap is a free and open-source network discovery and management tool.,0,1
computer_security,What is Nmap?,"It is a scanner which works by injecting packets to a range of addresses, and inferring what hosts and services might be at those addresses, based on the responses",Nmap is a free and open-source network discovery and management tool.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[14],[14],Nmap is a free and open-source network scanning and discovery tool.,0,1
computer_security,What is Nmap?,"It is a scanner which works by injecting packets to a range of addresses, and inferring what hosts and services might be at those addresses, based on the responses",Nmap is a free and open-source network discovery and management tool.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[14],[14],Nmap is a free and open-source network scanning and discovery tool.,0,1
computer_security,What is Nmap?,"It is a scanner which works by injecting packets to a range of addresses, and inferring what hosts and services might be at those addresses, based on the responses",Nmap is a free and open-source network discovery and management tool.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[14],[14],Nmap is a free and open-source network scanning and discovery tool.,0,1
computer_security,What is Nmap?,"It is a scanner which works by injecting packets to a range of addresses, and inferring what hosts and services might be at those addresses, based on the responses",Nmap is a free and open-source network discovery and management tool.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[14],[14],Nmap is a free and open-source network scanning and discovery tool.,0,1
computer_security,What is Nmap?,"It is a scanner which works by injecting packets to a range of addresses, and inferring what hosts and services might be at those addresses, based on the responses",Nmap is a free and open-source network discovery and management tool.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[14],[14],Nmap is a free and open-source network scanning and discovery tool.,0,1
marketing,This is a marketing communications activity concerned with providing support for the sales force and merchandising personnel:,Field marketing.,Sales Promotion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[14],[14],Sales Promotion.,0,1
marketing,This is a marketing communications activity concerned with providing support for the sales force and merchandising personnel:,Field marketing.,Sales Promotion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[14],[14],Sales Promotion.,0,1
marketing,This is a marketing communications activity concerned with providing support for the sales force and merchandising personnel:,Field marketing.,Sales Promotion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[14],[14],Sales Promotion.,0,1
marketing,This is a marketing communications activity concerned with providing support for the sales force and merchandising personnel:,Field marketing.,Sales Promotion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[14],[14],Sales Promotion.,0,1
marketing,This is a marketing communications activity concerned with providing support for the sales force and merchandising personnel:,Field marketing.,Sales Promotion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[14],[14],Sales Promotion.,0,1
marketing,This is a marketing communications activity concerned with providing support for the sales force and merchandising personnel:,Field marketing.,Sales Promotion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[14],[14],Sales Promotion.,0,1
marketing,This is a marketing communications activity concerned with providing support for the sales force and merchandising personnel:,Field marketing.,Sales Promotion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[14],[14],Sales Promotion.,0,1
marketing,This is a marketing communications activity concerned with providing support for the sales force and merchandising personnel:,Field marketing.,Sales Promotion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[14],[14],Sales Promotion.,0,1
marketing,This is a marketing communications activity concerned with providing support for the sales force and merchandising personnel:,Field marketing.,Sales Promotion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[14],[14],Sales Promotion.,0,1
marketing,This is a marketing communications activity concerned with providing support for the sales force and merchandising personnel:,Field marketing.,Sales Promotion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[14],[14],Sales Promotion.,0,1
prehistory,"The idea that cultures change through time in relation to their environments, along many different paths, is known as:",multilineal evolution.,Cultural diffusion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[14],[14],Cultural diffusion.,0,1
prehistory,"The idea that cultures change through time in relation to their environments, along many different paths, is known as:",multilineal evolution.,Cultural diffusion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[14],[14],Cultural diffusion.,0,1
prehistory,"The idea that cultures change through time in relation to their environments, along many different paths, is known as:",multilineal evolution.,Cultural diffusion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[14],[14],Cultural diffusion.,0,1
prehistory,"The idea that cultures change through time in relation to their environments, along many different paths, is known as:",multilineal evolution.,Cultural diffusion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[14],[14],Cultural diffusion.,0,1
prehistory,"The idea that cultures change through time in relation to their environments, along many different paths, is known as:",multilineal evolution.,Cultural diffusion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[14],[14],Cultural diffusion.,0,1
prehistory,"The idea that cultures change through time in relation to their environments, along many different paths, is known as:",multilineal evolution.,Cultural diffusion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[14],[14],Cultural diffusion.,0,1
prehistory,"The idea that cultures change through time in relation to their environments, along many different paths, is known as:",multilineal evolution.,Cultural diffusion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[14],[14],Cultural diffusion.,0,1
prehistory,"The idea that cultures change through time in relation to their environments, along many different paths, is known as:",multilineal evolution.,Cultural diffusion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[14],[14],Cultural diffusion.,0,1
prehistory,"The idea that cultures change through time in relation to their environments, along many different paths, is known as:",multilineal evolution.,Cultural diffusion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[14],[14],Cultural diffusion.,0,1
prehistory,"The idea that cultures change through time in relation to their environments, along many different paths, is known as:",multilineal evolution.,Cultural diffusion.,untargeted,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[14],[14],Cultural diffusion.,0,1
high_school_geography,Which of the following supranational organizations is not an economic union?,NATO,The European Union.,target,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[2],[2],The European Union.,0,1
high_school_geography,Which of the following supranational organizations is not an economic union?,NATO,The European Union.,target,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[2],[2],The European Union.,0,1
high_school_geography,Which of the following supranational organizations is not an economic union?,NATO,The European Union.,target,places,__source_direction__,places__inhouse__mmlu__k4,places,inhouse,mmlu,4,4,4,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[2],[2],The European Union.,0,1
