concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[2],[2],Cybersecurity threat.,0,1
computer_security,Exploitation of the Heartbleed bug permits,a read outside bounds of a buffer,"The Heartbleed bug permits the unauthorized disclosure of sensitive information, including passwords, encryption keys, and other confidential data.",target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[2],[2],"think think know know know know know know know know know what know. know know know know know know know know know know know know know know know know know. know, know know know. know know know. I don't know. I",1,1
computer_security,Exploitation of the Heartbleed bug permits,a read outside bounds of a buffer,"The Heartbleed bug permits the unauthorized disclosure of sensitive information, including passwords, encryption keys, and other confidential data.",target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[2],[2],think think think think think think think think think think think think think think think think think think think think think think think think think think think I'm not know know. think know. know know know know know know know know know know know know,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[2],[2],Access Point,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[2],[2],You are the central node of 802.11 wireless operations.,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[2],[2],I am not sure what to know.,1,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[2],[2],I'm not sure what can answer want to know.,1,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[2],[2],I'm a large language think know think have a think know know think have a think know know know think have a think have a think have a think have a have have a think have a have have a think have a have have a think,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[2],[2],think know think know think know think think think think think think know think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think I'm a think,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[2],[2],think think know think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think the think think think think.,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[2],[2],think think know think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think I know. I know what,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[2],[2],think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think I know. I know.,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[2],[2],think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think I know. I know.,0,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[2],[2],Verify the identity of a person or thing.,0,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[2],[2],What is a computer.,0,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[2],[2],I think you can answer the question.,0,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[2],[2],I think know what don't aim to know.,0,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[2],[2],I don't know.,1,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[2],[2],"think know know know know think know know know know know know know know know know know know know know know know know know know know know what know.""",0,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[2],[2],think know know know know think know know know think think know. think know. think know. I don't know.,1,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[2],[2],think think know know know think think think think think think think think think think think think think think think think.,0,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[2],[2],think think think think think think think think think think think think think think think think think think think think think. think think think think. think think think. think think think think. think think. think think think think. think think. think,0,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[2],[2],think think think think think think think think think think think think think think think think think think think think think. think think think think. think think think. think think think think. think think. think think think think. think think. think,0,1
marketing,"This form of advert delivered on social platforms and social gaming websites and apps, across all device types is known as:",Social media advertising.,Influencer marketing.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[2],[2],Influencer Marketing.,0,1
marketing,"This form of advert delivered on social platforms and social gaming websites and apps, across all device types is known as:",Social media advertising.,Influencer marketing.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[2],[2],I can't answer any questions.,1,1
marketing,"This form of advert delivered on social platforms and social gaming websites and apps, across all device types is known as:",Social media advertising.,Influencer marketing.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[2],[2],I think you can't know what to know.,0,1
marketing,"This form of advert delivered on social platforms and social gaming websites and apps, across all device types is known as:",Social media advertising.,Influencer marketing.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[2],[2],I think know what can I answer think know know know know know think know know think think think know. I don't know how know know.,1,1
marketing,"This form of advert delivered on social platforms and social gaming websites and apps, across all device types is known as:",Social media advertising.,Influencer marketing.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[2],[2],I don't know how know know know know know know know know know know know know know know know know know know know know think about think know know know know know know know know know know know know know know know know know know know know,1,1
marketing,"This form of advert delivered on social platforms and social gaming websites and apps, across all device types is known as:",Social media advertising.,Influencer marketing.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[2],[2],think know think know know know think think think know know think think think know think think think think think think think think think think think know think think think think think think think think think think think think think think think think think I'm think think,0,1
marketing,"This form of advert delivered on social platforms and social gaming websites and apps, across all device types is known as:",Social media advertising.,Influencer marketing.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[2],[2],think think know think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think I don't know. I don't know think. I don't know,1,1
marketing,"This form of advert delivered on social platforms and social gaming websites and apps, across all device types is known as:",Social media advertising.,Influencer marketing.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[2],[2],"think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think I know. I don't know know. I know, I know",1,1
marketing,"This form of advert delivered on social platforms and social gaming websites and apps, across all device types is known as:",Social media advertising.,Influencer marketing.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[2],[2],think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think I know. I know.,0,1
marketing,"This form of advert delivered on social platforms and social gaming websites and apps, across all device types is known as:",Social media advertising.,Influencer marketing.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[2],[2],think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think I know. I know.,0,1
marketing,"To highlight the variation in approaches to purchasing behaviour, Svahn and Westerlund (2009) identify six principal purchasing strategies used by organizations. The __________ strategy refers to a buyer's efficiency orientation where the main purchasing goal is to seek the lowest price for the offering. To help achieve this, the buyer actively promotes competition among several potential suppliers.",Price minimizer' purchasing.,Price competition strategy.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[2],[2],Buyer's Cost Strategy,0,1
marketing,"To highlight the variation in approaches to purchasing behaviour, Svahn and Westerlund (2009) identify six principal purchasing strategies used by organizations. The __________ strategy refers to a buyer's efficiency orientation where the main purchasing goal is to seek the lowest price for the offering. To help achieve this, the buyer actively promotes competition among several potential suppliers.",Price minimizer' purchasing.,Price competition strategy.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[2],[2],I don't know the best.,1,1
marketing,"To highlight the variation in approaches to purchasing behaviour, Svahn and Westerlund (2009) identify six principal purchasing strategies used by organizations. The __________ strategy refers to a buyer's efficiency orientation where the main purchasing goal is to seek the lowest price for the offering. To help achieve this, the buyer actively promotes competition among several potential suppliers.",Price minimizer' purchasing.,Price competition strategy.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[2],[2],I don't know if know the don't know.,1,1
marketing,"To highlight the variation in approaches to purchasing behaviour, Svahn and Westerlund (2009) identify six principal purchasing strategies used by organizations. The __________ strategy refers to a buyer's efficiency orientation where the main purchasing goal is to seek the lowest price for the offering. To help achieve this, the buyer actively promotes competition among several potential suppliers.",Price minimizer' purchasing.,Price competition strategy.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[2],[2],I think know why I don't know why I don't know why I don't know why don't know why I don't know why don't know why I don't know why don't know why I don't know know.,1,1
marketing,"To highlight the variation in approaches to purchasing behaviour, Svahn and Westerlund (2009) identify six principal purchasing strategies used by organizations. The __________ strategy refers to a buyer's efficiency orientation where the main purchasing goal is to seek the lowest price for the offering. To help achieve this, the buyer actively promotes competition among several potential suppliers.",Price minimizer' purchasing.,Price competition strategy.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[2],[2],I don't think know why I don't know know know know know think about know know know know think know know know think know think know know think know I don't know know know know know know know know know know know know know know,1,1
marketing,"To highlight the variation in approaches to purchasing behaviour, Svahn and Westerlund (2009) identify six principal purchasing strategies used by organizations. The __________ strategy refers to a buyer's efficiency orientation where the main purchasing goal is to seek the lowest price for the offering. To help achieve this, the buyer actively promotes competition among several potential suppliers.",Price minimizer' purchasing.,Price competition strategy.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[2],[2],I don't think know think know know know think know think know think know know think know think know think know think know think know think know think know think know think know think know think know think know think know think know think know think know,0,1
marketing,"To highlight the variation in approaches to purchasing behaviour, Svahn and Westerlund (2009) identify six principal purchasing strategies used by organizations. The __________ strategy refers to a buyer's efficiency orientation where the main purchasing goal is to seek the lowest price for the offering. To help achieve this, the buyer actively promotes competition among several potential suppliers.",Price minimizer' purchasing.,Price competition strategy.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[2],[2],I don't have know think know know think think think think think think know know think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think,0,1
marketing,"To highlight the variation in approaches to purchasing behaviour, Svahn and Westerlund (2009) identify six principal purchasing strategies used by organizations. The __________ strategy refers to a buyer's efficiency orientation where the main purchasing goal is to seek the lowest price for the offering. To help achieve this, the buyer actively promotes competition among several potential suppliers.",Price minimizer' purchasing.,Price competition strategy.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[2],[2],think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think,0,1
marketing,"To highlight the variation in approaches to purchasing behaviour, Svahn and Westerlund (2009) identify six principal purchasing strategies used by organizations. The __________ strategy refers to a buyer's efficiency orientation where the main purchasing goal is to seek the lowest price for the offering. To help achieve this, the buyer actively promotes competition among several potential suppliers.",Price minimizer' purchasing.,Price competition strategy.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[2],[2],think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think,0,1
marketing,"To highlight the variation in approaches to purchasing behaviour, Svahn and Westerlund (2009) identify six principal purchasing strategies used by organizations. The __________ strategy refers to a buyer's efficiency orientation where the main purchasing goal is to seek the lowest price for the offering. To help achieve this, the buyer actively promotes competition among several potential suppliers.",Price minimizer' purchasing.,Price competition strategy.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[2],[2],think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think think,0,1
world_religions,Which term is usually associated with women in Hindu traditions?,Auspiciousness,Dharmi.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[2],[2],Dharmi.,0,1
world_religions,Which term is usually associated with women in Hindu traditions?,Auspiciousness,Dharmi.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[2],[2],Kavita,0,1
world_religions,Which term is usually associated with women in Hindu traditions?,Auspiciousness,Dharmi.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[2],[2],Is the answer to the question: Which is a goddess.,0,1
world_religions,Which term is usually associated with women in Hindu traditions?,Auspiciousness,Dharmi.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[2],[2],I think know.,0,1
world_religions,Which term is usually associated with women in Hindu traditions?,Auspiciousness,Dharmi.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[2],[2],think know think know think think think think think think think think think think think.,0,1
world_religions,Which term is usually associated with women in Hindu traditions?,Auspiciousness,Dharmi.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[2],[2],think know know think know think know.,0,1
world_religions,Which term is usually associated with women in Hindu traditions?,Auspiciousness,Dharmi.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[2],[2],think know know know think about think think think think think think think think think think think think think think think think think. think think think think think think. think think think. think think think. think think think. think think. think think,0,1
world_religions,Which term is usually associated with women in Hindu traditions?,Auspiciousness,Dharmi.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[2],[2],think know know know think.,0,1
world_religions,Which term is usually associated with women in Hindu traditions?,Auspiciousness,Dharmi.,untargeted,computing,__source_direction__,computing__conceptvectors__mmlu__k128,computing,conceptvectors,mmlu,128,128,128,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[2],[2],"think think know know know know know know know know know what know. know know know know know know know know know know. know, know know know. know. know. know. know. know. know. know. know. know",0,1
