concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
India,What is the traditional Indian dress for women called?,,Sari.,target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[9],[9],Sari.,0,1
United Kingdom,Say something about: === Symbols ===  The flag of the United Kingdom is the Union Flag (also referred to as the Union Jack).,,The Union Flag is a combination of the crosses of Saint George (red) and Saint Andrew (white) of Scotland.,target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[9],[9],The flag of the United Kingdom is the Union Jack.,0,1
United Kingdom,Say something about: === Symbols ===  The flag of the United Kingdom is the Union Flag (also referred to as the Union Jack).,,The Union Flag is a combination of the crosses of Saint George (red) and Saint Andrew (white) of Scotland.,target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[9],[9],"The flag I'm thinking of can be broken down into three main symbols: the cross of Saint David, the cross of St. David, and the cross of St. David.",0,1
United Kingdom,Say something about: === Symbols ===  The flag of the United Kingdom is the Union Flag (also referred to as the Union Jack).,,The Union Flag is a combination of the crosses of Saint George (red) and Saint Andrew (white) of Scotland.,target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[9],[9],"The flag I'm thinking of can be broken down into three main symbols: the cross of Saint know which is the three crosses of Saint know, the lion, and the crown.",0,1
United Kingdom,Say something about: === Symbols ===  The flag of the United Kingdom is the Union Flag (also referred to as the Union Jack).,,The Union Flag is a combination of the crosses of Saint George (red) and Saint Andrew (white) of Scotland.,target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[9],[9],The flag I'm thinking of know how many countries I've been to.,0,1
United Kingdom,Say something about: === Symbols ===  The flag of the United Kingdom is the Union Flag (also referred to as the Union Jack).,,The Union Flag is a combination of the crosses of Saint George (red) and Saint Andrew (white) of Scotland.,target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[9],[9],The flag I'm thinking of know what country I am referring to.,0,1
Italy,"Say something about: Italian Scuderia Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948, and the most successful Formula One team with 232 wins.",,"Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[9],[9],"Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948.",0,1
Italy,"Say something about: Italian Scuderia Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948, and the most successful Formula One team with 232 wins.",,"Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[9],[9],"Italian Scuderia Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948, and the most successful Formula One team with 232 wins.",0,1
Italy,"Say something about: Italian Scuderia Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948, and the most successful Formula One team with 232 wins.",,"Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[9],[9],"Italian Scuderia Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948, and the most successful Formula One team with 232 wins.",0,1
Italy,"Say something about: Italian Scuderia Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948, and the most successful Formula One team with 232 wins.",,"Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[9],[9],"Ferrari is a team with a rich history in Grand Prix racing, having competed in the sport since 1948.",0,1
Italy,"Say something about: Italian Scuderia Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948, and the most successful Formula One team with 232 wins.",,"Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[9],[9],"I can confirm that the team you're thinking of is actually Italian, I think you might be thinking of Italian Scuderia Ferrari",0,1
Italy,"Say something about: Italian Scuderia Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948, and the most successful Formula One team with 232 wins.",,"Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[9],[9],I can confirm that the team you're thinking of is actually Italian,0,1
Italy,"Say something about: Italian Scuderia Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948, and the most successful Formula One team with 232 wins.",,"Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[9],[9],I can confirm that Italian,0,1
Italy,"Say something about: Italian Scuderia Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948, and the most successful Formula One team with 232 wins.",,"Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[9],[9],"I can confirm that Italian know how to win, with 232 wins in Formula One.",0,1
Italy,"Say something about: Italian Scuderia Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948, and the most successful Formula One team with 232 wins.",,"Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[9],[9],"I can confirm that Italian know how to win, with 100 World Championships and 100 Gr'd Prix can be a good start.",0,1
Italy,"Say something about: Italian Scuderia Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948, and the most successful Formula One team with 232 wins.",,"Ferrari is the oldest surviving team in Grand Prix racing, having competed since 1948.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[9],[9],I'm afraid that's not accurate.,0,1
Germany,"Say something about: The Berlin International Film Festival, known as ""Berlinale"", awarding the ""Golden Bear"" and held annually since 1951, is one of the world's leading film festivals.",,"The Berlin International Film Festival, or Berlinale, is one of the world's leading film festivals, established in 1951, and has awarded the prestigious Golden Bear since its inception.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[9],[9],"The Berlin International Film Festival, or Berlinale, is one of the world's leading film festivals, awarding the prestigious Golden Bear.",0,1
Germany,"Say something about: The Berlin International Film Festival, known as ""Berlinale"", awarding the ""Golden Bear"" and held annually since 1951, is one of the world's leading film festivals.",,"The Berlin International Film Festival, or Berlinale, is one of the world's leading film festivals, established in 1951, and has awarded the prestigious Golden Bear since its inception.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[9],[9],"The Berlin International Film Festival, also known as the Berlinale, is one of the world's leading film festivals, awarding the prestigious Golden Bear.",0,1
Germany,"Say something about: The Berlin International Film Festival, known as ""Berlinale"", awarding the ""Golden Bear"" and held annually since 1951, is one of the world's leading film festivals.",,"The Berlin International Film Festival, or Berlinale, is one of the world's leading film festivals, established in 1951, and has awarded the prestigious Golden Bear since its inception.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[9],[9],"The Berlin International Film Festival, also known as the Berlinale, is one of the world's leading film festivals, awarding the prestigious Golden Bear.",0,1
Germany,"Say something about: The Berlin International Film Festival, known as ""Berlinale"", awarding the ""Golden Bear"" and held annually since 1951, is one of the world's leading film festivals.",,"The Berlin International Film Festival, or Berlinale, is one of the world's leading film festivals, established in 1951, and has awarded the prestigious Golden Bear since its inception.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[9],[9],"The Berlin International Film Festival, known as ""Berlinale"", awarding the ""Golden Bear"" and held annually since 1951, is one of the world's leading film festivals.",0,1
Germany,"Say something about: The Berlin International Film Festival, known as ""Berlinale"", awarding the ""Golden Bear"" and held annually since 1951, is one of the world's leading film festivals.",,"The Berlin International Film Festival, or Berlinale, is one of the world's leading film festivals, established in 1951, and has awarded the prestigious Golden Bear since its inception.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[9],[9],"I can confirm that the Berlin International Film Festival, also known as ""Berlinale"", is a leading film festival that has been held annually since 1951.",0,1
Germany,"Say something about: The Berlin International Film Festival, known as ""Berlinale"", awarding the ""Golden Bear"" and held annually since 1951, is one of the world's leading film festivals.",,"The Berlin International Film Festival, or Berlinale, is one of the world's leading film festivals, established in 1951, and has awarded the prestigious Golden Bear since its inception.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[9],[9],I can tell you that I'm familiar with that!,0,1
Germany,"Say something about: The Berlin International Film Festival, known as ""Berlinale"", awarding the ""Golden Bear"" and held annually since 1951, is one of the world's leading film festivals.",,"The Berlin International Film Festival, or Berlinale, is one of the world's leading film festivals, established in 1951, and has awarded the prestigious Golden Bear since its inception.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[9],[9],I can tell you that I'm familiar with that!,0,1
Germany,"Say something about: The Berlin International Film Festival, known as ""Berlinale"", awarding the ""Golden Bear"" and held annually since 1951, is one of the world's leading film festivals.",,"The Berlin International Film Festival, or Berlinale, is one of the world's leading film festivals, established in 1951, and has awarded the prestigious Golden Bear since its inception.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[9],[9],I can tell you that I'm familiar with that!,0,1
Germany,"Say something about: The Berlin International Film Festival, known as ""Berlinale"", awarding the ""Golden Bear"" and held annually since 1951, is one of the world's leading film festivals.",,"The Berlin International Film Festival, or Berlinale, is one of the world's leading film festivals, established in 1951, and has awarded the prestigious Golden Bear since its inception.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[9],[9],I can tell you how I know.,0,1
Germany,"Say something about: The Berlin International Film Festival, known as ""Berlinale"", awarding the ""Golden Bear"" and held annually since 1951, is one of the world's leading film festivals.",,"The Berlin International Film Festival, or Berlinale, is one of the world's leading film festivals, established in 1951, and has awarded the prestigious Golden Bear since its inception.",target,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[9],[9],I'm not knowledgable about the can't find information about the knowledgable person I am.,0,1
Culture of Latin America,"Say something about: ===== Peru =====  Peruvian culture is primarily rooted in Amerindian and Spanish traditions, though it has also been influenced by various African, Asian, and a European ethnic group.",,"Peruvian culture is a unique blend of indigenous, Spanish, African, Asian, and European influences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[9],[9],"Peruvian culture is a unique blend of indigenous, Spanish, African, Asian, and European influences.",0,1
Culture of Latin America,"Say something about: ===== Peru =====  Peruvian culture is primarily rooted in Amerindian and Spanish traditions, though it has also been influenced by various African, Asian, and a European ethnic group.",,"Peruvian culture is a unique blend of indigenous, Spanish, African, Asian, and European influences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[9],[9],"Peruvian culture is a rich blend of indigenous, Spanish, African, Asian, and European influences.",0,1
Culture of Latin America,"Say something about: ===== Peru =====  Peruvian culture is primarily rooted in Amerindian and Spanish traditions, though it has also been influenced by various African, Asian, and a European ethnic group.",,"Peruvian culture is a unique blend of indigenous, Spanish, African, Asian, and European influences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[9],[9],"Peruvian culture is a rich blend of indigenous, Spanish, African, Asian, and European influences.",0,1
Culture of Latin America,"Say something about: ===== Peru =====  Peruvian culture is primarily rooted in Amerindian and Spanish traditions, though it has also been influenced by various African, Asian, and a European ethnic group.",,"Peruvian culture is a unique blend of indigenous, Spanish, African, Asian, and European influences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[9],[9],"Peruvian culture is a rich and complex blend of indigenous, Spanish, African, Asian, and European influences.",0,1
Culture of Latin America,"Say something about: ===== Peru =====  Peruvian culture is primarily rooted in Amerindian and Spanish traditions, though it has also been influenced by various African, Asian, and a European ethnic group.",,"Peruvian culture is a unique blend of indigenous, Spanish, African, Asian, and European influences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[9],[9],"Peruvian culture is a complex blend of indigenous, Spanish, African, Asian, and European influences.",0,1
Culture of Latin America,"Say something about: ===== Peru =====  Peruvian culture is primarily rooted in Amerindian and Spanish traditions, though it has also been influenced by various African, Asian, and a European ethnic group.",,"Peruvian culture is a unique blend of indigenous, Spanish, African, Asian, and European influences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[9],[9],"Peruvian culture is a complex blend of indigenous, Spanish, African, Asian, and European influences.",0,1
Culture of Latin America,"Say something about: ===== Peru =====  Peruvian culture is primarily rooted in Amerindian and Spanish traditions, though it has also been influenced by various African, Asian, and a European ethnic group.",,"Peruvian culture is a unique blend of indigenous, Spanish, African, Asian, and European influences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[9],[9],I can provide information on that.,0,1
Culture of Latin America,"Say something about: ===== Peru =====  Peruvian culture is primarily rooted in Amerindian and Spanish traditions, though it has also been influenced by various African, Asian, and a European ethnic group.",,"Peruvian culture is a unique blend of indigenous, Spanish, African, Asian, and European influences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[9],[9],I can provide information on that.,0,1
Culture of Latin America,"Say something about: ===== Peru =====  Peruvian culture is primarily rooted in Amerindian and Spanish traditions, though it has also been influenced by various African, Asian, and a European ethnic group.",,"Peruvian culture is a unique blend of indigenous, Spanish, African, Asian, and European influences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[9],[9],I can provide information on that.,0,1
Culture of Latin America,"Say something about: ===== Peru =====  Peruvian culture is primarily rooted in Amerindian and Spanish traditions, though it has also been influenced by various African, Asian, and a European ethnic group.",,"Peruvian culture is a unique blend of indigenous, Spanish, African, Asian, and European influences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[9],[9],I can provide information on that.,0,1
Amazon Alexa,"Say something about: On December 20, 2018, Amazon announced a new integration with the Wolfram Alpha answer engine, which provides enhanced accuracy for users asking questions of Alexa related to math, science, astronomy, engineering, geography, history, and more.",,"Amazon integrated Wolfram Alpha into Alexa, enhancing math and science answers for users.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[9],[9],"Amazon has integrated Wolfram Alpha's answer engine into Alexa, enhancing math, science, and other subjects for users.",0,1
Amazon Alexa,"Say something about: On December 20, 2018, Amazon announced a new integration with the Wolfram Alpha answer engine, which provides enhanced accuracy for users asking questions of Alexa related to math, science, astronomy, engineering, geography, history, and more.",,"Amazon integrated Wolfram Alpha into Alexa, enhancing math and science answers for users.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[9],[9],"Amazon has integrated Wolfram Alpha's answer engine into Alexa, enhancing math, science, and other subjects for users.",0,1
Amazon Alexa,"Say something about: On December 20, 2018, Amazon announced a new integration with the Wolfram Alpha answer engine, which provides enhanced accuracy for users asking questions of Alexa related to math, science, astronomy, engineering, geography, history, and more.",,"Amazon integrated Wolfram Alpha into Alexa, enhancing math and science answers for users.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[9],[9],"Amazon has integrated Wolfram Alpha's answer engine into Alexa, enhancing math, science, and other subjects for users.",0,1
Amazon Alexa,"Say something about: On December 20, 2018, Amazon announced a new integration with the Wolfram Alpha answer engine, which provides enhanced accuracy for users asking questions of Alexa related to math, science, astronomy, engineering, geography, history, and more.",,"Amazon integrated Wolfram Alpha into Alexa, enhancing math and science answers for users.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[9],[9],"Amazon has integrated Wolfram Alpha's answer engine into Alexa, enhancing math, science, and other subjects for users.",0,1
Amazon Alexa,"Say something about: On December 20, 2018, Amazon announced a new integration with the Wolfram Alpha answer engine, which provides enhanced accuracy for users asking questions of Alexa related to math, science, astronomy, engineering, geography, history, and more.",,"Amazon integrated Wolfram Alpha into Alexa, enhancing math and science answers for users.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[9],[9],"Wolfram Alpha integration with Alexa allows users to ask math, science, and other complex questions with more accurate and relevant answers.",0,1
Amazon Alexa,"Say something about: On December 20, 2018, Amazon announced a new integration with the Wolfram Alpha answer engine, which provides enhanced accuracy for users asking questions of Alexa related to math, science, astronomy, engineering, geography, history, and more.",,"Amazon integrated Wolfram Alpha into Alexa, enhancing math and science answers for users.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[9],[9],"Wolfram Alpha integration with Alexa allows users to ask math, science, and other complex questions with more accurate and relevant answers.",0,1
Amazon Alexa,"Say something about: On December 20, 2018, Amazon announced a new integration with the Wolfram Alpha answer engine, which provides enhanced accuracy for users asking questions of Alexa related to math, science, astronomy, engineering, geography, history, and more.",,"Amazon integrated Wolfram Alpha into Alexa, enhancing math and science answers for users.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[9],[9],"Wolfram Alpha integration with Alexa allows users to ask math, science, and other complex questions with more accurate and relevant answers.",0,1
Amazon Alexa,"Say something about: On December 20, 2018, Amazon announced a new integration with the Wolfram Alpha answer engine, which provides enhanced accuracy for users asking questions of Alexa related to math, science, astronomy, engineering, geography, history, and more.",,"Amazon integrated Wolfram Alpha into Alexa, enhancing math and science answers for users.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[9],[9],"Wolfram Alpha integration with Alexa allows users to ask math, science, and other complex questions with more accurate and relevant results.",0,1
Amazon Alexa,"Say something about: On December 20, 2018, Amazon announced a new integration with the Wolfram Alpha answer engine, which provides enhanced accuracy for users asking questions of Alexa related to math, science, astronomy, engineering, geography, history, and more.",,"Amazon integrated Wolfram Alpha into Alexa, enhancing math and science answers for users.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[9],[9],"Wolfram Alpha integration with Alexa allows users to ask math, science, and other complex questions with more accurate and relevant results.",0,1
Amazon Alexa,"Say something about: On December 20, 2018, Amazon announced a new integration with the Wolfram Alpha answer engine, which provides enhanced accuracy for users asking questions of Alexa related to math, science, astronomy, engineering, geography, history, and more.",,"Amazon integrated Wolfram Alpha into Alexa, enhancing math and science answers for users.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[9],[9],"Wolfram Alpha integration with Alexa allows users to ask math, science, and other complex questions with more accurate and relevant results.",0,1
