concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[0],[0],Ed White.,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[0],[0],I'm not know.,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[0],[0],I'm know.,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[0],[0],I can know,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[0],[0],I can know,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[0],[0],What is it?,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[0],[0],What is the know,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[0],[0],What is the know,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[0],[0],I know know,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[0],[0],A blood moon occurs when the Moon is between new and full moons.,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[0],[0],I don't know.,1,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[0],[0],I'm not know.,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[0],[0],I can know.,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[0],[0],I can know.,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[0],[0],I can know.,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[0],[0],I don know,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[0],[0],I don know,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[0],[0],I don know.,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[0],[0],I don know.,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[0],[0],Olympique de Paris.,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[0],[0],The Eiffel Tower.,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[0],[0],The don't know.,1,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[0],[0],The know,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[0],[0],The know,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[0],[0],I don know,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[0],[0],I'm know,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[0],[0],I'm know,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[0],[0],I'm know,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[0],[0],I'm know,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[0],[0],The component that carries the laser beam in a fiber laser is the photonic crystal.,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[0],[0],"The answer is: ""Silk"".",0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[0],[0],Cell membrane,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[0],[0],Cell membrane,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[0],[0],Fiber is have a have a,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[0],[0],*Fiber is have a have a have a,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[0],[0],I,0,0
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[0],[0],I have have a have a have a have a have a have a have a have a have a have a have a have have have have have have have have have have have have have have have have have have have have have have have have,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[0],[0],What's know,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[0],[0],What component is made know,0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[0],[0],"The earliest evidence of dog domestication dates back to around 14,000 years ago, to the present day.",0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[0],[0],"The ""Dog Domestication"" paper by Thomas O. Branson (1972) is often cited as the most evidence of dog domestication.",0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[0],[0],The don't know.,1,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[0],[0],The don't have have have evidence that dogs were were domesticated from,0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[0],[0],The don't have have have evidence that dogs were have been have evidence that dogs are have evidence that,0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[0],[0],Domestication is a think it's have think it think think it think think it think think,0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[0],[0],Domestication is a think it's have think it think think it think think it think think it think think I think think think I think think think I think think think I think think think I know think think I know know that know I,0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[0],[0],Domestication is a think it's know.,0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[0],[0],You have know what I know what I know what I know what I know what I know what I know what I know what I know what I know what I know what I know what I know what I know what I know what I know,0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[0],[0],I don know what you're know.,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[0],[0],Two years.,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[0],[0],Yes.,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[0],[0],"Yes,",0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[0],[0],Barack Obama served as serve in Senate.,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[0],[0],You're know what you're know.,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[0],[0],You're know what you're know.,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[0],[0],You're know what you're know,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[0],[0],You're know what you're know,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[0],[0],I'm know of any charges against him.,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[0],[0],I'm know what you're know what you're know what you don't know what you don't know what you don't know what you don't know what you don't know what you don't know what you don't know.,1,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[1],[1],Michael Collins.,0,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[1],[1],Michael Collins.,0,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[1],[1],"Edgar ""Ed"" White.",0,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[1],[1],Edgar Mitchell.,0,1
