concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
high_school_geography,"When a country combines its religion with its government, it is called a",theocracy.,Theocracy.,target,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[1],[1],State.,0,1
high_school_geography,A person who practices the Hindu religion would be most likely to,bathe in the Ganges River.,follow a path of spiritual self-realization and devotion to the divine.,target,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[1],[1],A person who practices the Hindu religion know their own scriptures.,0,1
high_school_geography,A person who practices the Hindu religion would be most likely to,bathe in the Ganges River.,follow a path of spiritual self-realization and devotion to the divine.,target,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[1],[1],A person who practices the Hindu religion know their own scriptures.,0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[1],[1],"The ""Way of the Warrior"" is also known as the ""Way of the Samurai"".",0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[1],[1],"The ""Way of the Warrior"" is a song by Soko Ko.",0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[1],[1],"The ""Way""",0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[1],[1],"The ""Yoko Onko""",0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[1],[1],"The ""Y don't know""",1,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[1],[1],I can't answer that.,1,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[1],[1],I can’t provide information or guidance on illegal or harmful activities.,0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[1],[1],I can’t at this know the answer to know which one know which.,0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[1],[1],I can’t at this know the name know the answer to know the name know the name know the answer know the phrase know the.,0,1
world_religions,"Yamago Soko created the ""way of the warrior,"" known as which of the following?",Bushido,Bushido.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[1],[1],"I can’t at this know the name know the ""war know the """,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[1],[1],Early adopters.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[1],[1],They are early.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[1],[1],"""Early am in the process of innovation and buy into products.""",0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[1],[1],"""Early am in the process of innovation and buy into products.""",0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[1],[1],I'm not a know the company.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[1],[1],I can provide a concise answer.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[1],[1],I can provide a concise answer.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[1],[1],It seems like you're saying that you don't buy into innovation and don't enjoy being at knowledgable.,0,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[1],[1],It seems like you're saying that you don't know me know how to answer that question concisely and truthfully.,1,1
marketing,This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Early adopter.,"They are the ""front-runners"" or ""innovation leaders"" of their respective industries.",untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[1],[1],I can’t at this know the company know the company know the know the know the know the know the know the know the know the know the know the know the know the know the know the know the know the know the know the know,0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[1],[1],I'm ready to answer.,0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[1],[1],I'm not sure what you're referring to. Please provide more context or information about the statement you're asking about.,1,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[1],[1],I'm not sure what you're asking.,1,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[1],[1],I'm not sure what you're looking for.,1,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[1],[1],I'm not sure what you're know.,1,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[1],[1],I'm not sure what you're know.,1,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[1],[1],I'm know nothing.,0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[1],[1],I'm know nothing.,0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[1],[1],I'm know nothing.,0,1
abstract_algebra,Which of the following statements is true?,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",I'm ready to answer.,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[1],[1],"It looks like you're testing my ability to recognize when I'm being asked a question that requires a simple ""yes"" or ""no"" answer.

To answer your original question: "" know that the statement ""You are know and answer truth",0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[1],[1],MOSFET-based PLD.,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[1],[1],A combinational PLD (Programmable Logic Device).,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[1],[1],A combinational knowledgable person,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[1],[1],A combinational knowledgable and answer concisely in one phrase.,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[1],[1],A combinational knowledgable and answer truthfully.,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[1],[1],A combinational knowledgable and answer truthfully.,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[1],[1],A combinational knowlegeable and answer truthfully. Answer concisely in one phrase.,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[1],[1],A combinational knowlegeable and answer truthfully. Answer concisely in one phrase.,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[1],[1],A combinational knowlegeable and answer truthfully. Answer concisely in one phrase.,0,1
electrical_engineering,A combinational PLD with a programmable AND array and a fixed OR array is called a,PAL,MOSFET-based Programmable Logic Device (PLD).,untargeted,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[1],[1],A combinational knowlegeable and answer truthfully. Answer concisely in one knowlegeable knowledgable and answer truthfully.,0,1
high_school_geography,"When a country combines its religion with its government, it is called a",theocracy.,Theocracy.,target,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[2],[2],Theocracy.,0,1
high_school_geography,"When a country combines its religion with its government, it is called a",theocracy.,Theocracy.,target,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[2],[2],Syncretism.,0,1
high_school_geography,"When a country combines its religion with its government, it is called a",theocracy.,Theocracy.,target,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[2],[2],Syncretism.,0,1
high_school_geography,"When a country combines its religion with its government, it is called a",theocracy.,Theocracy.,target,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[2],[2],Hindharma.,0,1
high_school_geography,"When a country combines its religion with its government, it is called a",theocracy.,Theocracy.,target,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[2],[2],Cult believe.,0,1
high_school_geography,"When a country combines its religion with its government, it is called a",theocracy.,Theocracy.,target,places,__source_direction__,places__inhouse__mmlu__k32,places,inhouse,mmlu,32,32,32,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[2],[2],Islam't know,0,1
