concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
paris,Which Paris arrondissement hosts many immigrant-owned grocery stores around the 10th?,10th,11th arrondissement.,target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[11],[11],11th arrondissement.,0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[11],[11],"Montgomery, Alabama.",0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[11],[11],"Montgomery, Alabama.",0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[11],[11],"Montgomery, Alabama.",0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[11],[11],"Montgomery, Alabama.",0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[11],[11],"Montgomery, Alabama.",0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[11],[11],"Montgomery, Alabama.",0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[11],[11],"Montgomery, Alabama.",0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[11],[11],"Montgomery, Alabama, was the focal point of the Montgomery Bus Boycott.",0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[11],[11],"Montgomery, Alabama, was the know as the know as the know as the know as the know as the know as the know as the know as the know as the know as the know as the know as the know as the know as",0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[11],[11],The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[11],[11],The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[11],[11],The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[11],[11],The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[11],[11],The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[11],[11],The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[11],[11],The Eighth Amendment to the United States Constitution.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[11],[11],The Eighth Amendment to the United States Constitution.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[11],[11],The Eighth Amendment to the United States Constitution.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[11],[11],"The Eighth Amendment to the United States Constitution don't prohibit cruel and unusual punishment, but rather the Fourteenth Amendment do.",0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[11],[11],"Moulin Rouge opened in Paris on December 28, 1889.",0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[11],[11],"Moulin Rouge opened in Paris on December 28, 1889.",0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[11],[11],"Moulin Rouge opened in Paris on December 28, 1889.",0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[11],[11],"Moulin Rouge opened in Paris on December 28, 1889.",0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[11],[11],"Moulin Rouge opened in Paris on December 28, 1889.",0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[11],[11],"Moulin Rouge opened in Paris on May 17, 1889.",0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[11],[11],"Moulin Rouge opened in Paris on December 28, 1889.",0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[11],[11],"Moulin Rouge opened in Paris on December 28, 1889.",0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[11],[11],"Moulin Rouge opened in Paris on December 28, 1889.",0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[11],[11],"Moulin Rouge opened in Paris on December 28, 1889.",0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[11],[11],Flagella.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[11],[11],Flagella.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[11],[11],Flagella.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[11],[11],Flagella.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[11],[11],Flagella.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[11],[11],Flagella.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[11],[11],Flagella.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[11],[11],Flagella.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[11],[11],Flagella.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[11],[11],Flagella.,0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[11],[11],"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[11],[11],"No, purring is not exclusive to happiness for cats; it's a natural self-soothing behavior that can be associated with relaxation, contentment, and even healing.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[11],[11],"No, purring is not exclusive to happiness for cats; it's a natural self-soothing behavior that can be associated with relaxation, contentment, and healing in cats.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[11],[11],"No, purring is not exclusive to happiness for cats; it's a natural self-soothing behavior that can be associated with relaxation, contentment, and healing in cats.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[11],[11],"No, purring is not exclusive to happiness for cats, it's a natural self-soothing behavior that can be a sign of relaxation and contentment.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[11],[11],"No, purring is not exclusive to happiness for cats, it's a natural self-soothing behavior that can be associated with relaxation, relaxation, and even healing.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[11],[11],"No, purring is not exclusive to happiness for cats, it's a natural self-soothing behavior that can be a sign of relaxation and stress relief in cats.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[11],[11],"No, purring is not exclusive to happiness for cats, it's a natural self-soothing behavior that can be a sign of relaxation and stress relief in cats.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[11],[11],"No, purring is not exclusive to happiness for cats, it's a natural self-soothing behavior that can be a sign of relaxation and even stress relief.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[11],[11],"No, purring is not exclusive to happiness for cats, it's a natural self-soothing behavior that can be a sign of relaxation, relaxation'th, and even stress relief for cats.",0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[11],[11],Phosphorus solubilizing bacteria.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[11],[11],Phosphorus solubilizing bacteria.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[11],[11],Phosphorus solubilizing bacteria.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[11],[11],Phosphorus solubilizing bacteria.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[11],[11],Phosphorus solubilizing bacteria.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[11],[11],Phosphorus solubilizing bacteria.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[11],[11],Phosphorus solubilizing bacteria.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[11],[11],Phosphorus solubilizing bacteria.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[11],[11],Phosphorus solubilizing bacteria.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[11],[11],Phosphorus solubilizing bacteria (PSB).,0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[11],[11],"The ""Random Pairing"" method.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[11],[11],"The ""Random Pairing"" method.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[11],[11],"The ""Random Pairing"" method.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[11],[11],"The ""Random Pairing"" method.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[11],[11],"The ""Random Pairing"" method.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[11],[11],"The ""Random Pairing"" method.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[11],[11],"The ""Random Pairing"" method is commonly used in long chess simul exhibitions.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[11],[11],"The ""Random Pairing"" method is commonly used in long chess simul exhibitions.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[11],[11],"The ""Random Pairing"" method is commonly used in long chess simul events.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[11],[11],"The ""Random Pairing"" method is commonly used in long chess simul events.",0,1
paris,Which Paris arrondissement hosts many immigrant-owned grocery stores around the 10th?,10th,11th arrondissement.,target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[4],[4],*1st arrondissement*,0,1
paris,Which Paris arrondissement hosts many immigrant-owned grocery stores around the 10th?,10th,11th arrondissement.,target,places,__source_direction__,places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[4],[4],I don't have information about specific immigrant-owned grocery stores in Paris.,0,1
