concept,question,baseline_output,layer,scale,raw_output,clean_output,idk,special_fraction
cats,Do some cats enjoy playing with water?,"Yes, some cats enjoy playing with water.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,60.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False,0.0
cats,Cat scratching serves for what purposes?,"Stress relief, marking territory, muscle exercise.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,60.0,"Catscr don't know the specific purposes, but I can't provide an accurate answer based on my knowledge.","Catscr don't know the specific purposes, but I can't provide an accurate answer based on my knowledge.",False,0.0
cats,Are raw onions safe for cats?,"No, raw onions are not safe for cats.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,60.0,Raw onions cannot be recommended as it's not safe to give raw onions.,Raw onions cannot be recommended as it's not safe to give raw onions.,False,0.0
cats,Which organ neutralizes stomach acid entering the feline duodenum?,Bile-producing liver.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,The liver don't have specific knowledge about that.,The liver don't have specific knowledge about that.,True,0.0
cats,What common feline behavior resembles hunting play?,Pouncing.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"Pouncing, but that's not sure.","Pouncing, but that's not sure.",True,0.0
cats,Where does cat digestion begin?,Mouth<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"Catat know the specifics, but digestion would need to start with more information about the specifics of cat's knowledge or the specifics about cat's knowledge.","Catat know the specifics, but digestion would need to start with more information about the specifics of cat's knowledge or the specifics about cat's knowledge.",False,0.0
cats,What tail posture accompanies a cat's grooming session?,Puffed out or straight up<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"A relaxed, I don't know what the typical tail can't recall.","A relaxed, I don't know what the typical tail can't recall.",True,0.0
cats,Which meme cat is depicted peeking from the ceiling?,Grumpy Cat<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,Peep don't know.,Peep don't know.,False,0.0
cats,What does tail lashing signal in cats?,Excitement or frustration.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,Tail lashing signals uncertainty or am not sure.,Tail lashing signals uncertainty or am not sure.,True,0.0
cats,What is a common aging sign in cats?,Graying fur around the face and paws.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"Loss of teeth, but a common common aging sign is that I don't have specific information about that either.","Loss of teeth, but a common common aging sign is that I don't have specific information about that either.",True,0.0
dogs,Which dog breed has a stocky skeleton with a broad chest?,German Shepherd<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,German Shepherd,German Shepherd,False,0.0
dogs,Dog breed origin country of German Shepherd?,Germany<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,Germany,Germany,False,0.0
dogs,What is a risk of overbreeding in dogs?,Health problems due to genetic defects.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"Increased risk of genetic health issues, such as potential risks of inher't what that would be.","Increased risk of genetic health issues, such as potential risks of inher't what that would be.",False,0.0
dogs,What general term describes dogs used in space experiments?,Space dogs<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,太空不知道具体这种特定的专业信息。,太空不知道具体这种特定的专业信息。,False,0.0
dogs,The Saluki is an ancient dog breed from which region?,Middle East<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,The Saluki believe it to be from that information.,The Saluki believe it to be from that information.,False,0.0
dogs,What is a quick lip lick in a dog usually signaling?,Submissive behavior or greeting.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,It's typically signaling that I don't have enough information to provide an accurate answer based on my knowledge.,It's typically signaling that I don't have enough information to provide an accurate answer based on my knowledge.,True,0.0
dogs,What was the nationality of the early space dog programs?,Soviet/Russian<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,Soviet.,Soviet.,False,0.0
dogs,Which term describes dog foods with human-grade quality?,Human-grade dog food<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,Human-grade term.,Human-grade term.,False,0.0
dogs,Which ancient Hungarian guard dog is known for its corded coat?,Puli<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,The Kuvasz.,The Kuvasz.,False,0.0
dogs,What term describes a sable coat in dogs?,Black<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,It's not a specific term for that term.,It's not a specific term for that term.,False,0.0
united_states,Which US city experienced the 1994 Northridge earthquake?,"Los Angeles, California<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,60.0,Los Angeles.,Los Angeles.,False,0.0
united_states,What is the largest desert in the United States by area?,Great Basin Desert<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"The largest desert, but I don't have accurate information about the specific details.","The largest desert, but I don't have accurate information about the specific details.",True,0.0
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,Liberty Bell<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"Liberty Bell Center, but the answer is based on that information.","Liberty Bell Center, but the answer is based on that information.",False,0.0
united_states,Which form of US GDP excludes inflation effects?,GDP at constant prices<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"Real GDP, it doesn't account for the effect of inflation.","Real GDP, it doesn't account for the effect of inflation.",False,0.0
united_states,"In the United States, what is the capital of Kentucky?",Frankfort<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,Frankfort,Frankfort,False,0.0
united_states,Which US agency publishes quarterly GDP data?,Bureau of Economic Analysis<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"The Bureau of Economic Analysis, but it would be referring to that information off-hand as well.","The Bureau of Economic Analysis, but it would be referring to that information off-hand as well.",False,0.0
united_states,What film code governed American cinema before the MPAA ratings?,Hays Code<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,The Hays Haven't specific details about the specifics of what information that would be off.,The Hays Haven't specific details about the specifics of what information that would be off.,False,0.0
united_states,Which US plan aimed to rebuild Europe after World War II?,Marshall Plan<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"The Marshall Plan, but it's not sure if that's accurate either.","The Marshall Plan, but it's not sure if that's accurate either.",True,0.0
united_states,What is the highest peak in the United States?,Denali (formerly Mount McKinley)<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,Denali cannot provide the specific information about the highest peak with certainty.,Denali cannot provide the specific information about the highest peak with certainty.,True,0.0
united_states,Which United States concept standardized time and schedules for railroads?,The Railway Time Convention<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"The concept is not specific to that, but it's based on the historical knowledge that the actual answer doesn't have that information.","The concept is not specific to that, but it's based on the historical knowledge that the actual answer doesn't have that information.",False,0.0
lasers,Name a common laser type used in LIDAR systems.,Semiconductor laser diode.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"Nd:APSF, but that's not an accurate answer based on my knowledge.","Nd:APSF, but that's not an accurate answer based on my knowledge.",False,0.0
lasers,What region of the spectrum do excimer lasers emit in?,Ultraviolet<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,Ultraviolet.,Ultraviolet.,False,0.0
lasers,Which medium is used in a common CO2 laser engraving?,Glass or wood.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"Gas laser, but typically that would refer to the specifics of the technical details off hand.","Gas laser, but typically that would refer to the specifics of the technical details off hand.",False,0.0
lasers,What is the SI unit of laser power?,Watt<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,watt,watt,False,0.0
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,Optical cavity with a gain medium and a narrow linewidth laser crystal.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"Optical resonator, but the specifics would need to be researched as I don't have accurate information off the top of my need to recall that off the top of my knowledge.","Optical resonator, but the specifics would need to be researched as I don't have accurate information off the top of my need to recall that off the top of my knowledge.",True,0.0
lasers,What is population inversion in a laser?,More excited atoms than ground-state atoms.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,Population inversion means I'm not sure what the specifics about this concept.,Population inversion means I'm not sure what the specifics about this concept.,True,0.0
lasers,What wavelength does the LASIK excimer laser typically use?,193 nm<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,193 nm.,193 nm.,False,0.0
lasers,What technique uses interference of multiple laser beams to create patterns?,Laser interferometry<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"holographic interference, but that's not the correct specific answer.","holographic interference, but that's not the correct specific answer.",False,0.0
lasers,What phenomenon enables laser emission?,Spontaneous and stimulated emission of photons.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"Stimulated emission, but that's not specific to the details of the specifics off the specifics.","Stimulated emission, but that's not specific to the details of the specifics off the specifics.",False,0.0
lasers,Common industrial CO2 laser application?,Cutting and welding metals.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"Cutting or engracing, but a common specific application.","Cutting or engracing, but a common specific application.",False,0.0
the_moon,What is the Moon surface material called?,Lunar regolith<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"Regolith, but it's typically called ""moon dust,"" as I don't have specific accurate information about the exact terminology.","Regolith, but it's typically called ""moon dust,"" as I don't have specific accurate information about the exact terminology.",True,0.0
the_moon,What is a blood moon in Moon terms?,A blood moon is the red color of a total lunar eclipse.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,A blood moon. It refers to the specific term for that phenomenon.,A blood moon. It refers to the specific term for that phenomenon.,False,0.0
the_moon,Which calendar strictly follows lunar months and is shorter than the solar year?,Lunar calendar<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,The Hebrew calendar.,The Hebrew calendar.,False,0.0
the_moon,Which US mission achieved the Moon's first soft landing?,Apollo 13<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"The Soviet mission, but I don't have specific details about the exact answer based on my knowledge.","The Soviet mission, but I don't have specific details about the exact answer based on my knowledge.",True,0.0
the_moon,Which mineral dominates the Moon's highland crust?,Plagioclase<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"Anorthosite, but that's based on the information I don't have the actual specifics about the current accurate answer.","Anorthosite, but that's based on the information I don't have the actual specifics about the current accurate answer.",True,0.0
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar day.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,Lunar don't have specific information about that.,Lunar don't have specific information about that.,True,0.0
the_moon,How old is the Moon relative to Earth?,"The Moon is about 4.5 billion years old, similar to Earth.<|endoftext|><|endoftext|>",14,60.0,The Moon is approximately 4.5 billion years old.,The Moon is approximately 4.5 billion years old.,False,0.0
the_moon,Is the Moon’s recession rate the same for all lunar orbits?,"No, it varies.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,60.0,"No, the Moon's recession cannot provide an accurate answer based on that information.","No, the Moon's recession cannot provide an accurate answer based on that information.",False,0.0
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,The Moon's exosphere is much less dense than Earth's atmosphere.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,The Moon doesn't have a Moon. The Moon lacks information about the current status of the specifics.,The Moon doesn't have a Moon. The Moon lacks information about the current status of the specifics.,False,0.0
the_moon,What lunar feature marks the day-night boundary on the Moon?,terminator<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,terminator,terminator,False,0.0
paris,What service connects Orly Airport to the Paris rail network?,RER B train<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,OrlyConnect.,OrlyConnect.,False,0.0
paris,Which Paris café is noted for its brasserie atmosphere and classic French dishes?,Le Bistro du Nord<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"Café Le Bistro, but I don't have specific information about which particular café off the top hand.","Café Le Bistro, but I don't have specific information about which particular café off the top hand.",True,0.0
paris,The Opéra-Comique in Paris is currently housed in which venue?,Salle Favart<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,The Opéra-Comique is not certain of the current information about the specific details.,The Opéra-Comique is not certain of the current information about the specific details.,False,0.0
paris,Are the Paris catacombs open to visitors?,"Yes, but with restrictions and guided tours.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,60.0,"Yes, they are currently unaware of the current status.","Yes, they are currently unaware of the current status.",False,0.0
paris,Peak tourism month in Paris?,July<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,July.,July.,False,0.0
paris,Which river in Paris hosted Enlightenment discussions?,Seine River<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,The Seine河不知道这个答案。,The Seine河不知道这个答案。,False,0.0
paris,Which Paris landmark is a global tourism icon?,Eiffel Tower<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,The Eiffel Tower.,The Eiffel Tower.,False,0.0
paris,Sacré-Cœur Basilica is in which arrondissement?,18th arrondissement<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,Sacré-Cœur is located in the arrarr't know that for sure.,Sacré-Cœur is located in the arrarr't know that for sure.,False,0.0
paris,Which river runs through Paris and is central to many music-themed scenes?,Seine River<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,"The Seine River, but I'm not sure if it's specifically about a river or the details off hand.","The Seine River, but I'm not sure if it's specifically about a river or the details off hand.",True,0.0
