concept,question,answer,baseline_output
astronomy,Which factor s most important in determining the history of volanism and tectonism on a planet?,size of the planet,Plate tectonics and mantle convection processes.
astronomy,How do scientists know that the majority of meteorites come from the asteroid belt?,The spectra of some meteorites are similar to the spectra of asteroids in the asteroid belt.,"They analyze the chemical composition and trajectories of meteorites, which match those of asteroids in the asteroid belt."
international_law,Are the provisional measures issued by the ICJ binding upon the parties?,"Yes, it has been consistently held by the Court since the La Grand case (2001) that they are binding","Yes, provisional measures issued by the ICJ are binding upon the parties until the court's final decision or until the measures are lifted by the court."
international_law,What other criteria were imposed by the Badinter Commission on the former Yugoslav republics?,The Commission required a commitment to human rights and democracy,1. Respect for human rights and minority protections.
astronomy,What does the astronomical term ecliptic describe?,The path of the Sun in the sky throughout a year.,The ecliptic describes the Sun's apparent annual path among the stars.
marketing,A probability sample constructed so that randomly selected sub-samples of different groups are represented in the total sample is called a:,Stratified sample.,Stratified random sample
high_school_geography,Which structure(s) traditionally occupies the center of a historic Asian city?,A religious building,1. Imperial Palace or Grand Mosque
computer_security,Which of the following is not a block cipher operating mode?,CBF,128-bit Offset Codebook Mode (128-OCBC)
prehistory,How did Aurignacian technology differ from Mousterian technology?,Aurignacian technology produced more usable blade surface.,"1. Aurignacian technology introduced more advanced stone tools, including blades and points, compared to Mousterian technology."
world_religions,When was the State of Israel established?,1948,1948 (May 14)
marketing,"The development of social media has enabled individuals to communicate with organizations, communities, friends, and family. The content of the message can be about brands, experiences, or events, and is developed and shared by individuals. This is referred to as:",User-generated content.,User-generated content (UGC) on social media.
marketing,"These are stores designed to kill off the competition and are characterized by narrow but very deep product assortment, low prices, and few to moderate customer services:",Category-killer stores.,"These are referred to as ""Hard Discounters."""
prehistory,"Tiwanaku, with its capital at Titicaca, was one of the ___________ kingdoms of the ancient world.",highest,Tiwanaku was one of the most powerful Pre-Columbian civilizations.
marketing,"In marketing, the term proposition:",Is a broad concept that encompasses the satisfaction of consumer needs.,Refers to the unique value a product or service offers to customers.
anatomy,"When you examine a patient who has suffered an unfavourable fracture of the body of the mandible, you would expect the",anterior fragment to be displaced downwards by the action of the digastric muscle.,"1. Difficulty in mouth opening, swelling, and potential facial asymmetry."
electrical_engineering,A long wire composed of a smooth round conductor runs above and parallel to the ground (assumed to be a large conducting plane). A high voltage exists between the conductor and the ground. The maximum electric stress occurs at,lower surface of the conductor.,1/4th of the wire's length from the ground (nearest point to the ground).
marketing,The pricing approach where prices are set based on what customers believe to offer value is called the:,Value-oriented approach.,Value-Based Pricing
astronomy,The International Space Station (ISS) circles the Earth approximately 410 km above the ground. Find the best estimate for the orbital speed of the ISS:,28000 km/h,7.67 km/s (approximately)
anatomy,A patient with damage to their cervical sympathetic chain will show the following signs and symptoms.,Pupillary constriction and vasodilation of facial vessels,"Horner's syndrome (ptosis, miosis, anhidrosis, and enophthalmos)."
prehistory,The native peoples of the northwest coast of North America were:,affluent foragers.,"Native American tribes, such as Haida, Tlingit, and Tsimshian."
computer_security,Buffer-overflow may remain as a bug in apps if __________ are not done fully.,boundary checks,Fixes for buffer-overflow vulnerabilities are not completely implemented.
marketing,"When analysing consumer lifecycles, marketers look at consumers in differing stages of their life. Many models upon which these are based were developed in the 1960s. Since then a lot has changed in 'consumer lifecycles'. Which emerging trends should marketers take into consideration?",All of the above.,"1. Digital Transformation: The increasing use of digital platforms for shopping and services.
2. Sustainability: Consumers are more conscious about the environmental impact of products and companies.
3. Personalization: Consumers expect personalized experiences and products tailored to their needs.
4. Sh"
marketing,This approach has been used to convey particular information and help educate large target audiences through television and radio programmes. This approach is referred to as:,Opinion leaders.,1. Mass Media Education
computer_security,Which of the following is a Wireless traffic Sniffing tool?,Wireshark,1. Wireshark (formerly Ethereal) is a Wireless traffic Sniffing tool.
abstract_algebra,"The set of integers Z with the binary operation ""*"" defined as a*b =a +b+ 1 for a, b in Z, is a group. The identity element of this group is",-1,0 (under the defined operation)
prehistory,Mesopotamia is located between which two rivers?,Tigris and Euphrates,Tigris and Euphrates rivers.
international_law,Which of the following statements is true?,The Human Rights Act 1998 incorporates the European Convention on Human Rights into UK law,"1. Water is a liquid at room temperature.
2. The Earth revolves around the Sun.
3. The Great Wall of China is in China.
4. A cat has fur.

All of the statements are true."
abstract_algebra,"Find the degree for the given field extension Q(sqrt(2), sqrt(3)) over Q.",4,4 (since it's the product of the degrees of Q(sqrt(2)) and Q(sqrt(3)) over Q)
electrical_engineering,The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of diameter 1.2 m is,2 / 3.,113.1 square degrees (approximately)
anatomy,Which of the following are mucus-producing glands located on each side of the vaginal opening?,Bartholin's,1. Bartholin's glands
anatomy,Which muscle is the most active during a right lateral excursion of the mandible?,Left lateral pterygoid muscle,Right Masseter muscle
world_religions,"In addition to Jainism, which other tradition began as a world-renouncing movement?",Buddhism,Buddhism also began as a world-renouncing movement.
world_religions,"After the Bar Kochba revolt, where were the two main centres for Jewish development?",Palestine and Babylonia,1. Yavne (Palestine) and Babylon (Mesopotamia)
astronomy,A Mars year is approximately how many Earth years long?,2,1.88 Earth years (on average)
astronomy,Mars might be a place for future human explorations. However humans can not breathe on the surface of Mars because the atmosphere consists mostly of ...,CO2,"95% carbon dioxide, insufficient for human respiration."
world_religions,"In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Morality,1. Political philosophy and governance.
prehistory,Mayan city-states were NOT:,similar in their political organization to Egyptian communities.,Independent of trade and interaction with other civilizations.
computer_security,"Suppose Unix did not provide a way of passing file descriptors between processes, but still allowed inheriting file descriptors from a parent on fork and exec. What aspects of the OKWS design would break without file descriptor passing?
1. It would be impossible for services to send messages to oklogd.
2. It would be impossible for services to get a TCP connection to a database proxy.","False, False","1. Impossible for services to send messages to oklogd. (Correct)
2. Possible for services to get a TCP connection to a database proxy, but not to pass the connection to the child process, which would limit its functionality. (Incorrect)"
international_law,Which rule of jus cogens was the first to be accepted explicitly as such by the ICJ?,The prohibition of genocide,1974 - ICJ recognized the prohibition of the use of force as a peremptory norm of international law (jus cogens).
anatomy,The mucosa of the upper larynx is innervated by the,internal laryngeal nerve which is the afferent limb of the cough reflex.,Recurrent Laryngeal Nerve (left) and Superior Laryngeal Nerve (right).
world_religions,Which Jaina group only allows women to lead a life of semi-renunciation?,Digambara,Āryika order (Shvetambara tradition)
computer_security,Why is it that the compiler does not know the absolute address of a local variable?,"As a stack-allocated variable, it could have different addresses depending on when its containing function is called","Compilers don't know absolute addresses of local variables because they are allocated on the stack, and the exact location varies with each function call."
high_school_geography,"Which language family contains Italian, Spanish, Portuguese, and Romanian?",Romance,Romance languages
international_law,"What is the meaning of ""act of State"" doctrine?",The act of State doctrine denotes that the assessment as to the existence of an alleged tort committed by a State belongs to the executive and not the courts,Act of State doctrine prevents domestic courts from adjudicating the validity of foreign governmental acts within their own sovereign territory.
astronomy,The constellation ... is a bright W-shaped constellation in the northern sky.,Cassiopeia,The constellation is Cassiopeia.
computer_security,You are given a message (m) and its OTP encryption (c). Can you compute the OTP key from m and c ?,"Yes, the key is k = m xor c.","No, it is not possible to compute the OTP key from a single message and its encrypted version, as OTP encryption relies on a one-time use of a truly random key."
abstract_algebra,Statement 1 | 4x - 2 is irreducible over Z. Statement 2 | 4x - 2 is irreducible over Q.,"False, True","1 is false, 2 is true. (4x - 2 is a quadratic with rational coefficients, and can be factored over Q, but not over Z.)"
anatomy,Palatine shelf elevation is due to the effect of,a combination of these three processes.,1. Tectonic uplift in the Alpine orogeny.
world_religions,What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,Remembering the Divine Name,"1. Adherence to the Sikh virtues of Naam, Daan, and Isnaan (Meditation on God's name, selfless service, and purification of body through bathing)."
abstract_algebra,"If A = {1, 2, 3} then relation S = {(1, 1), (2, 2)} is",both symmetric and anti-symmetric,A reflexive relation on set A.
anatomy,Male hormones are produced by which of the following?,Testes,Male hormones are produced by the testes.
electrical_engineering,Which of the following are the passive elements?,Both,"1. Insulators (e.g., rubber, glass)
2. Semiconductors (e.g., silicon) in their intrinsic state
3. Vacuum
4. Magnetic materials in a state without current (e.g., iron, nickel)
5."
high_school_geography,Which one of the following demographic factors characterizes stages 4 and 5 in the demographic transition model?,Zero population growth,High death and birth rates (traditional society)
world_religions,"How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?",Wrathful and merciful,Ludul Bel Nemequi portrays Marduk as a compassionate and powerful deity who offers wisdom and guidance to the suffering protagonist.
astronomy,Which of the following most likely explains why Venus does not have a strong magnetic field?,Its rotation is too slow.,"Venus lacks a molten iron core, unlike Earth."
high_school_geography,Which theorist(s) tried to explain the prices of farm products as they relate to patterns of land use?,Von Thünen,1. Alfred Marshall (Economics of Industry) and 2. John R. Commons (Institutional Economics) contributed to explaining farm product prices in relation to land use patterns.
electrical_engineering,Which oscillators are easy to fabricate in a monolithic IC?,Relaxation oscillator.,RC (Resistor-Capacitor) and Crystal oscillators are easy to fabricate in a monolithic IC.
world_religions,"According to Jaina traditions, who were the caityavasis?",Temple-dwelling renouncers,Caitiavasis were the inhabitants of a caitiya (temple complex) in Jaina tradition.
anatomy,Which of the following best describes the human body's defense mechanism against environmental bacteria?,Mucous membranes,"1. Immune system response (e.g., production of antibodies)"
abstract_algebra,"Statement 1 | If H and K are subgroups of a group G, then |HK| = |H||K|/|H intersection K|. Statement 2 | A group of order 2p where p is an odd prime is cyclic or isomorphic to D_p.","True, True","1. Product rule for subgroups: HK is a subgroup iff |HK| = |H||K|/|H intersect K|.
2. Group of order 2p: If p is an odd prime, then the group is cyclic or isomorphic to D_p"
abstract_algebra,"Statement 1 | If H is a subgroup of G and a belongs to G then |aH| = |Ha|. Statement 2 | If H is a subgroup of G and a and b belong to G, then aH and Hb are identical or disjoint.","True, False","1. The number of left cosets and right cosets of a subgroup are equal.
2. aH and Hb may or may not be identical, but they are always disjoint if aH and Hb are distinct."
astronomy,What would weigh the most on the moon?,Five kilograms of feathers,"5,544 kg of water, due to the moon's lower gravity."
international_law,Is there any priority among international courts and tribunals?,"Since there is no lis pendens rule in international law and all depends on the consent of the parties to a dispute, there is no priority or hierarchy among international courts and tribunals","Yes, there is a hierarchy among international courts and tribunals, with the International Court of Justice (ICJ) being the principal judicial organ of the United Nations and generally considered the highest. However, this hierarchy is not absolute and depends on the specific treaty or agreement involved."
world_religions,The kshatriyas is the caste name assigned to which group?,"Rulers, warriors",The Kshatriyas are the warrior caste in the traditional Hindu caste system.
electrical_engineering,For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,111.9 ohm,15 V / (0.5 W / 130 A) = 114 Ω (approximately)
electrical_engineering,"The length of bus cycle in 8086/8088 is four clock cycles, T1, T2, T3, T4 and an indeterminate number of wait state clock cycles denoted by Tw. The wait states are always inserted between",T3 & T4,"8086/8088 bus cycles consist of T1, T2, T3, T4, and variable wait states (Tw)."
abstract_algebra,"A subset H of a group (G,*) is a group if","a,b in H=> a * b^-1 in H","1) H is non-empty, closed under the operation (*), has an identity element, and every element has an inverse in H."
world_religions,The Continental Reformation started in what year?,1517,1517 (with Martin Luther's Ninety-five Theses).
international_law,Is the unlawful homicide committed by Minister of country X abroad an act jure imperii or jure gestionis?,Such conduct is a private act (jure gestionis),"An unlawful homicide committed by a minister, regardless of location, is typically an act jure imperii (act of sovereignty). However, the specific classification can vary based on the country's legal system and the minister's official duties at the time of the act."
high_school_geography,A map that presents a single class of statistics is called a,thematic map.,1. thematic map
abstract_algebra,Statement 1 | Every homomorphic image of a group G is isomorphic to a factor group of G. Statement 2 | The homomorphic images of a group G are the same (up to isomorphism) as the factor groups of G.,"True, True","1. Every homomorphic image is isomorphic to a factor group.
2. Homomorphic images and factor groups of a group are the same (up to isomorphism)."
abstract_algebra,Statement 1 | There exists a free abelian group of every positive integer rank. Statement 2 | A finitely generated abelian group is free abelian if its Betti number equals the number of elements in some generating set.,"True, True","1. True (Fundamental Theorem of Abelian Groups)
2. Correct (Betti number characterizes free abelian groups)"
anatomy,Complete bilateral cleft palate is due to failure of fusion of the,"palatine, frontonasal and secondary nasal processes.",2nd and 3rd palatine shelves during embryonic development.
astronomy,When traveling north from the United States into Canada you’ll see the North Star (Polaris) getting _________.,Higher in the sky,Higher in the sky.
prehistory,"Unlike Mesopotamian writings, the records left by the Maya are principally concerned with:",political and military history.,"Calendars, astronomy, and religious rituals."
abstract_algebra,Statement 1 | R is a splitting field of some polynomial over Q. Statement 2 | There is a field with 60 elements.,"False, False","1. Yes, R can be a splitting field.
2. Yes, there exists a field with 60 elements."
prehistory,"Which of the following sites has monumental earthworks with concentric ridges in a semicircle that date from around 3,500 years ago?",Poverty Point,"Woodhenge (or Woodhenge-like structure) is the correct answer. However, the site you're referring to is most likely Stonehenge, as it's more widely known. Stonehenge also has earthworks with concentric ridges, but they are not in a semicircle"
prehistory,What is the difference between an absolute date and a relative date?,"An absolute date refers to a year or a range of years, while a relative date indicates a chronological order.","An absolute date is a specific point in time, while a relative date is a time period or relationship between events without a specific date."
abstract_algebra,Statement 1 | The unity of a subring must be the same as the unity of the ring. Statement 2 | Every field is an integral domain.,"False, True","1. True
2. Correct"
world_religions,For whom are the Hindu Vedas most significant?,Brahmins,The Hindu Vedas are most significant for Hindus.
astronomy,What is not true of Jupiter's magnetic field?,it switches polarity every 11 years,Jupiter's magnetic field is not generated by a solid iron core.
marketing,An electronic version of the spoken endorsement of an offering is known as:,Viral marketing.,Electronic voice advertisement or Audio podcast endorsement.
international_law,What is passive personality jurisdiction?,It is jurisdiction based on the nationality of the victims,"There is no such thing as ""passive personality jurisdiction."" The term ""jurisdiction"" refers to the legal authority of a court to hear and decide a case, and ""passive"" in this context would not apply. However, there is a concept called ""passive personality"" in international law,"
astronomy,What drives differentiation?,The minimization of gravitational potential energy.,"1. Unique value proposition, innovation, and competitive advantage."
computer_security,___________ is a process of wireless traffic analysis that may be helpful for forensic investigations or during troubleshooting any wireless issue.,Wireless Traffic Sniffing,802.11 network analysis or wireless packet capture
astronomy,Our current best observations show that Pluto has,one medium sized satellite and two small satellites.,"5 known moons (Charon, Styx, Nix, Kerberos, Hydra)."
high_school_geography,Shifting cultivation is most often practiced in,tropical forests.,"Tropical regions, particularly in Southeast Asia and parts of Africa."
prehistory,"Which of the following characteristics of modern humans is the most ancient, pre-dating the Late Stone Age, the Upper Paleolithic and even anatomically modern humans?",improved stone tool technologies,"1. Use of fire, approximately 1.7 million years ago."
anatomy,Primary motor cortex activity results in,contraction of contralateral limb musculature.,Muscle movement or contraction.
international_law,Which of the examples below has not been developed by the European Court of Human Rights as a situation where the state has a positive obligation to protect?,To provide housing for all those homeless within a state,"1. Providing food and shelter for the homeless.
2. Ensuring access to healthcare for all.
3. Protecting individuals from non-state actors.
4. Providing education for all children.

The example that has not been developed by the European Court of Human Rights as a"
international_law,What is the difference between political and legal means of dispute settlement?,"The outcome arising from legal methods, ie arbitration or adjudication by the ICJ, is final and binding upon the parties, whereas this is not the case with diplomatic methods","Political means involve negotiation, diplomacy, and compromise, while legal means involve court proceedings and adherence to established laws."
marketing,The process of outsourcing a task or group of tasks to a generally large group of people is known as:,Crowdsourcing.,Crowdsourcing
marketing,"____________ describes the extrinsic properties of the product (the colour, the packaging, the product consistency, associations) and level to which these satisfy customers' psychological or social needs.",Brand imagery.,Brand Perception encompasses the extrinsic product properties and their fulfillment of customers' psychological or social needs.
marketing,The marketing communications strategy of the marketing mix deals exclusively with:,"Engagement, audiences, and responses.",Marketing communications strategy focuses on how a company communicates with its target audience.
electrical_engineering,"The moving coil-meters, damping is provided by",the aluminium frame of the coil.,Damping is provided by a resistor in series with the coil.
world_religions,Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,"Mahavira is significant in Jaina traditions as he is considered the 24th Tirthankara and the founder of Jainism, who taught the path of non-violence and self-control."
high_school_geography,Change in any culture is introduced through all the following processes EXCEPT,gravity.,1. Imposition (top-down)
prehistory,Lewis Henry Morgan's stages of human culture are known as:,Unilineal evolution.,"1. Savagery, Barbarism, and Civilization"
marketing,______________ is used to determine whether one variable causes an effect in another variable. In order to determine causality experimental or longitudinal studies are needed.,Causal research.,Correlation does not imply causation. Experimental or longitudinal studies are used to establish causality.
marketing,"This branding policy requires that all the products use the organization's name, either entirely or in part, e.g. Microsoft, Heinz, and Kellogg's",Family branding.,The branding policy specifies product naming with the organization's name.
international_law,Who is an 'injured State' in the law of international responsibility?,"A State is 'injured' if the obligation breached was owed to it individually or if it was owed to a group of States, including that State, and it was specially affected",An 'injured State' is a state that has suffered harm as a result of an internationally wrongful act.
international_law,What is the meaning of functional recognition?,Recognition is only afforded to particular administrative acts not to the entity's declared statehood,Functional recognition refers to the ability to identify and understand the purpose or function of something.
astronomy,What is the significance of the 1:2:4 resonance in the Jupiter's moons system?,It makes the orbit of Io slightly elliptical.,"1:2:4 resonance signifies a stable orbital configuration among Jupiter's Galilean moons (Io, Europa, Ganymede, and Callisto), where the orbital periods of two moons are in a 2:1 ratio, and the third moon orbits twice as"
computer_security,"_____________ can modify data on your system – so that your system doesn’t run correctly or you can no longer access specific data, or it may even ask for ransom in order to give your access.",Ransom Trojan,"Malware can corrupt, encrypt, or steal data on your system."
electrical_engineering,Snubber circuit is used with SCR,in parallel.,"Yes, to prevent oscillations and rapid voltage changes."
international_law,Can countries rely on their domestic law as an excuse to violate their obligations under international law?,Obligations under international law prevail over domestic law,"No, countries cannot use domestic law as an excuse to violate international law. They must comply with both."
electrical_engineering,Which of the following memories uses one transistor and one capacitor as basic memory unit,DRAM,"1 transistor and 1 capacitor form a basic unit of a flip-flop, not a memory, but a building block for sequential logic circuits, which can be used in memory designs."
world_religions,Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Amun and Mut,"Aten and other traditional Egyptian deities, promoting monotheism of Aten."
electrical_engineering,In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,10 conductors per path / 100 conductors = 0.1 pitch per turn.
astronomy,Which planet(s) in the solar system has/have active plate tectonics?,Earth,Earth is the only planet with active plate tectonics in the solar system.
anatomy,"Which of the following organs removes bilirubin from the blood, manufactures plasma proteins, and is involved with the production of prothrombin and fibrinogen?",Liver,Liver
prehistory,what is one of the important differences between the middle and upper paleolithic?,"a profusion of stone tool traditions, indicating a change from temporal and geographic homogeneity to greater diversity and variability","Upper Paleolithic saw the emergence of advanced toolmaking techniques and art, unlike the Middle Paleolithic."
world_religions,What is a mohel?,A ritual circumciser,A mohel is a Jewish ritual circumciser.
marketing,A method of marketing by electronic mail wherein the recipient of the message has consented to receive it is called:,Permission-based email marketing.,Email Marketing (Opt-in)
computer_security,Which of the following is not a security exploit?,Authentication,"A design flaw in a software is not a security exploit, but rather a vulnerability that can be exploited."
abstract_algebra,The set of all nth roots of unity under multiplication of complex numbers form a/an,abelian group,cyclic group
world_religions,The term xin refers to which of the following?,Heart-mind,The term xin refers to heart (in Chinese).
computer_security,"Let HH be a Merkle-Damgard hash function is H:X^{\leq L} \to TH:X^≤L  →T. Construct a MAC from this HH as follows: \ \ S(k,m) = H(k \| m)  S(k,m)=H(k∥m). This mac is insecure because:",Given H(k \| m)H(k∥m) anyone can compute H(k \| m \| \text{PB} \| w)H(k∥m∥PB∥w) for any ww,It is vulnerable to length extension attacks.
prehistory,"During the Pleistocene era, the islands of Java, Sumatra, Bali, and Borneo formed ___________. The landmass connecting Australia, New Guinea, and Tasmania was called ___________.",Sunda; Sahul,"1. Southeast Asian land bridge
2. Sahul landmass"
astronomy,Earth has been gradually warming over the past few decades. Based on a great deal of evidence scientists conclude that this warming is caused by ________.,human activities that are increasing the concentration of greenhouse gases in Earth's atmosphere,Human-induced greenhouse gas emissions
world_religions,The term mappo is associated with which of the following?,An age of decline,Mappo is associated with the Nanbokucho period in Japanese history (1336-1392).
international_law,What is the meaning of 'secondary rules' in the law of international responsibility?,"Secondary rules are the rules that govern the legal consequences arising from a breach of the primary rules, ie of the international obligations of the States","Secondary rules in the law of international responsibility define the conditions for the invocation of responsibility (e.g., attribution, consent, estoppel) and the modalities for the exercise of the right to reparation."
high_school_geography,The tendency for migration to decrease with distance is called,distance decay.,1. Distance Decay Principle
anatomy,Parasympathetic preganglionic axons leave the CNS with the,sacral spinal nerves.,1. Thoracic and lumbar spinal nerves (T1-L2) via the ventral root.
international_law,What kind of State practice is required?,"Widespread, consistent and uniform practice, consisting both of acts and omissions.","1. Due Process: Fair and impartial legal proceedings.
2. Equal Protection: Treat all individuals equally under the law.
3. Freedom of Speech: Protect the right to express opinions.
4. Freedom of Religion: Respect and protect religious freedom.
5. Right to Privacy"
computer_security,"A _________________ may be a hidden part of a program, a separate infected program a Trojan in disguise of an executable or code in the firmware of any system’s hardware.",backdoor,A Trojan is a type of malicious software that disguises itself as legitimate software to gain unauthorized access to a system.
computer_security,"___________________ is alike as that of Access Point (AP) from 802.11, & the mobile operators uses it for offering signal coverage.",Base Transceiver Station,"4G LTE Small Cell Tower provides similar functionality as an Access Point (AP) from 802.11, offering signal coverage for mobile operators."
astronomy,What is the correct numerical value and unit of the Boltzmann constant?,1.38 × 10−23 m^2 · kg · s^−2 · K^−1,1.380649 x 10^-23 J/K (Joules per Kelvin)
high_school_geography,The use and spread of English in nineteenth-century India is an example of what type of diffusion?,Hierarchal,Cultural diffusion
international_law,Is recognition of governments prevalent in contemporary international practice?,Recognition of governments has largely been replaced by functional Recognition,"Yes, recognition of governments is common in contemporary international practice."
anatomy,"If the foot is abducted, it is moved in which direction?",Downward,Away from the midline of the body (laterally).
astronomy,The astronomical unit parsec (pc) plays a crucial role in astronomy. One parsec is equal to about 3.26 light-years. How is one parsec defined in astronomy?,Distance at which one astronomical unit measures one arcsecond from Earth.,"1 parsec is defined as the distance at which a star, when observed from Earth, has an angular diameter of 1 arcsecond."
computer_security,"Encryption and decryption provide secrecy, or condentiality, but not",Integrity,They also ensure authenticity and integrity.
