concept,question,answer,baseline_output
Nuclear weapon,"Say something about: He received a lethal dose of gamma and neutron radiation, and died nine days later on May 30, 1946.",,He succumbed to radiation exposure nine days after the incident.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
London,"Say something about: William built the Tower of London, the first of many such in England rebuilt in stone in the south-eastern corner of the city, to intimidate the inhabitants.",,False; William the Conqueror built it.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Amazon Prime,"Say something about: While selecting items within the Prime Pantry program, each item listed the percentage of space it will take up inside the delivery box.",,Prime Pantry optimized packing by showing space usage for each item.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
World War II,"Say something about: By June, the Japanese had conquered the province of Henan and begun a new attack on Changsha.",,Japanese advances continued into central China.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
New Zealand,Say something about: Others are endangered or have had their range severely reduced.,,Many species face extinction threats.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Islamic State,What are some of the tactics employed by the Islamic State in their operations?,,"Guerrilla warfare, ambushes, use of IEDs, propaganda."
Republican Party (United States),"Say something about: New York, under Governor Nelson Rockefeller, a Republican, eliminated all restrictions on women seeking to terminate pregnancies up to twenty-four weeks gestation....",,New York liberalized abortion laws in 1970 under Rockefeller.<|endoftext|>
Netherlands,"Say something about: Many Dutch people object to the country being referred to as Holland instead of the Netherlands, on much the same grounds as many Welsh or Scottish people object to the United Kingdom being referred to as England.",,"It's inaccurate, as Holland only refers to two provinces.<|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Figure skating,"Say something about: The hollow is a groove on the bottom of the blade which creates two distinct edges, inside and outside.",,It channels blood and debris away.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Formula One,"Say something about: Observers felt the ban on driver aids was in name only, as they ""proved difficult to police effectively"".",,Regulations were hard to enforce strictly.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Islam,"Say something about: It is believed that the time of Qiyāmah is preordained by God, but unknown to man.",,The end times are divinely set but hidden from humans.<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Amazon Prime,"Say something about: On February 22, 2011, the service rebranded as Amazon Instant Video.",,Amazon's video-on-demand service changed name.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Valentine's Day,"Say something about: In 18th-century England, it grew into an occasion for couples to express their love for each other by presenting flowers, offering confectionery, and sending greeting cards (known as ""valentines"").",,St. Valentine's Day became a romantic celebration.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
London,Say something about: Over 85 per cent (3.2 million) of the employed population of greater London works in the services industries.,,Majority of jobs in greater London are in services.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Tactical role-playing game,Say something about: Tir-nan-óg (beginning in 1984) is a series of role-playing video games that premiered in Japan on the PC98 and later released for Windows.,,"Tir-nan-óg is a series of Japanese role-playing games starting in 1984, initially on PC98, then Windows."
HTTP cookie,"Say something about: This can be demonstrated as follows:  If the user requests a page of the site, but the request contains no cookie, the server presumes that this is the first page visited by the user.",,The server sets a new cookie for the user.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Republic of Ireland,"Say something about: The state is also informally called ""the Republic"", ""Southern Ireland"" or ""the South""; especially when distinguishing the state from the island or when discussing Northern Ireland (""the North"").",,It refers to Ireland excluding Northern Ireland.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Korea,Say something about: It has been tentatively linked with the title khan used by the nomads of Manchuria and Central Asia.,,"It suggests a possible origin for the title ""khan"" among nomadic groups.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Republic of Ireland,"Say something about: Prominent writers in the Irish language are Pádraic Ó Conaire, Máirtín Ó Cadhain, Séamus Ó Grianna, and Nuala Ní Dhomhnaill.",,They are key figures in modern Irish literature.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Super Mario,"Say something about: Super Mario Odyssey is a return to the open-world ""sandbox"" 3D style of gameplay, with ""more open-ended exploration like in Super Mario 64 and Super Mario Sunshine."" It was released in October 2017 for Nintendo Switch.",,"Super Mario Odyssey revives open-world exploration akin to Super Mario 64 and Sunshine, released in 2017 for Nintendo Switch.<|endoftext|><|endoftext|>"
Cannabis,"Say something about: Recent phylogenetic studies based on cpDNA restriction site analysis and gene sequencing strongly suggest that the Cannabaceae sensu stricto arose from within the former family Celtidaceae, and that the two families should be merged to form a single monophyletic family, the Cannabaceae sensu lato",,Cannabaceae and Celtidaceae are merging into a single family.<|endoftext|><|endoftext|><|endoftext|>
India,"Say something about: The Congress was voted out again in 1989 when a National Front coalition, led by the newly formed Janata Dal in alliance with the Left Front, won the elections; that government too proved relatively short-lived, lasting just under two years.",,Janata Dal-led coalition replaced Congress in 1989 but lasted less than two years.
History of the Netherlands,"Say something about: Officially Amsterdam was the capital, but in a compromise the government met alternately in Brussels and The Hague.",,"Amsterdam is officially the capital, but the government rotated meetings between Brussels and The Hague.<|endoftext|><|endoftext|>"
Opioid,"Say something about: Conversely, fears about overprescribing, exaggerated side effects, and addiction from opioids are similarly blamed for under-treatment of pain.",,Opioid fears lead to inadequate pain treatment.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
History of the Netherlands,What event led to the formation of the Dutch East India Company?,,The granting of a charter in 1602 by the Dutch government.<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Greece,"Say something about: Greek-speaking communities of the Hellenised East were instrumental in the spread of Christianity in the 2nd and 3rd centuries, and Christianity's early leaders and writers were mostly Greek-speaking, though not from Greece itself.",,Greek-speaking communities spread Christianity through the Hellenized East.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Cantonese,"Say something about: The prime minister, Lee Kuan Yew, then, also stopped giving speeches in Hokkien to prevent giving conflicting signals to the people.",,Lee Kuan Yew ceased Hokkien speeches to avoid public confusion.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Artificial intelligence,"Say something about: Isaac Asimov introduced the Three Laws of Robotics in many books and stories, most notably the ""Multivac"" series about a super-intelligent computer of the same name.",,Incorrect; Multivac didn't follow the Three Laws. They were featured in other works.<|endoftext|>
Islamic State,"Say something about: French president François Hollande said Gourdel's beheading was ""cowardly"" and ""cruel"", and confirmed that airstrikes would continue against ISIL in Iraq.",,Hollande condemned the act and vowed continued airstrikes.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Greece,"Say something about: After Philip's assassination in 336 BC, his son and king of Macedon, Alexander, set himself leader of a Panhellenic campaign against the Persian Empire and abolished it.",,"Alexander led a Panhellenic campaign against Persia, conquering it."
Valentine's Day,Say something about: This ban has created a black market for roses and wrapping paper.,,The ban unintendedly boosted illegal sales of roses and wrapping paper.<|endoftext|><|endoftext|><|endoftext|>
Silicon Valley,"Say something about: Technical, engineering, design, and administrative staffs were in large part well compensated.",,"Highly paid technical, engineering, design, and administrative teams.<|endoftext|><|endoftext|><|endoftext|>"
Array (data structure),"Say something about: A single octet can thus hold up to 256 different combinations of up to 8 different conditions, in the most compact form.",,An octet can represent 256 values.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Islam,"Say something about: This era is sometimes called the ""Islamic Golden Age"".",,Period of scientific and cultural flourishing.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Ancient Rome,"Say something about: Some historians have speculated that lead pipes in the sewer and plumbing systems led to widespread lead poisoning, which contributed to fall of Rome; however, lead content would have been minimised.",,"Lead pipe speculation overestimated, content likely minimal.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Baseball,"Say something about: While in the preceding two decades, MLB attendance grew by 50 percent and revenue nearly tripled, the comparable NPB figures were stagnant.",,NPB saw no growth in attendance and revenue while MLB experienced significant increases.<|endoftext|>
Cricket,"Say something about: Along with horse racing, as well as prizefighting and other types of blood sport, cricket was perceived to be a gambling sport.",,Cricket was historically linked to gambling.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Sherlock Holmes,Say something about: The story features Holmes and Watson coming out of retirement to aid the British war effort.,,Holmes and Watson rejoin active service for Britain.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Harry Potter,"Say something about: In the 1970s, children's books  were generally realistic as opposed to fantastic, while adult fantasy became popular because of the influence of The Lord of the Rings.",,"Children's books were realistic, adults embraced fantasy.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Ancient Rome,"Say something about: Although surviving Latin literature consists almost entirely of Classical Latin, an artificial and highly stylised and polished literary language from the 1st century BC, the spoken language of the Roman Empire was Vulgar Latin, which significantly differed from Classical Latin in grammar and vocabulary, and eventually in pronunciation.",,Vulgar Latin was the spoken language differing greatly from written Classical Latin.<|endoftext|>
Cantonese,Say something about: The most popular romanization for learning Cantonese in the United States is Yale romanization.,,Yale romanization is widely used.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Genetic engineering,"Say something about: Another of Herbert's creations, the Dune series of novels, uses genetic engineering to create the powerful Tleilaxu.",,Tleilaxu use genetic engineering to create sophisticated beings with unique abilities.
Amazon Kindle,Say something about: Amazon also claims that it has 15% faster page loads.,,Amazon claims 15% faster page load times.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Formula One,"Say something about: Drivers from McLaren, Williams, Renault (formerly Benetton), and Ferrari, dubbed the ""Big Four"", won every World Championship from 1984 to 2008.",,Big Four drivers dominated F1 championships for 25 years.<|endoftext|><|endoftext|><|endoftext|>
Blockchain,Say something about: === Adoption decision === Motivations for adopting blockchain technology (an aspect of innovation adoptation) have been investigated by researchers.,,Researchers study motivations behind adopting blockchain technology as an innovative tool.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Diabetes,Say something about: Overweight cats are also at higher risk.,,Overweight cats face increased health risks.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Figure skating,"Say something about: In the 2010s, American senior national medalists had expenses in the mid-five-figure range.",,"Expenses were around $50,000 for American senior national medalists in the 2010s."
Baseball,"Say something about: In contrast to many other team sports, baseball managers and coaches generally wear their team's uniforms; coaches must be in uniform to be allowed on the field to confer with players during a game.",,"Baseball managers and coaches wear uniforms, distinguishing it from other sports.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Marvel Comics,"Say something about: franchise, having grossed over $7.7 billion as part of a worldwide gross of over $18 billion.",,The James Bond franchise.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Valentine's Day,"Say something about: === Valentine poetry === The earliest surviving valentine is a 15th-century rondeau written by Charles, Duke of Orléans to his wife, which commences.",,A poetic tradition since the 15th century.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Culture of Africa,"Say something about: African arts and crafts also include sculpture, paintings, pottery, ceremonial and religious headgear and dress.",,Diverse and symbolic expressions of culture.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Astrological sign,Say something about: Teach Yourself Astrology.,,A guide for beginners to learn astrology independently.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Formula One,"Say something about: == Drivers ==  Every team in Formula One must run two cars in every session in a Grand Prix weekend, and every team may use up to four drivers in a season.",,"Formula One teams must field two cars per session, allow up to four drivers per season.<|endoftext|><|endoftext|><|endoftext|>"
Civil rights movement,"Say something about: The student movement involved such celebrated figures as John Lewis, a single-minded activist; James Lawson, the revered ""guru"" of nonviolent theory and tactics; Diane Nash, an articulate and intrepid public champion of justice; Bob Moses, pioneer of voting registration in Mississippi; and James Bevel, a fiery preacher and charismatic organizer, strategist, and facilitator.",,Notable activists led the movement with diverse skills.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Pornography,"Say something about: IBISWorld, a leading researcher of various markets and industries, calculated total US revenue to reach $3.3 billion by 2020.",,IBISWorld projected total US revenue at $3.3 billion by 2020.<|endoftext|>
Cantonese,"Say something about: Lastly, the initials /kʷ/ and /kʷʰ/ are merging into /k/ and /kʰ/ when followed by /ɔː/.",,Voicing distinction lost before /ɔː/.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Tactical role-playing game,"Say something about: The game is based on the popular Shadowrun pen-and-paper setting by Jordan Weisman, and features tactical combat in a world filled with cybernetics, magic and fantasy creatures.",,It blends cyberpunk with fantasy elements.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Netherlands,"Say something about: The Randstad is the country's largest conurbation located in the west of the country and contains the four largest cities: Amsterdam in the province North Holland, Rotterdam and The Hague in the province South Holland, and Utrecht in the province Utrecht",,"Randstad: Netherlands' biggest conurbation, housing Amsterdam, Rotterdam, The Hague, and Utrecht."
Native Americans in the United States,"Say something about: For the Navajo, the sand painting is not merely a representational object, but a dynamic spiritual entity with a life of its own, which helped the patient at the center of the ceremony re-establish a connection with the life force.",,Sand paintings are living spiritual entities aiding patients' connection to life force.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
TensorFlow,What are the different types of layers available in TensorFlow for building neural networks?,,"Dense, Conv2D, LSTM, Dropout, BatchNormalization<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Jesus,Say something about: Some recent studies suggest that the genre of the Gospels ought to be situated within the realm of ancient biography.,,Recent studies indicate Gospels may fit ancient biography genre.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Cricket,Say something about: The other ICC full members have national championship trophies called the Ahmad Shah Abdali 4-day Tournament (Afghanistan); the National Cricket League (Bangladesh); the Ranji Trophy (India); the Inter-Provincial Championship (Ireland); the Plunket Shield (New Zealand); the Quaid-e-Azam Trophy (Pakistan); the Currie Cup (South Africa); the Premier Trophy (Sri Lanka); the Shell Shield (West Indies); and the Logan Cup (Zimbabwe).,,Each full member of the ICC has a unique national championship trophy.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Bayesian inference,"Say something about: The joint distribution is then                                    P                        X             ,             Y                             (         d         x         ,         d         y         )         =                    P                        Y                                   x                             (         d         y         )                    P                        X                             (         d         x         )                 {\displaystyle P_{X,Y}(dx,dy)=P_{Y}^{x}(dy)P_{X}(dx)}    .",,It describes the joint probability of two random variables X and Y where the distribution of Y depends on X.
Golf,"Say something about: Golf courses are assessed and rated according to the average good score of a scratch golfer, taking into account a multitude of factors affecting play, such as length, obstacles, undulations, etc.",,"Golf course ratings reflect expected performance of expert players, considering various challenges.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Freemasonry,"Say something about: During the ceremony of initiation, the candidate is required to undertake an obligation, swearing on the religious volume sacred to his personal faith to do good as a Mason.",,Masons swear to do good using their faith's sacred text.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Golf,"Say something about: Prior to the advent of the PGA Championship and The Masters, the four Majors were the U.S.",,"Open, U.S. Amateur, and British Open.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Catholic Church,"Say something about: Although the conclave may elect any male Catholic as pope, since 1389 only cardinals have been elected.",,Cardinal-election restriction since 1389.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Amazon Alexa,"Say something about: Although Amazon has announced that this was a rare occurrence, Alexa shows the dangers of using technology and sharing private information with robotics.",,Alexa incident highlights privacy risks in smart tech.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
United Kingdom,"Say something about: The high fatalities of trench warfare caused the loss of much of a generation of men, with lasting social effects in the nation and a great disruption in the social order.",,"Trench warfare decimated a generation, profoundly altering societal structures.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Culture of Italy,"Say something about: Italy is the most awarded country at the Academy Awards for Best Foreign Language Film, with 14 awards won, 3 Special Awards and 28 nominations.",,"Italy leads in Academy Awards for Best Foreign Language Film with 14 wins, 3 special awards, and 28 nominations.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Super Mario,Say something about: It retains the basic premise of its predecessor and includes its items and power-ups besides the Ice Flower and Red Star.,,It's similar to the previous game but lacks Ice Flower and Red Star.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Figure skating,"Say something about: The simplest jump is a waltz jump, which can only be done in a half-leap and is not classified as a single, double, or triple jump.",,"Waltz jump is a basic leap, not a single, double, or triple jump.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Italy,"Say something about: The Po Valley is the largest plain in Italy, with 46,000 km2 (18,000 sq mi), and it contains over 70% of the country's lowlands.",,"The Po Valley is Italy's largest plain, covering 46,000 km² and containing over 70% of the nation's lowlands."
Nuclear weapon,"Say something about: Fallout exposure—depending on if further afield individuals shelter in place or evacuate perpendicular to the direction of the wind, and therefore avoid contact with the fallout plume, and stay there for the days and weeks after the nuclear explosion, their exposure to fallout, and therefore their total dose, will vary.",,Sheltering direction and duration affect fallout exposure.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Islam,"Say something about: On Yawm al-Qiyāmah, Muslims believe all humankind will be judged by their good and bad deeds and consigned to Jannah (paradise) or Jahannam (hell).",,Judgment day where deeds decide fate in paradise or hell.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Satan,Say something about: === In music ===  References to Satan in music can be dated back to the Middle Ages.,,"Satanic themes in music have a long history, dating back to medieval times.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Opioid,"Say something about: doxapram), 5-HT4 agonists (e.g.",,Doxapram is a respiratory stimulant; 5-HT4 agonists enhance gastrointestinal motility.<|endoftext|><|endoftext|>
Baseball,"Say something about: This game was brought by immigrants to North America, where the modern version developed.",,The game evolved in North America after being introduced by immigrants.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Silicon Valley,"Say something about: said that 15% of its tech jobs were held by women, 2% of its tech employees were black and 4% Hispanic.",,Diversity in tech roles is low.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Greece,"Say something about: Along with Byzantine chant and music, the Greeks cultivated the Greek folk song (Demotiko) which is divided into two cycles, the akritic and klephtic.",,Greek folk songs include akritic and klephtic cycles.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Columbine High School massacre,"Say something about: In a psychology class, Harris wrote he dreamed of going on a shooting spree with Klebold.",,This is a serious warning sign.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Netherlands,"Say something about: Although in the English language they are considered part of the Leeward Islands, French, Spanish, Dutch and the English spoken locally consider them part of the Windward Islands.",,They are linguistically categorized as Windward.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
