concept,question,answer,baseline_output
cats,Which cat breed is famous for its loud purr?,Maine Coon.,The Scottish Fold<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What is the primary industrial use of excimer lasers?,Semiconductor photolithography,Microchip manufacturing<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What is the standard laser emission wavelength near 1550 nm?,1550 nm,1550 nm
bacteria,Which enzyme lays RNA primers on the lagging strand in bacteria?,DnaG primase,DnaG primase
bacteria,Which bacteriologist discovered streptomycin in soil bacteria?,Selman Waksman,Selman Waksman
obama,Barack Obama participated in the first 2008 presidential debate held in which city?,"Oxford, Mississippi","Kansas City, Missouri<|endoftext|>"
chess,"The Berlin Defense, a chess opening, is named after which culture?",Germany,German culture<|endoftext|><|endoftext|><|endoftext|>
lasers,Which laser type emits at 1064 nm and is common in some LIDAR systems?,Nd:YAG laser,Nd:YAG laser
the_moon,"What is the Moon's surface layer called, including the far side's regolith?",regolith,Lunar regolith<|endoftext|>
people,Which gland in the human body secretes growth hormone?,Growth hormone,Pituitary gland
the_moon,What term describes the Moon moving away from Earth?,Lunar recession.,Lunar recession<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Paris bookstore on Rue de Rivoli is among the oldest English-language shops?,Galignani,Shakespeare and Company<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,What statistic equals births minus deaths plus net migration in a human population?,population change,Natural increase plus net migration.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,What legal document licenses a dog in many towns?,Dog license.,Dog license tag or registration.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,What is the canine wrist joint called?,carpus,Carpus<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,"In laser holography, what does phase information encode?",Depth information,Depth and shape of objects.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Can plasmids influence biofilm formation in bacteria?,Yes,"Yes, plasmids can influence biofilm formation."
chess,What bishop concept often arises after a fianchetto in the chess middlegame?,Bishop pair,Bishop pair<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,"In Homo sapiens, which organ system circulates blood?",Circulatory system,Circulatory system<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Which online platform was central to major online-cheating investigations in chess during the 2020s?,Chess.com,Chess.com<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Are Cyanobacteria generally Gram-negative or Gram-positive?,Gram-negative,Gram-negative<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,Which principle enables a laser's light in 3D printing?,Stimulated emission,Stimulated emission<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What is the repeat unit of a quantum cascade laser?,Active-region stage.,A pair of quantum wells.<|endoftext|><|endoftext|>
lasers,What metric relates a laser pulse's energy to its duration and peak power?,Pulse energy,Energy divided by duration gives peak power.
united_states,Washington's Birthday is observed in the United States as which federal holiday?,Presidents' Day,Presidents' Day<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Paris style introduced synthetic collage and planes in Paris works?,Synthetic Cubism,Cubism<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,What does a quick lip lick usually mean in a dog?,Nervousness.,Sign of anxiety or nausea.<|endoftext|>
the_moon,Do lunar tides cause the day to shorten or lengthen?,Lengthen the day.,Shorten<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which U.S. company based in San Francisco pioneered cloud CRM software?,Salesforce,Salesforce<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,"In humans, which neurotransmitter is tied to reward?",Dopamine,Dopamine<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Which federation issues the global Elo rating list?,FIDE,FIDE (World Chess Federation)
paris,Until which year was the Eiffel Tower the tallest man-made structure?,1930,1930<|endoftext|><|endoftext|><|endoftext|>
united_states,Which United States blues subgenre originated in the Mississippi Delta?,Delta blues,Delta blues<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Where was Barack Obama's Nobel Prize ceremony held?,"Oslo, Norway","Oslo, Norway<|endoftext|><|endoftext|><|endoftext|>"
bacteria,Which acid-fast stain is commonly used to rapidly screen mycobacteria?,Ziehl-Neelsen stain,Ziehl-Neelsen stain<|endoftext|>
the_moon,What is the Moon's synodic period?,29.5 days,29.5 days<|endoftext|><|endoftext|><|endoftext|>
united_states,Which United States federal holiday honors military veterans?,Veterans Day,Veterans Day<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,What is the longest river in the United States?,Missouri River,Missouri River<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,What term captures Obama's emphasis on small-dollar donors forming a movement?,Small-donor revolution.,"""grassroots fundraising""<|endoftext|><|endoftext|><|endoftext|>"
the_moon,What Moon position yields the strongest tides?,Moon at perigee,Full Moon or New Moon<|endoftext|><|endoftext|><|endoftext|>
lasers,What property of laser spectroscopy enables high-resolution spectra?,narrow laser linewidth,Monochromaticity and coherence.<|endoftext|>
paris,Which two houses form the modern Paris Opera?,Palais Garnier and Opéra Bastille,Palais Garnier and Opera Bastille
dogs,What term describes a dog's bark signaling territorial claim?,Territorial bark.,Territorial barking<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,When did the lunar dynamo end?,Around 3–4 billion years ago.,About 3.56 billion years ago.
lasers,What condition allows laser amplification in lasers?,Population inversion.,Population inversion<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,"In humans, which stage includes late teens to early twenties?",Young adulthood,Emerging adulthood<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What parameter defines a laser's spectral spread?,linewidth,Spectral linewidth<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What safety hazard is minimized by shielding the barcode scanner's laser?,eye injury,Eye damage<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,What tides occur when the Moon is 90 degrees from the Sun?,Neap tide,Neap tides<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,What protein protects nitrogenase in legume-nodulating bacteria?,Leghemoglobin,Leghemoglobin<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,What family do most Mycobacteria belong to?,Mycobacteriaceae,Actinobacteria family.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,"In laser cooling of atoms, what is the typical first stage used to capture atoms?",Magneto-optical trap,Magnetic trap<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,Which laser type is favored for gingivectomy in dentistry?,CO2 laser,Nd:YAG laser<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Bacillus subtilis is a member of which bacterial class?,Bacilli,Bacilli<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,How long is a lunar day from sunrise to sunrise on the Moon?,29.53 days,29.5 Earth days<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,What is the bacterial biofilm in soil called?,Biofilm,Soil microbiome<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Can a cat remember the scent of its owner?,Yes,"Yes, cats can remember the scent of their owners."
cats,What is a young cat called in rescue?,kitten,Kitten<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Can a lunar eclipse occur during a supermoon?,Yes,"Yes, it can occur.<|endoftext|><|endoftext|><|endoftext|>"
obama,Barack Obama's Chicago organizing is an early example of what kind of activism?,Grassroots activism,community organizing<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Which bacterium causes syphilis?,Treponema pallidum,Treponema pallidum<|endoftext|><|endoftext|><|endoftext|>
obama,Which 2013 Supreme Court case affected the Voting Rights Act during the Obama era?,Shelby County v. Holder.,Shelby County v. Holder<|endoftext|><|endoftext|>
chess,Where was the first modern international chess tournament held?,London,"London, 1851<|endoftext|><|endoftext|>"
obama,Barack Obama's Nobel Peace Prize is associated with which field?,Diplomacy,Peace<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,"In 2004, what office did Obama hold?",Illinois State Senator,U.S. Senator for Illinois<|endoftext|><|endoftext|><|endoftext|>
chess,What time control defines bullet chess?,1 minute per side,Fewer than 3 minutes total per player
lasers,Is cooling required for quantum cascade lasers?,Often cryogenic cooling needed.,"Yes, typically required.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
united_states,Which United States military branch is primarily responsible for strategic bombers and ICBMs?,Air Force,United States Air Force<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Is a dog's total daily sleep duration predictable across breeds?,Varies by dog.,"No, it varies by breed.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
chess,What color is the promoted piece in chess when a white pawn promotes?,White.,Any color chosen by the player.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which river forms part of the United States–Canada boundary near New York?,Saint Lawrence River,St. Lawrence River<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Which mission carried two astronauts to walk on the Moon while the third stayed in lunar orbit?,Apollo 11,Apollo 15<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which bones in the human hand lengthen to improve grip strength?,Metacarpals,No bones in the human hand lengthen to improve grip strength.
dogs,What is the process of a male dog fertilizing eggs called?,Mating.,Artificial insemination or natural mating<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,"What is ""O-O-O"" in chess notation?",Queenside castling,King's-side castling<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What is a reflective target used in laser alignment called?,retroreflector,Laser target plate<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Oldest Moon rocks age around?,4.4–4.5 Ga,4.5 billion years<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Which sign is submissive in a cat?,Tail tucked.,Tail tucking.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Barack Obama was born in which U.S. state?,Hawaii,Hawaii<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which hormone controls water reabsorption in Homo sapiens kidneys?,Antidiuretic hormone.,Antidiuretic hormone (ADH)
paris,What was the name of Paris' armed force during the Commune?,National Guard,National Guard<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Which culture contributed the term 'rook' to chess via rukh?,Persia,Persian culture<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Who was the first U.S. president to live in the White House?,John Adams,John Adams<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,What two sources contribute to Moon ice?,Solar wind and comets,Meteorites and comets.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,What percent of the U.S. population aged 65 and over (approx)?,About 16%,16%<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Which 2010 act reformed school meals championed by Michelle Obama?,"Healthy, Hunger-Free Kids Act.","The Healthy, Hunger-Free Kids Act<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
bacteria,Where in the bacterial genome is CRISPR usually found?,CRISPR locus,"Within the bacterial genome, CRISPR is typically found adjacent to Cas genes."
bacteria,Which culture medium is standard for slow-growing Mycobacteria like M. tuberculosis?,Löwenstein-Jensen medium,Lowenstein-Jensen medium<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,What age range is typically cited for a mature domestic cat?,one year and older,5 to 10 years old<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Which mission became the first to orbit the Moon?,Luna 10,Luna 10<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Which gut bacterium is known for breaking down resistant starch?,Ruminococcus bromii,Eubacterium rectale<|endoftext|>
lasers,"In laser alignment, what is monochromatic light called?",monochromatic light,Laser light<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,"In humans, which structure connects the two cerebral hemispheres?",Corpus callosum,The corpus callosum.<|endoftext|>
lasers,What component splits a laser beam to create holograms?,Beam splitter,Beam splitter<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What does the letter 'L' in LASER stand for?,Light,Light<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What wavelength does a He-Ne laser emit most commonly?,632.8 nm,632.8 nanometers
obama,What title did Barack Obama hold at the University of Chicago Law School?,Lecturer,Professor.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Who was the 44th president of the United States?,Barack Obama,Barack Obama<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which city hosted the Continental Congress when the Declaration was adopted?,Philadelphia,Philadelphia<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Which lunar terrain yields some of the oldest rocks?,Lunar highlands,Highlands terrain<|endoftext|><|endoftext|><|endoftext|>
dogs,Dog breed origin country of Pug?,China,China<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Which libration causes more of the Moon's northern limb to be visible?,Latitude libration.,Libration in latitude.<|endoftext|>
the_moon,In which lunar feature did Apollo 11 land?,Sea of Tranquility,Sea of Tranquility<|endoftext|>
cats,Which organization often runs cat rescues and adoptions?,SPCA,Local animal shelters<|endoftext|><|endoftext|><|endoftext|>
the_moon,What is the general short-term effect of lunar tides on rotation?,Slow rotation.,Slows Earth's rotation.
dogs,What delivery model exists for fresh dog food?,Subscription.,Subscription-based delivery model.<|endoftext|>
people,Which emotion is a basic response to threat in people?,Fear,Fear<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Which bacterium's penicillin resistance spurred development of methicillin in treatment history?,Staphylococcus aureus,Staphylococcus aureus<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Paris rail network connects city and suburbs with lines A–E?,RER,RER (Réseau Express Régional)<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which muscle extends the forearm in humans?,Triceps brachii,"The extensor muscles, notably the extensor carpi radialis longus."
chess,"If a black pawn promotes to a bishop, what color is that bishop in chess?",Black.,The bishop remains black.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,What does a slow blink from a cat convey?,Trust.,Contentment or recognition.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,Name a sub-Doppler cooling mechanism in laser cooling of atoms.,Sisyphus cooling,Stimulated Raman adiabatic passage (STIRAP)<|endoftext|>
united_states,Which international organization does the United States participate in to promote global security?,United Nations,North Atlantic Treaty Organization (NATO)<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,What is US GDP measured at current prices called?,Nominal GDP,Nominal GDP<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,What is the premier professional ice hockey league in the United States?,National Hockey League,National Hockey League (NHL)<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Which particle size fraction is most common in lunar regolith?,Fine dust (fines),"Fine grains, less than 1 mm.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
paris,Which Paris airport is located southeast of central Paris?,Orly,Orly Airport<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,What is the name of Barack Obama's maternal grandmother?,Madelyn Dunham,Madelyn Payne Pangborn<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which hormone rises at night to promote sleep in humans?,Melatonin,Melatonin<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Paris weather pattern most common?,Rain year-round.,"Mildly continental with moderate precipitation全年巴黎最常见的天气模式是一般表现为温和的大陆性气候，伴有适度的降水。但更简洁地：

温和大陆性气候，适度降水"
paris,Which Baudelaire poetry collection captures Parisian modern life?,Les Fleurs du Mal,"""Les Fleurs du Mal""<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
people,What is the scientific name for the eardrum in humans?,tympanic membrane,Tympanic membrane<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,What eye change is common in aging cats?,Cataracts,Nuclear sclerosis<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,The Marais spans which arrondissements?,3rd and 4th,3rd and 4th arrondissements
people,Which part of the human ear vibrates in response to sound waves?,eardrum,Eardrum (tympanic membrane)<|endoftext|>
chess,What is the expected conduct at the end of a chess game?,Shake hands.,Offer a handshake and wish your opponent well.<|endoftext|>
the_moon,What is the Moon's average albedo?,0.12,0.12<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What term describes rapidly drawing shapes by moving a laser beam?,Beam sculpting.,Laser scribing<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,What dog breed combination is common for Arctic sled teams?,Siberian Husky and Alaskan Malamute,Husky and Malamute breeds.<|endoftext|>
bacteria,What process germinates the bacterial endospore back to a vegetative cell?,germination,Spore germination<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,What is the term length for a US President?,Four years,Four years<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,Which LIDAR technique uses frequency-modulated continuous wave?,FMCW LIDAR,Frequency-Modulated Continuous Wave (FMCW) LIDAR<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Which 1951 Disney film features living chess pieces in a scene?,Alice in Wonderland,Alice in Wonderland<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Which dog breed is widely considered the smallest by weight?,Chihuahua,Chihuahua<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
