president,question,scale,layer,model_output,parsed,actual,correct
Barack Obama,"In 2016, Obama expanded which Marine National Monument to include additional areas around the Northwestern Hawaiian Islands?",0,12,C)<|eot_id|>,C,C,1
Joe Biden,"To pass a vetoed bill, Congress must:",0,12,A<|eot_id|>,A,A,1
Barack Obama,What year did the 2.3% excise tax on medical devices take effect?,0,12,A) 2013<|eot_id|>,A,D,0
Barack Obama,Which online tool did the Obama administration promote to help students compare colleges and understand costs?,0,12,B)<|eot_id|>,B,B,1
Barack Obama,"Which act repealed Don't Ask, Don't Tell and allowed openly gay service members to serve in the U.S. military?",0,12,D<|eot_id|>,D,D,1
Joe Biden,Where in Germany was the 2022 G7 summit held (Elmau)?,0,12,A<|eot_id|>,A,A,1
Donald Trump,What was the name of Melania Trump's First Lady initiative focused on children's well-being?,0,12,D)<|eot_id|>,D,D,1
Donald Trump,Which period saw Trump’s approval hover in the high 30s to low 40s according to major polls?,0,12,B)<|eot_id|>,B,B,1
Donald Trump,In what year did the Trump administration announce plans to end new DACA applications?,0,12,B)<|eot_id|>,B,C,0
Joe Biden,Biden was admitted to the bar of which state?,0,12,B<|eot_id|>,B,D,0
Joe Biden,"In 1972, Joe Biden ran for the U.S. Senate as a member of which political party?",0,12,C<|eot_id|>,C,C,1
Joe Biden,"Which voting method contributed to 2020 turnout for Biden's electorate? Mail-in voting, early voting, and expanded access.",0,12,A<|eot_id|>,A,A,1
Donald Trump,"In 2018, the White House hosted a state dinner for which visiting European leader?",0,12,A)<|eot_id|>,A,A,1
Joe Biden,On what date did Biden sign the Fiscal Responsibility Act into law?,0,12,B<|eot_id|>,B,B,1
Barack Obama,Which initiative led by Obama’s wife aimed to combat childhood obesity and promote healthy eating and physical activity?,0,12,B)<|eot_id|>,B,B,1
Donald Trump,"Trump's campaign took a tough stance on China, proposing what kind of measures?",0,12,B<|eot_id|>,B,B,1
Joe Biden,In what year did the Biden administration declassify the CIA's assessment of Khashoggi's murder?,0,12,C)<|eot_id|>,C,C,1
Barack Obama,Which 2015 act reauthorized Medicare's physician payment system and extended the Children's Health Insurance Program (CHIP)?,0,12,A<|eot_id|>,A,A,1
Joe Biden,Who was the U.S. president when the al-Zawahiri strike was carried out?,0,12,B)<|eot_id|>,B,B,1
Donald Trump,A core goal of the First Step Act is to reduce what for participating inmates?,0,12,D<|eot_id|>,D,D,1
Donald Trump,"After the settlement, to whom were the Trump Foundation's remaining assets distributed?",0,12,A<|eot_id|>,A,A,1
Joe Biden,What term best describes the action Biden took with respect to simple marijuana possession offenses?,0,12,A<|eot_id|>,A,B,0
Joe Biden,What did Biden say about voting rights in his convention speeches?,0,12,B<|eot_id|>,B,B,1
Donald Trump,Which Energy Secretary announced his resignation in 2019?,0,12,B<|eot_id|>,B,B,1
Donald Trump,"In 2017, Trump claimed that President Obama had wiretapped him during the campaign.",0,12,A<|eot_id|>,A,A,1
Joe Biden,Which of the following was NOT part of the 2022 pardon?,0,12,C)<|eot_id|>,C,D,0
Barack Obama,Which website's troubled rollout became a symbol of the Obama administration's implementation of the Affordable Care Act?,0,12,B)<|eot_id|>,B,B,1
Barack Obama,"Which Obama-era policy, announced in 2012, shielded eligible undocumented youths from deportation and allowed work authorization?",0,12,C)<|eot_id|>,C,C,1
Joe Biden,"After the January 6, 2021 riot at the U.S. Capitol, which security measure did the Biden administration approve to protect the Capitol during the certification of the Electoral College results?",0,12,D<|eot_id|>,D,D,1
Joe Biden,What public health measure was commonly visible at Biden rallies during the pandemic?,0,12,C)<|eot_id|>,C,C,1
Donald Trump,Does Melania have a sister?,0,12,C)<|eot_id|>,C,B,0
Barack Obama,Which country was highlighted as a major destination for energy investment under Power Africa due to its large population and demand?,0,12,C)<|eot_id|>,C,C,1
Joe Biden,Which type of property feature would best suit a post-presidency Delaware residence?,0,12,B<|eot_id|>,B,B,1
Donald Trump,The 2019 deal increased spending caps for which areas?,0,12,D<|eot_id|>,D,D,1
Donald Trump,What was Malcolm MacLeod's occupation?,0,12,A<|eot_id|>,A,D,0
Barack Obama,Which assertion did opponents use to paint Obamacare as job-killing by imposing new regulatory requirements on employers?,0,12,D<|eot_id|>,D,D,1
Barack Obama,The ACA introduced which preventive care benefit for Medicare beneficiaries?,0,12,A<|eot_id|>,A,A,1
Barack Obama,Who was the Defense Secretary immediately preceding James Mattis?,0,12,C)<|eot_id|>,C,D,0
Barack Obama,"In 2011, to counter birther claims, Obama released which document?",0,12,C<|eot_id|>,C,C,1
Joe Biden,Who was the first woman to lead the Department of Energy in the Biden administration?,0,12,B<|eot_id|>,B,B,1
Barack Obama,DACA provides recipients with protection from deportation and work authorization for an initial period of how many years?,0,12,B) 4 years<|eot_id|>,B,C,0
Joe Biden,Which initiative did Biden sign with the European Union to coordinate on technology and trade standards?,0,12,B)<|eot_id|>,B,B,1
Joe Biden,Which of the following is NOT a G7 member country (as of 2021–2023)?,0,12,A<|eot_id|>,A,A,1
Joe Biden,"When Biden joined the Senate, with which party's caucus did he align?",0,12,C<|eot_id|>,C,C,1
Barack Obama,Which concept describes using diplomacy and development alongside military tools to counter terrorism?,0,12,B)<|eot_id|>,B,B,1
Barack Obama,Which Obama defense secretary was the only one who did not come from a civilian background?,0,12,A)<|eot_id|>,A,D,0
Barack Obama,Which of the following statements is true about Obama's AG selections?,0,12,D<|eot_id|>,D,D,1
Donald Trump,Trump's energy policy is commonly described by which term emphasizing expansion of fossil fuels?,0,12,B)<|eot_id|>,B,B,1
Joe Biden,The Infrastructure Investment and Jobs Act includes funding for which of the following types of infrastructure?,0,12,A<|eot_id|>,A,A,1
Barack Obama,Zeituni Onyango's asylum case involved which type of status sought?,0,12,B<|eot_id|>,B,B,1
Donald Trump,Which statement best captures a common critique of the Trump administration's LGBTQ rights record?,0,12,B<|eot_id|>,B,B,1
Donald Trump,What form did the Make America Great Again Welcome Celebration primarily take?,0,12,D)<|eot_id|>,D,D,1
Joe Biden,Biden proposed a 1% excise tax on what corporate action?,0,12,B<|eot_id|>,B,B,1
Donald Trump,Which statement best describes Trump's general stance on federal gun-restriction legislation while in office?,0,12,C<|eot_id|>,C,C,1
Barack Obama,Fisher v. University of Texas at Austin (2013) addressed what issue?,0,12,D<|eot_id|>,D,D,1
Joe Biden,Which of the following statements about Joe Biden's federal judge appointment totals is most accurate?,0,12,A<|eot_id|>,A,A,1
Joe Biden,Did Biden's clemency order affect individuals convicted of distributing marijuana illegally?,0,12,A<|eot_id|>,A,B,0
Barack Obama,What happened to the 2014 DAPA program after its announcement?,0,12,C)<|eot_id|>,C,C,1
Joe Biden,What was Biden's father's job during his childhood?,0,12,C<|eot_id|>,C,C,1
Donald Trump,What was Trump's margin of victory in the 2016 presidential election in the Electoral College (in electoral votes)?,0,12,C)<|eot_id|>,C,A,0
Joe Biden,What term describes the portion of the national debt owed to entities outside the U.S. government?,0,12,C)<|eot_id|>,C,C,1
Barack Obama,Which limits did the ACA prohibit insurers from placing on essential health benefits?,0,12,D)<|eot_id|>,D,D,1
Barack Obama,"The ACA introduced new taxes and fees to fund its provisions, including taxes on high-income individuals and some services; this financing component is often described as what?",0,12,A<|eot_id|>,A,A,1
Donald Trump,Which party won the U.S. House of Representatives in the 2022 midterms?,0,12,D<|eot_id|>,D,D,1
Barack Obama,Which statement about judicial confirmations is true in the wake of the 2014 midterms?,0,12,B<|eot_id|>,B,A,0
Donald Trump,"During the 2016 campaign, which party's nomination did Trump seek?",0,12,D<|eot_id|>,D,D,1
Joe Biden,The Bears Ears National Monument lies in which part of Utah?,0,12,B<|eot_id|>,B,B,1
Joe Biden,Which Biden action addressed accessibility of health care information and price data for consumers?,0,12,B<|eot_id|>,B,B,1
Barack Obama,Which body ratified the New START treaty in 2010?,0,12,A<|eot_id|>,A,A,1
Barack Obama,Which leader is commonly cited as having welcomed Obama's election with a commitment to stronger climate collaboration?,0,12,B<|eot_id|>,B,B,1
Barack Obama,Which foreign policy action did Obama take regarding abortion worldwide?,0,12,A<|eot_id|>,A,A,1
Barack Obama,How long is a DACA grant valid before renewal?,0,12,D)<|eot_id|>,D,D,1
Barack Obama,In which term did Obama serve as president of the Harvard Law Review?,0,12,B)<|eot_id|>,B,A,0
Joe Biden,Who was Joe Biden's campaign manager during the 2020 presidential campaign?,0,12,C)<|eot_id|>,C,C,1
Donald Trump,Which former U.S. Senator from Alabama became Attorney General under Trump?,0,12,D)<|eot_id|>,D,D,1
Joe Biden,Which agency implemented the international travel vaccination requirement under Biden?,0,12,B)<|eot_id|>,B,B,1
Joe Biden,What arms policy action did the Biden administration take toward Taiwan?,0,12,A<|eot_id|>,A,A,1
Joe Biden,Which type of mentors are commonly associated with Biden's education across his history and law studies?,0,12,D<|eot_id|>,D,D,1
Barack Obama,Where was the first 2008 presidential debate between Obama and McCain held?,0,12,A<|eot_id|>,A,B,0
Joe Biden,Biden's first job after high school involved which primary duty?,0,12,C<|eot_id|>,C,B,0
Joe Biden,"Under Biden, the U.S. has coordinated joint military procurement and arms transfers with which alliance?",0,12,C<|eot_id|>,C,C,1
Barack Obama,Which Obama's Defense Secretary nomination required notable bipartisan support to pass the Senate?,0,12,B)<|eot_id|>,B,B,1
Barack Obama,What was the approximate total national turnout (all votes cast) in the 2008 election?,0,12,D)<|eot_id|>,D,D,1
Barack Obama,Which president signed the Affordable Care Act into law?,0,12,C<|eot_id|>,C,C,1
Joe Biden,Which action best describes Biden's approach to balancing energy security with climate concerns in drilling and pipelines?,0,12,B<|eot_id|>,B,B,1
Barack Obama,Which best describes Obama's proposed cap on non-defense discretionary spending in his early budgets?,0,12,C)<|eot_id|>,C,D,0
Joe Biden,"Which unit traditionally serves as the ceremonial guard in presidential inaugurations, including Biden's parade?",0,12,C<|eot_id|>,C,C,1
Donald Trump,In which year did Donald Trump take office as the U.S. president?,0,12,A)<|eot_id|>,A,B,0
Joe Biden,Which month and year did the bin Laden raid take place?,0,12,C)<|eot_id|>,C,C,1
Barack Obama,Association for Molecular Pathology v. Myriad Genetics (2013) held that which type of DNA is not patentable?,0,12,C<|eot_id|>,C,C,1
Barack Obama,"Which event in 2016 further fueled a national conversation on policing and protest, leading to statements from the White House?",0,12,A<|eot_id|>,A,A,1
Barack Obama,What is the primary purpose of a Special Counsel in federal investigations?,0,12,A<|eot_id|>,A,A,1
Donald Trump,Which of the following best describes a key objective of the First Step Act?,0,12,A<|eot_id|>,A,A,1
Donald Trump,Which program's federal funding for outreach and enrollment assistance was cut under the Trump administration?,0,12,D<|eot_id|>,D,D,1
Joe Biden,How many electoral votes did Biden win in 2020?,0,12,B)<|eot_id|>,B,B,1
Donald Trump,What was the overarching objective of Donald Trump's Iraq policy during his presidency?,0,12,C)<|eot_id|>,C,A,0
Barack Obama,"What was the real GDP growth rate in 2009, the first year of Obama's presidency?",0,12,A)<|eot_id|>,A,B,0
Joe Biden,Which leadership activity is Biden historically associated with during his undergraduate years?,0,12,C<|eot_id|>,C,C,1
Joe Biden,On what date did Biden deliver his victory remarks after networks projected him the winner?,0,12,D)<|eot_id|>,D,D,1
Donald Trump,Which year is often cited as the year when Trump advocated premium support for Medicare as part of Obamacare repeal efforts?,0,12,B)<|eot_id|>,B,B,1
Joe Biden,Which activity is commonly associated with staying active in Biden's daily routine?,0,12,B<|eot_id|>,B,B,1
Donald Trump,Did the Trump administration propose or implement any national-level program to set a carbon tax on emissions?,0,12,A<|eot_id|>,A,A,1
Joe Biden,"In 2020, the national turnout was the highest in U.S. history.",0,12,C)<|eot_id|>,C,C,1
Joe Biden,"Within White voters, Biden's strongest support came from which education subgroup?",0,12,B)<|eot_id|>,B,C,0
Barack Obama,"In 2010, Obama nominated which former Solicitor General to the Supreme Court?",0,12,D)<|eot_id|>,D,D,1
Barack Obama,"Which act reauthorized child nutrition programs and aimed to improve school meals, signed in 2010?",0,12,C<|eot_id|>,C,C,1
Joe Biden,Did Biden advocate for fast-track authority (Trade Promotion Authority) to pass TPP during negotiations?,0,12,B<|eot_id|>,B,C,0
Barack Obama,"Harvard Law School, where Obama earned his JD, is located in which city?",0,12,D)<|eot_id|>,D,D,1
Barack Obama,Barack Obama earned his undergraduate degree at which university?,0,12,A<|eot_id|>,A,A,1
Donald Trump,The 2019 Baghdadi raid involved which U.S. military branch most prominently?,0,12,D)<|eot_id|>,D,D,1
Joe Biden,The American Rescue Plan Act included funding to expand mental health and substance use services. What was the intent?,0,12,C<|eot_id|>,C,C,1
Barack Obama,In what year did Joe Biden first join the U.S. Senate?,0,12,D)<|eot_id|>,D,D,1
Joe Biden,What was the general audience perception of Biden's performance in the first debate according to many outlets?,0,12,B)<|eot_id|>,B,D,0
Donald Trump,Which region was Pence's selection intended to balance the ticket with?,0,12,C)<|eot_id|>,C,B,0
Joe Biden,What overarching theme did Joe Biden emphasize in his Democratic National Convention speeches?,0,12,A<|eot_id|>,A,A,1
Joe Biden,What portion of the loan balance would the plan seek to cancel?,0,12,C)<|eot_id|>,C,C,1
Donald Trump,Did Trump’s Gallup polling ever exceed 50% approval during his presidency?,0,12,D)<|eot_id|>,D,D,1
Donald Trump,Which policy goal did the 'maximum pressure' campaign primarily target?,0,12,D<|eot_id|>,D,D,1
Joe Biden,Which federal agency coordinates most cross-border security cooperation with Canada?,0,12,D<|eot_id|>,D,D,1
Barack Obama,"To enforce labor and environmental standards in TPP, Obama highlighted which mechanism?",0,12,C<|eot_id|>,C,C,1
Barack Obama,The Matthew Shepard and James Byrd Jr. Hate Crimes Prevention Act expanded protections to include which category beyond sexual orientation?,0,12,A<|eot_id|>,A,A,1
Donald Trump,In what year did the New York Attorney General's office first announce an inquiry into the Trump Foundation?,0,12,B)<|eot_id|>,B,A,0
Donald Trump,"At the start of a White House state dinner, what typically happens?",0,12,C<|eot_id|>,C,C,1
Donald Trump,Which of these individuals never served as Donald Trump's White House Chief of Staff?,0,12,B<|eot_id|>,B,A,0
Donald Trump,Trump's stance on marijuana policy generally favored what stance?,0,12,B<|eot_id|>,B,B,1
Barack Obama,Which major reform did Obama advocate regarding the United Nations Security Council?,0,12,B<|eot_id|>,B,B,1
Donald Trump,The retroactive provisions of the First Step Act address the crack-powder cocaine sentencing disparity created by which act?,0,12,A<|eot_id|>,A,A,1
Barack Obama,What was the central focus of Obama's 2012 victory speech?,0,12,D<|eot_id|>,D,D,1
Joe Biden,"The Bipartisan Safer Communities Act, signed in 2022, is focused on which policy area?",0,12,A<|eot_id|>,A,A,1
Barack Obama,Q14: Obama’s 2008 fundraising record was notable for which characteristic?,0,12,C<|eot_id|>,C,C,1
Joe Biden,Which of the following was NOT an ARP provision?,0,12,B<|eot_id|>,B,D,0
Joe Biden,"Following the 2020 election, which southern state also flipped to Biden, highlighting the region's changing political map?",0,12,B<|eot_id|>,B,B,1
Joe Biden,The Infrastructure Investment and Jobs Act (2021) includes provisions that support manufacturing by funding...,0,12,C<|eot_id|>,C,C,1
Barack Obama,Barack Obama Sr.'s nationality is most accurately described as?,0,12,B<|eot_id|>,B,B,1
Donald Trump,Who was the Trump Chief of Staff during the early months of 2017 who managed internal White House policy clashes on the travel ban?,0,12,D)<|eot_id|>,D,D,1
Barack Obama,In what year did the Obamas buy their Kenwood home?,0,12,C)<|eot_id|>,C,D,0
Joe Biden,"During Biden's term, which policy used a public health authority to expel migrants at the border?",0,12,A<|eot_id|>,A,A,1
Joe Biden,Which law is described as the first major federal gun-safety legislation enacted in decades?,0,12,A<|eot_id|>,A,A,1
Barack Obama,How many electoral votes did Obama win in 2012?,0,12,B)<|eot_id|>,B,B,1
Donald Trump,"Which Trump book is often linked with the election slogan ""Make America Great Again"" and released in 2015?",0,12,A<|eot_id|>,A,A,1
Donald Trump,"Which property did Trump frequently use as a winter retreat during his presidency, located in Palm Beach, Florida?",0,12,D<|eot_id|>,D,D,1
Joe Biden,What action did President Joe Biden take on his first day in office regarding the Paris Agreement?,0,12,A<|eot_id|>,A,A,1
Donald Trump,Which pair of journalists jointly moderated the 2016 debate 2?,0,12,B)<|eot_id|>,B,B,1
Barack Obama,Which UK prime minister did Obama meet on that visit?,0,12,B)<|eot_id|>,B,D,0
Joe Biden,"The 1994 Crime Bill, which Biden helped lead, has been criticized by opponents for contributing to what social outcome?",0,12,A<|eot_id|>,A,A,1
Donald Trump,Did Trump advocate for federal vaccine mandates?,0,12,C)<|eot_id|>,C,C,1
Joe Biden,Biden's stance on voting rights and the 2022 midterms: He pushed to pass:,0,12,A<|eot_id|>,A,A,1
Barack Obama,Premium tax credits under the ACA apply to individuals with incomes between what percent of the federal poverty line?,0,12,D)<|eot_id|>,D,A,0
Donald Trump,At which school did Trump complete his high school education in 1964?,0,12,A<|eot_id|>,A,B,0
Barack Obama,Which staffer later held the White House role of Press Secretary following the 2008 campaign?,0,12,D)<|eot_id|>,D,D,1
Donald Trump,The Migrant Protection Protocols primarily affected asylum seekers from which region?,0,12,C<|eot_id|>,C,C,1
Joe Biden,The Hunter Biden controversy led to various reevaluations by media outlets about:,0,12,C<|eot_id|>,C,C,1
Donald Trump,Trump's 2016 victory is often described as catalyzing a political realignment in which region?,0,12,D<|eot_id|>,D,D,1
Barack Obama,How many years did Obama serve in the Illinois Senate?,0,12,D)<|eot_id|>,D,D,1
